Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 52202 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  13.6 MBytes  113949 Kbits/sec   45   6.73 MBytes       
[  4]   1.00-2.00   sec  24.4 MBytes  204630 Kbits/sec  502   6.50 MBytes       
[  4]   2.00-3.00   sec  37.7 MBytes  316482 Kbits/sec    0   6.45 MBytes       
[  4]   3.00-4.00   sec  37.8 MBytes  316937 Kbits/sec    0   6.45 MBytes       
[  4]   4.00-5.00   sec  37.7 MBytes  316437 Kbits/sec    0   6.45 MBytes       
[  4]   5.00-6.00   sec  37.7 MBytes  316437 Kbits/sec    0   6.45 MBytes       
[  4]   6.00-7.00   sec  37.7 MBytes  316402 Kbits/sec    0   6.45 MBytes       
[  4]   7.00-8.00   sec  37.7 MBytes  316436 Kbits/sec    0   6.45 MBytes       
[  4]   8.00-9.00   sec  37.7 MBytes  316437 Kbits/sec    0   6.45 MBytes       
[  4]   9.00-10.00  sec  37.7 MBytes  316402 Kbits/sec    0   6.45 MBytes       
[  4]  10.00-11.00  sec  36.9 MBytes  309522 Kbits/sec    0   35.0 KBytes       
[  4]  11.00-12.00  sec  27.1 MBytes  227071 Kbits/sec    0   6.45 MBytes       
[  4]  12.00-13.00  sec  37.7 MBytes  316454 Kbits/sec    0   6.45 MBytes       
[  4]  13.00-14.00  sec  37.7 MBytes  315937 Kbits/sec    0   6.45 MBytes       
[  4]  14.00-15.00  sec  37.8 MBytes  316912 Kbits/sec    0   6.45 MBytes       
[  4]  15.00-16.00  sec  37.7 MBytes  316409 Kbits/sec    0   6.45 MBytes       
[  4]  16.00-17.00  sec  37.7 MBytes  316388 Kbits/sec    0   6.45 MBytes       
[  4]  17.00-18.00  sec  37.7 MBytes  316401 Kbits/sec    0   6.45 MBytes       
[  4]  18.00-19.00  sec  37.7 MBytes  316443 Kbits/sec    0   6.45 MBytes       
[  4]  19.00-20.00  sec  37.7 MBytes  316397 Kbits/sec    0   6.45 MBytes       
[  4]  20.00-21.00  sec  37.7 MBytes  316437 Kbits/sec    0   6.45 MBytes       
[  4]  21.00-22.00  sec  37.7 MBytes  316400 Kbits/sec    0   6.45 MBytes       
[  4]  22.00-23.00  sec  37.7 MBytes  316438 Kbits/sec    0   6.45 MBytes       
[  4]  23.00-24.00  sec  37.8 MBytes  316936 Kbits/sec    0   6.45 MBytes       
[  4]  24.00-25.00  sec  37.7 MBytes  316406 Kbits/sec    0   6.45 MBytes       
[  4]  25.00-26.00  sec  37.7 MBytes  316437 Kbits/sec    0   6.45 MBytes       
[  4]  26.00-27.00  sec  37.7 MBytes  316439 Kbits/sec    0   6.47 MBytes       
[  4]  27.00-28.00  sec  37.7 MBytes  316187 Kbits/sec    0   35.0 KBytes       
[  4]  28.00-29.00  sec  26.8 MBytes  225065 Kbits/sec    0   6.43 MBytes       
[  4]  29.00-30.00  sec  37.7 MBytes  316445 Kbits/sec    0   6.43 MBytes       
[  4]  30.00-31.00  sec  37.7 MBytes  316437 Kbits/sec    0   6.43 MBytes       
[  4]  31.00-32.00  sec  37.7 MBytes  316436 Kbits/sec    0   6.43 MBytes       
[  4]  32.00-33.00  sec  37.7 MBytes  316472 Kbits/sec    0   6.43 MBytes       
[  4]  33.00-34.00  sec  37.7 MBytes  316436 Kbits/sec    0   6.45 MBytes       
[  4]  34.00-35.00  sec  37.7 MBytes  316471 Kbits/sec    0   6.45 MBytes       
[  4]  35.00-36.00  sec  37.7 MBytes  316403 Kbits/sec    0   6.45 MBytes       
[  4]  36.00-37.00  sec  37.7 MBytes  316438 Kbits/sec    0   6.45 MBytes       
