Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 51516 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  5.72 MBytes  47946 Kbits/sec   22    271 KBytes       
[  4]   1.00-2.00   sec  6.03 MBytes  50622 Kbits/sec    0    358 KBytes       
[  4]   2.00-3.00   sec  7.71 MBytes  64639 Kbits/sec    0    454 KBytes       
[  4]   3.00-4.00   sec  9.68 MBytes  81176 Kbits/sec    0    542 KBytes       
[  4]   4.00-5.00   sec  11.5 MBytes  96712 Kbits/sec    0    638 KBytes       
[  4]   5.00-6.00   sec  11.4 MBytes  95711 Kbits/sec    1    524 KBytes       
[  4]   6.00-7.00   sec  11.2 MBytes  93703 Kbits/sec    0    629 KBytes       
[  4]   7.00-8.00   sec  11.8 MBytes  99218 Kbits/sec    0    682 KBytes       
[  4]   8.00-9.00   sec  10.7 MBytes  89694 Kbits/sec    2    585 KBytes       
[  4]   9.00-10.00  sec  11.7 MBytes  98206 Kbits/sec    0    664 KBytes       
[  4]  10.00-11.00  sec  11.3 MBytes  95214 Kbits/sec    2    516 KBytes       
[  4]  11.00-12.00  sec  11.0 MBytes  92201 Kbits/sec    0    629 KBytes       
[  4]  12.00-13.00  sec  11.8 MBytes  99213 Kbits/sec    0    682 KBytes       
[  4]  13.00-14.00  sec  10.8 MBytes  90181 Kbits/sec    2    577 KBytes       
[  4]  14.00-15.00  sec  11.6 MBytes  97724 Kbits/sec    0    655 KBytes       
[  4]  15.00-16.00  sec  11.6 MBytes  97204 Kbits/sec    2    498 KBytes       
[  4]  16.00-17.00  sec  10.8 MBytes  90199 Kbits/sec    0    620 KBytes       
[  4]  17.00-18.00  sec  11.8 MBytes  99227 Kbits/sec    0    673 KBytes       
[  4]  18.00-19.00  sec  11.1 MBytes  92698 Kbits/sec    2    559 KBytes       
[  4]  19.00-20.00  sec  11.5 MBytes  96712 Kbits/sec    0    655 KBytes       
[  4]  20.00-21.00  sec  11.6 MBytes  97203 Kbits/sec    2    498 KBytes       
[  4]  21.00-22.00  sec  10.2 MBytes  85186 Kbits/sec    0    577 KBytes       
[  4]  22.00-23.00  sec  11.6 MBytes  97716 Kbits/sec    0    664 KBytes       
[  4]  23.00-24.00  sec  10.8 MBytes  90693 Kbits/sec    2    577 KBytes       
[  4]  24.00-25.00  sec  11.6 MBytes  97217 Kbits/sec    0    655 KBytes       
[  4]  25.00-26.00  sec  11.6 MBytes  97703 Kbits/sec    2    498 KBytes       
[  4]  26.00-27.00  sec  10.7 MBytes  89701 Kbits/sec    0    620 KBytes       
[  4]  27.00-28.00  sec  11.8 MBytes  99217 Kbits/sec    0    673 KBytes       
[  4]  28.00-29.00  sec  11.1 MBytes  92702 Kbits/sec    1    559 KBytes       
[  4]  29.00-30.00  sec  11.5 MBytes  96709 Kbits/sec    0    655 KBytes       
[  4]  30.00-31.00  sec  11.6 MBytes  97200 Kbits/sec    2    489 KBytes       
[  4]  31.00-32.00  sec  10.2 MBytes  85187 Kbits/sec    0    577 KBytes       
[  4]  32.00-33.00  sec  11.6 MBytes  97220 Kbits/sec    0    664 KBytes       
[  4]  33.00-34.00  sec  10.8 MBytes  90691 Kbits/sec    2    568 KBytes       
[  4]  34.00-35.00  sec  11.6 MBytes  97214 Kbits/sec    0    655 KBytes       
[  4]  35.00-36.00  sec  11.6 MBytes  97708 Kbits/sec    2    498 KBytes       
[  4]  36.00-37.00  sec  10.7 MBytes  89700 Kbits/sec    0    620 KBytes       
[  4]  37.00-38.00  sec  11.8 MBytes  99216 Kbits/sec    0    673 KBytes       
[  4]  38.00-39.00  sec  10.8 MBytes  90694 Kbits/sec    2    568 KBytes       
[  4]  39.00-40.00  sec  11.6 MBytes  97214 Kbits/sec    0    647 KBytes       
[  4]  40.00-41.00  sec  11.8 MBytes  99217 Kbits/sec    2    481 KBytes       
[  4]  41.00-42.00  sec  10.5 MBytes  88191 Kbits/sec    0    612 KBytes       
[  4]  42.00-43.00  sec  11.8 MBytes  99214 Kbits/sec    0    673 KBytes       
[  4]  43.00-44.00  sec  10.9 MBytes  91699 Kbits/sec    2    559 KBytes       
