Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 52250 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  7.79 MBytes  65346 Kbits/sec    0   3.93 MBytes       
[  4]   1.00-2.00   sec  15.7 MBytes  131572 Kbits/sec  299   2.56 MBytes       
[  4]   2.00-3.00   sec  26.7 MBytes  223968 Kbits/sec    0   6.45 MBytes       
[  4]   3.00-4.00   sec  28.4 MBytes  237984 Kbits/sec    0   6.50 MBytes       
[  4]   4.00-5.00   sec  28.5 MBytes  238953 Kbits/sec    0   6.42 MBytes       
[  4]   5.00-6.00   sec  28.5 MBytes  238705 Kbits/sec    0   6.42 MBytes       
[  4]   6.00-7.00   sec  28.5 MBytes  238919 Kbits/sec    0   6.42 MBytes       
[  4]   7.00-8.00   sec  28.4 MBytes  238458 Kbits/sec    0   6.42 MBytes       
[  4]   8.00-9.00   sec  28.5 MBytes  238953 Kbits/sec    0   6.42 MBytes       
[  4]   9.00-10.00  sec  28.4 MBytes  238456 Kbits/sec    0   6.42 MBytes       
[  4]  10.00-11.00  sec  28.4 MBytes  238205 Kbits/sec    0   6.43 MBytes       
[  4]  11.00-12.00  sec  18.9 MBytes  158620 Kbits/sec    0   6.72 MBytes       
[  4]  12.00-13.00  sec  28.5 MBytes  238976 Kbits/sec    0   6.43 MBytes       
[  4]  13.00-14.00  sec  28.4 MBytes  238138 Kbits/sec    0   6.42 MBytes       
[  4]  14.00-15.00  sec  28.4 MBytes  238455 Kbits/sec    0   6.43 MBytes       
[  4]  15.00-16.00  sec  28.5 MBytes  238958 Kbits/sec    0   6.42 MBytes       
[  4]  16.00-17.00  sec  28.4 MBytes  238492 Kbits/sec    0   6.42 MBytes       
[  4]  17.00-18.00  sec  28.4 MBytes  238204 Kbits/sec    0   6.42 MBytes       
[  4]  18.00-19.00  sec  28.4 MBytes  238420 Kbits/sec    0   6.42 MBytes       
[  4]  19.00-20.00  sec  28.5 MBytes  238954 Kbits/sec    0   6.49 MBytes       
[  4]  20.00-21.00  sec  28.5 MBytes  238955 Kbits/sec    0   6.45 MBytes       
