Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 52022 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  61.5 MBytes  515624 Kbits/sec  995    376 KBytes       
[  4]   1.00-2.00   sec  59.2 MBytes  496311 Kbits/sec  1013    961 KBytes       
[  4]   2.00-3.00   sec  59.4 MBytes  498060 Kbits/sec  729    516 KBytes       
[  4]   3.00-4.00   sec  59.0 MBytes  495101 Kbits/sec  979    585 KBytes       
[  4]   4.00-5.00   sec  59.1 MBytes  496072 Kbits/sec  956    393 KBytes       
[  4]   5.00-6.00   sec  58.6 MBytes  491539 Kbits/sec  988    961 KBytes       
[  4]   6.00-7.00   sec  59.3 MBytes  497603 Kbits/sec  1061    961 KBytes       
[  4]   7.00-8.00   sec  59.5 MBytes  499077 Kbits/sec  996    350 KBytes       
[  4]   8.00-9.00   sec  59.4 MBytes  498584 Kbits/sec  1026    419 KBytes       
[  4]   9.00-10.00  sec  59.0 MBytes  494593 Kbits/sec  1006    542 KBytes       
[  4]  10.00-11.00  sec  47.9 MBytes  401866 Kbits/sec  726    411 KBytes       
[  4]  11.00-12.00  sec  59.5 MBytes  499073 Kbits/sec  899    944 KBytes       
[  4]  12.00-13.00  sec  59.1 MBytes  496088 Kbits/sec  952    952 KBytes       
[  4]  13.00-14.00  sec  58.9 MBytes  494083 Kbits/sec  1013    454 KBytes       
[  4]  14.00-15.00  sec  59.1 MBytes  496068 Kbits/sec  984    961 KBytes       
[  4]  15.00-16.00  sec  59.1 MBytes  495579 Kbits/sec  969    926 KBytes       
[  4]  16.00-17.00  sec  59.3 MBytes  497072 Kbits/sec  1027    620 KBytes       
[  4]  17.00-18.00  sec  59.0 MBytes  494585 Kbits/sec  1014    419 KBytes       
[  4]  18.00-19.00  sec  59.5 MBytes  499062 Kbits/sec  939    961 KBytes       
[  4]  19.00-20.00  sec  58.8 MBytes  492815 Kbits/sec  933    961 KBytes       
[  4]  20.00-21.00  sec  47.8 MBytes  401135 Kbits/sec  773    961 KBytes       
[  4]  21.00-22.00  sec  59.4 MBytes  498572 Kbits/sec  1029    944 KBytes       
[  4]  22.00-23.00  sec  59.4 MBytes  498084 Kbits/sec  993    428 KBytes       
[  4]  23.00-24.00  sec  59.2 MBytes  496581 Kbits/sec  699    533 KBytes       
[  4]  24.00-25.00  sec  59.1 MBytes  495583 Kbits/sec  968    952 KBytes       
[  4]  25.00-26.00  sec  58.8 MBytes  492798 Kbits/sec  920    585 KBytes       
[  4]  26.00-27.00  sec  59.4 MBytes  498343 Kbits/sec  969    839 KBytes       
[  4]  27.00-28.00  sec  58.7 MBytes  492550 Kbits/sec  1003    734 KBytes       
[  4]  28.00-29.00  sec  59.4 MBytes  498102 Kbits/sec  1036    944 KBytes       
[  4]  29.00-30.00  sec  59.7 MBytes  500569 Kbits/sec  916    428 KBytes       
[  4]  30.00-31.00  sec  48.0 MBytes  402391 Kbits/sec  505    472 KBytes       
[  4]  31.00-32.00  sec  59.0 MBytes  494584 Kbits/sec  1060    542 KBytes       
[  4]  32.00-33.00  sec  59.1 MBytes  495572 Kbits/sec  952    367 KBytes       
[  4]  33.00-34.00  sec  59.3 MBytes  497569 Kbits/sec  1012    944 KBytes       
[  4]  34.00-35.00  sec  59.0 MBytes  494589 Kbits/sec  1039    708 KBytes       
[  4]  35.00-36.00  sec  59.3 MBytes  497079 Kbits/sec  989    944 KBytes       
