Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 51754 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  31.9 MBytes  267974 Kbits/sec  291    664 KBytes       
[  4]   1.00-2.00   sec  29.8 MBytes  250043 Kbits/sec  181    769 KBytes       
[  4]   2.00-3.00   sec  29.6 MBytes  248043 Kbits/sec  190    769 KBytes       
[  4]   3.00-4.00   sec  29.6 MBytes  248038 Kbits/sec  185    786 KBytes       
[  4]   4.00-5.00   sec  29.6 MBytes  248539 Kbits/sec  212    786 KBytes       
[  4]   5.00-6.00   sec  29.6 MBytes  248039 Kbits/sec  178    769 KBytes       
[  4]   6.00-7.00   sec  29.6 MBytes  248038 Kbits/sec  170    769 KBytes       
[  4]   7.00-8.00   sec  29.6 MBytes  248040 Kbits/sec  212    786 KBytes       
[  4]   8.00-9.00   sec  29.3 MBytes  246038 Kbits/sec  204    516 KBytes       
[  4]   9.00-10.00  sec  29.6 MBytes  248535 Kbits/sec  191    717 KBytes       
[  4]  10.00-11.00  sec  23.9 MBytes  200446 Kbits/sec  155    472 KBytes       
[  4]  11.00-12.00  sec  29.4 MBytes  246524 Kbits/sec  192    419 KBytes       
[  4]  12.00-13.00  sec  29.6 MBytes  248035 Kbits/sec  209    551 KBytes       
[  4]  13.00-14.00  sec  29.6 MBytes  248542 Kbits/sec  203    760 KBytes       
[  4]  14.00-15.00  sec  29.9 MBytes  250539 Kbits/sec  175    708 KBytes       
[  4]  15.00-16.00  sec  29.6 MBytes  248544 Kbits/sec  209    769 KBytes       
[  4]  16.00-17.00  sec  29.6 MBytes  248039 Kbits/sec  181    769 KBytes       
[  4]  17.00-18.00  sec  29.2 MBytes  245038 Kbits/sec  202    769 KBytes       
[  4]  18.00-19.00  sec  29.6 MBytes  248033 Kbits/sec  193    384 KBytes       
[  4]  19.00-20.00  sec  29.9 MBytes  250537 Kbits/sec  194    437 KBytes       
[  4]  20.00-21.00  sec  23.8 MBytes  199220 Kbits/sec  155    384 KBytes       
[  4]  21.00-22.00  sec  29.4 MBytes  246759 Kbits/sec  196    551 KBytes       
[  4]  22.00-23.00  sec  29.6 MBytes  248036 Kbits/sec  215    384 KBytes       
[  4]  23.00-24.00  sec  29.9 MBytes  251039 Kbits/sec  174    769 KBytes       
[  4]  24.00-25.00  sec  29.6 MBytes  248546 Kbits/sec  194    769 KBytes       
[  4]  25.00-26.00  sec  29.6 MBytes  248040 Kbits/sec  189    769 KBytes       
[  4]  26.00-27.00  sec  29.4 MBytes  247039 Kbits/sec  221    542 KBytes       
[  4]  27.00-28.00  sec  29.6 MBytes  248034 Kbits/sec  212    437 KBytes       
[  4]  28.00-29.00  sec  29.7 MBytes  249041 Kbits/sec  194    481 KBytes       
[  4]  29.00-30.00  sec  29.6 MBytes  248541 Kbits/sec  195    769 KBytes       
[  4]  30.00-31.00  sec  23.7 MBytes  198427 Kbits/sec  147    437 KBytes       
[  4]  31.00-32.00  sec  29.6 MBytes  248543 Kbits/sec  187    454 KBytes       
[  4]  32.00-33.00  sec  29.7 MBytes  249541 Kbits/sec  203    769 KBytes       
[  4]  33.00-34.00  sec  29.5 MBytes  247541 Kbits/sec  198    419 KBytes       
[  4]  34.00-35.00  sec  29.6 MBytes  248538 Kbits/sec  181    804 KBytes       
[  4]  35.00-36.00  sec  29.5 MBytes  247546 Kbits/sec  186    463 KBytes       
[  4]  36.00-37.00  sec  29.6 MBytes  248530 Kbits/sec  210    472 KBytes       
[  4]  37.00-38.00  sec  29.6 MBytes  248539 Kbits/sec  213    384 KBytes       
[  4]  38.00-39.00  sec  29.6 MBytes  248540 Kbits/sec  201    786 KBytes       
[  4]  39.00-40.00  sec  29.6 MBytes  248041 Kbits/sec  209    786 KBytes       
