Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 52874 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  7.79 MBytes  65346 Kbits/sec    0   3.94 MBytes       
[  4]   1.00-2.00   sec  28.9 MBytes  242157 Kbits/sec    0   8.86 MBytes       
[  4]   2.00-3.00   sec  28.6 MBytes  240145 Kbits/sec    0   8.86 MBytes       
[  4]   3.00-4.00   sec  28.9 MBytes  242660 Kbits/sec    0   8.86 MBytes       
[  4]   4.00-5.00   sec  29.3 MBytes  246193 Kbits/sec    0   8.86 MBytes       
[  4]   5.00-6.00   sec  28.4 MBytes  238593 Kbits/sec    0   8.86 MBytes       
[  4]   6.00-7.00   sec  28.9 MBytes  242691 Kbits/sec    0   8.86 MBytes       
[  4]   7.00-8.00   sec  29.4 MBytes  246640 Kbits/sec    0   8.86 MBytes       
[  4]   8.00-9.00   sec  28.7 MBytes  240676 Kbits/sec    0   8.86 MBytes       
[  4]   9.00-10.00  sec  28.6 MBytes  240140 Kbits/sec    0   8.86 MBytes       
[  4]  10.00-11.00  sec  28.9 MBytes  242649 Kbits/sec    0   8.86 MBytes       
[  4]  11.00-12.00  sec  28.9 MBytes  242725 Kbits/sec    0   8.86 MBytes       
[  4]  12.00-13.00  sec  28.6 MBytes  240149 Kbits/sec    0   8.86 MBytes       
[  4]  13.00-14.00  sec  28.9 MBytes  242703 Kbits/sec    0   8.86 MBytes       
[  4]  14.00-15.00  sec  29.2 MBytes  245217 Kbits/sec    0   35.0 KBytes       
[  4]  15.00-16.00  sec  21.4 MBytes  179769 Kbits/sec    0   8.86 MBytes       
[  4]  16.00-17.00  sec  28.7 MBytes  240624 Kbits/sec    0   8.86 MBytes       
[  4]  17.00-18.00  sec  28.5 MBytes  239174 Kbits/sec    0   8.86 MBytes       
[  4]  18.00-19.00  sec  28.6 MBytes  240143 Kbits/sec    0   8.86 MBytes       
[  4]  19.00-20.00  sec  28.7 MBytes  240674 Kbits/sec    0   8.86 MBytes       
[  4]  20.00-21.00  sec  28.8 MBytes  241172 Kbits/sec    0   8.86 MBytes       
[  4]  21.00-22.00  sec  28.9 MBytes  242668 Kbits/sec    0   8.86 MBytes       
[  4]  22.00-23.00  sec  29.4 MBytes  246714 Kbits/sec    0   8.86 MBytes       
[  4]  23.00-24.00  sec  29.4 MBytes  246653 Kbits/sec    0   8.86 MBytes       
[  4]  24.00-25.00  sec  29.2 MBytes  244722 Kbits/sec    0   8.86 MBytes       
[  4]  25.00-26.00  sec  28.5 MBytes  239130 Kbits/sec    0   8.86 MBytes       
[  4]  26.00-27.00  sec  22.3 MBytes  186779 Kbits/sec    0   8.86 MBytes       
[  4]  27.00-28.00  sec  26.9 MBytes  225734 Kbits/sec    0   8.86 MBytes       
[  4]  28.00-29.00  sec  28.7 MBytes  240697 Kbits/sec    0   8.86 MBytes       
[  4]  29.00-30.00  sec  28.9 MBytes  242669 Kbits/sec    0   8.86 MBytes       
[  4]  30.00-31.00  sec  29.4 MBytes  246643 Kbits/sec    0   8.86 MBytes       
[  4]  31.00-32.00  sec  29.4 MBytes  246717 Kbits/sec    0   8.86 MBytes       
[  4]  32.00-33.00  sec  29.4 MBytes  246693 Kbits/sec    0   8.86 MBytes       
[  4]  33.00-34.00  sec  28.6 MBytes  240132 Kbits/sec    0   8.86 MBytes       
[  4]  34.00-35.00  sec  28.5 MBytes  238673 Kbits/sec    0   8.86 MBytes       
[  4]  35.00-36.00  sec  28.6 MBytes  239629 Kbits/sec    0   8.86 MBytes       
[  4]  36.00-37.00  sec  28.6 MBytes  240141 Kbits/sec    0   8.86 MBytes       
[  4]  37.00-38.00  sec  28.9 MBytes  242734 Kbits/sec    0   8.86 MBytes       
[  4]  38.00-39.00  sec  20.8 MBytes  174280 Kbits/sec    0   8.86 MBytes       
[  4]  39.00-40.00  sec  26.4 MBytes  221733 Kbits/sec    0   8.86 MBytes       
[  4]  40.00-41.00  sec  29.4 MBytes  246679 Kbits/sec    0   8.86 MBytes       
[  4]  41.00-42.00  sec  29.4 MBytes  246687 Kbits/sec    0   8.86 MBytes       
[  4]  42.00-43.00  sec  29.4 MBytes  246653 Kbits/sec    0   8.86 MBytes       
[  4]  43.00-44.00  sec  28.8 MBytes  241168 Kbits/sec    0   8.86 MBytes       
[  4]  44.00-45.00  sec  28.5 MBytes  239175 Kbits/sec    0   8.86 MBytes       
[  4]  45.00-46.00  sec  28.5 MBytes  238667 Kbits/sec    0   8.86 MBytes       
[  4]  46.00-47.00  sec  28.9 MBytes  242689 Kbits/sec    0   8.86 MBytes       
[  4]  47.00-48.00  sec  29.2 MBytes  245185 Kbits/sec    0   8.86 MBytes       
[  4]  48.00-49.00  sec  28.6 MBytes  240163 Kbits/sec    0   8.86 MBytes       
[  4]  49.00-50.00  sec  28.9 MBytes  242664 Kbits/sec    0   8.86 MBytes       
[  4]  50.00-51.00  sec  29.4 MBytes  246631 Kbits/sec    0   8.86 MBytes       
[  4]  51.00-52.00  sec  29.0 MBytes  243208 Kbits/sec    0   8.86 MBytes       
[  4]  52.00-53.00  sec  28.6 MBytes  240161 Kbits/sec    0   8.86 MBytes       
[  4]  53.00-54.00  sec  28.9 MBytes  242743 Kbits/sec    0   8.86 MBytes       
[  4]  54.00-55.00  sec  28.6 MBytes  240146 Kbits/sec    0   8.86 MBytes       
[  4]  55.00-56.00  sec  28.8 MBytes  241167 Kbits/sec    0   8.86 MBytes       
[  4]  56.00-57.00  sec  28.9 MBytes  242663 Kbits/sec    0   8.86 MBytes       
[  4]  57.00-58.00  sec  29.4 MBytes  246653 Kbits/sec    0   8.86 MBytes       
[  4]  58.00-59.00  sec  28.4 MBytes  238636 Kbits/sec    0   8.86 MBytes       
[  4]  59.00-60.00  sec  19.7 MBytes  165304 Kbits/sec    0   8.86 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.00  sec  1.64 GBytes  234506 Kbits/sec    0             sender
[  4]   0.00-60.00  sec  1.64 GBytes  234373 Kbits/sec                  receiver

iperf Done.
