Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 51568 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  6.32 MBytes  53036 Kbits/sec   57   1.99 MBytes       
[  4]   1.00-2.00   sec  10.9 MBytes  91697 Kbits/sec  267   2.51 MBytes       
[  4]   2.00-3.00   sec  11.1 MBytes  93200 Kbits/sec    6   2.49 MBytes       
[  4]   3.00-4.00   sec  11.5 MBytes  96219 Kbits/sec   44   1.43 MBytes       
[  4]   4.00-5.00   sec  11.9 MBytes  99711 Kbits/sec   60   2.49 MBytes       
[  4]   5.00-6.00   sec  11.8 MBytes  98718 Kbits/sec   34   2.49 MBytes       
[  4]   6.00-7.00   sec  11.8 MBytes  98714 Kbits/sec   34   2.49 MBytes       
[  4]   7.00-8.00   sec  10.8 MBytes  90195 Kbits/sec   68   1.84 MBytes       
[  4]   8.00-9.00   sec  12.6 MBytes  105735 Kbits/sec   34   2.49 MBytes       
[  4]   9.00-10.00  sec  11.8 MBytes  98710 Kbits/sec   36   2.49 MBytes       
[  4]  10.00-11.00  sec  10.6 MBytes  88685 Kbits/sec   72   1.22 MBytes       
[  4]  11.00-12.00  sec  9.38 MBytes  78677 Kbits/sec    0   2.51 MBytes       
[  4]  12.00-13.00  sec  10.9 MBytes  91188 Kbits/sec   62   1.27 MBytes       
[  4]  13.00-14.00  sec  12.5 MBytes  104854 Kbits/sec   40   2.49 MBytes       
[  4]  14.00-15.00  sec  11.8 MBytes  99100 Kbits/sec   34   2.49 MBytes       
[  4]  15.00-16.00  sec  11.7 MBytes  98214 Kbits/sec   36   1.51 MBytes       
[  4]  16.00-17.00  sec  11.7 MBytes  98213 Kbits/sec   68   2.49 MBytes       
[  4]  17.00-18.00  sec  11.7 MBytes  98214 Kbits/sec   34   2.49 MBytes       
[  4]  18.00-19.00  sec  11.8 MBytes  98714 Kbits/sec   34   2.49 MBytes       
[  4]  19.00-20.00  sec  10.8 MBytes  90694 Kbits/sec   68   1.84 MBytes       
[  4]  20.00-21.00  sec  12.6 MBytes  105736 Kbits/sec   34   2.49 MBytes       
[  4]  21.00-22.00  sec  11.7 MBytes  98210 Kbits/sec   34   2.49 MBytes       
[  4]  22.00-23.00  sec  7.17 MBytes  60127 Kbits/sec   35   2.49 MBytes       
[  4]  23.00-24.00  sec  11.3 MBytes  95215 Kbits/sec   46   1.42 MBytes       
[  4]  24.00-25.00  sec  12.0 MBytes  100713 Kbits/sec   58   2.49 MBytes       
[  4]  25.00-26.00  sec  11.8 MBytes  98717 Kbits/sec   36   2.49 MBytes       
[  4]  26.00-27.00  sec  11.7 MBytes  98214 Kbits/sec   36   2.49 MBytes       
[  4]  27.00-28.00  sec  10.9 MBytes  91195 Kbits/sec   72   2.07 MBytes       
[  4]  28.00-29.00  sec  12.5 MBytes  104720 Kbits/sec   34   2.49 MBytes       
[  4]  29.00-30.00  sec  11.8 MBytes  98724 Kbits/sec   34   2.49 MBytes       
[  4]  30.00-31.00  sec  10.6 MBytes  89185 Kbits/sec   70   1.28 MBytes       
[  4]  31.00-32.00  sec  12.7 MBytes  106744 Kbits/sec   36   2.49 MBytes       
[  4]  32.00-33.00  sec  9.26 MBytes  77648 Kbits/sec   34   35.0 KBytes       
[  4]  33.00-34.00  sec  9.62 MBytes  80692 Kbits/sec   34   2.49 MBytes       
