Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 51500 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  5.67 MBytes  47598 Kbits/sec    7    323 KBytes       
[  4]   1.00-2.00   sec  6.99 MBytes  58630 Kbits/sec    0    402 KBytes       
[  4]   2.00-3.00   sec  8.96 MBytes  75163 Kbits/sec    0    498 KBytes       
[  4]   3.00-4.00   sec  10.6 MBytes  88694 Kbits/sec    0    585 KBytes       
[  4]   4.00-5.00   sec  12.0 MBytes  100720 Kbits/sec    0    673 KBytes       
[  4]   5.00-6.00   sec  10.8 MBytes  90193 Kbits/sec    2    585 KBytes       
[  4]   6.00-7.00   sec  11.7 MBytes  98205 Kbits/sec    0    664 KBytes       
[  4]   7.00-8.00   sec  11.3 MBytes  95214 Kbits/sec    2    516 KBytes       
[  4]   8.00-9.00   sec  11.1 MBytes  92705 Kbits/sec    0    629 KBytes       
[  4]   9.00-10.00  sec  11.8 MBytes  99215 Kbits/sec    0    682 KBytes       
[  4]  10.00-11.00  sec  10.9 MBytes  91193 Kbits/sec    2    585 KBytes       
[  4]  11.00-12.00  sec  11.7 MBytes  98217 Kbits/sec    0    664 KBytes       
[  4]  12.00-13.00  sec  11.1 MBytes  93202 Kbits/sec    2    516 KBytes       
[  4]  13.00-14.00  sec  10.6 MBytes  88691 Kbits/sec    0    594 KBytes       
[  4]  14.00-15.00  sec  11.7 MBytes  98216 Kbits/sec    0    682 KBytes       
[  4]  15.00-16.00  sec  10.6 MBytes  88694 Kbits/sec    3    594 KBytes       
[  4]  16.00-17.00  sec  11.8 MBytes  98712 Kbits/sec    0    664 KBytes       
[  4]  17.00-18.00  sec  11.3 MBytes  94703 Kbits/sec    2    524 KBytes       
[  4]  18.00-19.00  sec  11.1 MBytes  93208 Kbits/sec    0    629 KBytes       
[  4]  19.00-20.00  sec  11.8 MBytes  99214 Kbits/sec    0    682 KBytes       
[  4]  20.00-21.00  sec  10.7 MBytes  89685 Kbits/sec    2    585 KBytes       
[  4]  21.00-22.00  sec  11.7 MBytes  98223 Kbits/sec    0    664 KBytes       
[  4]  22.00-23.00  sec  11.3 MBytes  95176 Kbits/sec    2    524 KBytes       
[  4]  23.00-24.00  sec  11.1 MBytes  92732 Kbits/sec    0    629 KBytes       
[  4]  24.00-25.00  sec  11.8 MBytes  99213 Kbits/sec    0    682 KBytes       
[  4]  25.00-26.00  sec  10.7 MBytes  89695 Kbits/sec    2    585 KBytes       
[  4]  26.00-27.00  sec  11.6 MBytes  97712 Kbits/sec    0    655 KBytes       
[  4]  27.00-28.00  sec  11.5 MBytes  96706 Kbits/sec    2    516 KBytes       
[  4]  28.00-29.00  sec  11.1 MBytes  92700 Kbits/sec    0    629 KBytes       
[  4]  29.00-30.00  sec  11.8 MBytes  99221 Kbits/sec    0    682 KBytes       
