Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 52802 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  21.7 MBytes  182020 Kbits/sec  231   3.67 MBytes       
[  4]   1.00-2.00   sec  54.5 MBytes  456942 Kbits/sec    0   6.50 MBytes       
[  4]   2.00-3.00   sec  57.1 MBytes  479370 Kbits/sec    0   6.50 MBytes       
[  4]   3.00-4.00   sec  57.0 MBytes  478384 Kbits/sec    0   6.50 MBytes       
[  4]   4.00-5.00   sec  57.1 MBytes  479375 Kbits/sec    0   6.50 MBytes       
[  4]   5.00-6.00   sec  57.1 MBytes  478858 Kbits/sec    0   6.50 MBytes       
[  4]   6.00-7.00   sec  57.1 MBytes  478842 Kbits/sec    0   6.50 MBytes       
[  4]   7.00-8.00   sec  57.1 MBytes  478870 Kbits/sec    0   6.50 MBytes       
[  4]   8.00-9.00   sec  57.0 MBytes  478388 Kbits/sec    0   6.52 MBytes       
[  4]   9.00-10.00  sec  57.2 MBytes  479410 Kbits/sec    0   6.52 MBytes       
[  4]  10.00-11.00  sec  40.4 MBytes  339063 Kbits/sec    0   6.49 MBytes       
[  4]  11.00-12.00  sec  56.1 MBytes  470300 Kbits/sec    0   6.50 MBytes       
[  4]  12.00-13.00  sec  57.0 MBytes  478396 Kbits/sec    0   6.50 MBytes       
[  4]  13.00-14.00  sec  57.1 MBytes  478875 Kbits/sec    0   6.50 MBytes       
[  4]  14.00-15.00  sec  57.1 MBytes  478875 Kbits/sec    0   6.50 MBytes       
[  4]  15.00-16.00  sec  57.1 MBytes  478878 Kbits/sec    0   6.52 MBytes       
[  4]  16.00-17.00  sec  57.1 MBytes  478885 Kbits/sec    0   6.50 MBytes       
[  4]  17.00-18.00  sec  57.1 MBytes  478843 Kbits/sec    0   6.50 MBytes       
[  4]  18.00-19.00  sec  57.1 MBytes  478877 Kbits/sec    0   6.50 MBytes       
[  4]  19.00-20.00  sec  57.1 MBytes  478889 Kbits/sec    0   6.52 MBytes       
[  4]  20.00-21.00  sec  57.1 MBytes  478845 Kbits/sec    0   6.50 MBytes       
[  4]  21.00-22.00  sec  39.8 MBytes  333561 Kbits/sec    0   6.40 MBytes       
[  4]  22.00-23.00  sec  56.7 MBytes  475376 Kbits/sec    0   6.50 MBytes       
[  4]  23.00-24.00  sec  57.1 MBytes  478874 Kbits/sec    0   6.52 MBytes       
[  4]  24.00-25.00  sec  57.1 MBytes  478872 Kbits/sec    0   6.50 MBytes       
[  4]  25.00-26.00  sec  57.1 MBytes  478911 Kbits/sec    0   6.52 MBytes       
[  4]  26.00-27.00  sec  57.0 MBytes  478397 Kbits/sec    0   6.50 MBytes       
[  4]  27.00-28.00  sec  57.1 MBytes  478822 Kbits/sec    0   6.50 MBytes       
[  4]  28.00-29.00  sec  57.1 MBytes  478844 Kbits/sec    0   6.50 MBytes       
[  4]  29.00-30.00  sec  57.1 MBytes  478841 Kbits/sec    0   6.50 MBytes       
[  4]  30.00-31.00  sec  57.0 MBytes  478417 Kbits/sec    0   6.49 MBytes       
[  4]  31.00-32.00  sec  57.1 MBytes  479372 Kbits/sec    0   6.52 MBytes       
[  4]  32.00-33.00  sec  57.1 MBytes  478882 Kbits/sec    0   6.49 MBytes       
[  4]  33.00-34.00  sec  47.8 MBytes  401040 Kbits/sec    0   35.0 KBytes       
[  4]  34.00-35.00  sec  48.9 MBytes  410474 Kbits/sec    0   6.50 MBytes       
[  4]  35.00-36.00  sec  56.7 MBytes  475837 Kbits/sec    0   6.50 MBytes       
[  4]  36.00-37.00  sec  57.1 MBytes  478899 Kbits/sec    0   6.50 MBytes       
[  4]  37.00-38.00  sec  57.2 MBytes  479409 Kbits/sec    0   6.50 MBytes       
[  4]  38.00-39.00  sec  57.1 MBytes  478913 Kbits/sec    0   6.50 MBytes       
[  4]  39.00-40.00  sec  57.0 MBytes  478381 Kbits/sec    0   6.50 MBytes       
[  4]  40.00-41.00  sec  57.1 MBytes  478875 Kbits/sec    0   6.50 MBytes       
[  4]  41.00-42.00  sec  57.1 MBytes  478912 Kbits/sec    0   6.50 MBytes       
[  4]  42.00-43.00  sec  57.0 MBytes  478382 Kbits/sec    0   6.52 MBytes       
[  4]  43.00-44.00  sec  57.1 MBytes  478878 Kbits/sec    0   6.52 MBytes       
[  4]  44.00-45.00  sec  57.1 MBytes  478873 Kbits/sec    0   6.50 MBytes       
[  4]  45.00-46.00  sec  57.1 MBytes  478913 Kbits/sec    0   6.50 MBytes       
[  4]  46.00-47.00  sec  57.1 MBytes  478845 Kbits/sec    0   6.50 MBytes       
[  4]  47.00-48.00  sec  57.1 MBytes  478875 Kbits/sec    0   6.50 MBytes       
[  4]  48.00-49.00  sec  57.1 MBytes  478874 Kbits/sec    0   6.50 MBytes       
[  4]  49.00-50.00  sec  57.1 MBytes  478849 Kbits/sec    0   6.50 MBytes       
[  4]  50.00-51.00  sec  42.4 MBytes  355971 Kbits/sec    0   6.66 MBytes       
[  4]  51.00-52.00  sec  57.0 MBytes  478362 Kbits/sec    0   6.50 MBytes       
[  4]  52.00-53.00  sec  57.0 MBytes  478342 Kbits/sec    0   6.52 MBytes       
[  4]  53.00-54.00  sec  57.1 MBytes  479372 Kbits/sec    0   6.50 MBytes       
[  4]  54.00-55.00  sec  57.1 MBytes  478849 Kbits/sec    0   6.52 MBytes       
[  4]  55.00-56.00  sec  57.1 MBytes  478906 Kbits/sec    0   6.50 MBytes       
[  4]  56.00-57.00  sec  57.1 MBytes  478879 Kbits/sec    0   6.50 MBytes       
[  4]  57.00-58.00  sec  57.1 MBytes  478846 Kbits/sec    0   6.50 MBytes       
[  4]  58.00-59.00  sec  57.1 MBytes  478846 Kbits/sec    0   6.52 MBytes       
[  4]  59.00-60.00  sec  57.1 MBytes  478876 Kbits/sec    0   6.50 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.00  sec  3.24 GBytes  464047 Kbits/sec  231             sender
[  4]   0.00-60.00  sec  3.24 GBytes  463913 Kbits/sec                  receiver

iperf Done.
