Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 39986 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  2.91 MBytes  24368 Kbits/sec    0    452 KBytes       
[  4]   1.00-2.00   sec  9.51 MBytes  79751 Kbits/sec    0   1.80 MBytes       
[  4]   2.00-3.00   sec  11.2 MBytes  94360 Kbits/sec    0   2.37 MBytes       
[  4]   3.00-4.00   sec  11.4 MBytes  96062 Kbits/sec    0   2.91 MBytes       
[  4]   4.00-5.00   sec  11.4 MBytes  95534 Kbits/sec    0   3.01 MBytes       
[  4]   5.00-6.00   sec  11.4 MBytes  96046 Kbits/sec    0   3.01 MBytes       
[  4]   6.00-7.00   sec  11.4 MBytes  95517 Kbits/sec    0   3.01 MBytes       
[  4]   7.00-8.00   sec  11.4 MBytes  95532 Kbits/sec    0   3.01 MBytes       
[  4]   8.00-9.00   sec  11.4 MBytes  95237 Kbits/sec    0   3.01 MBytes       
[  4]   9.00-10.00  sec  11.4 MBytes  95525 Kbits/sec    0   3.01 MBytes       
[  4]  10.00-11.00  sec  11.4 MBytes  96048 Kbits/sec    0   3.01 MBytes       
[  4]  11.00-12.00  sec  11.4 MBytes  95525 Kbits/sec    0   3.01 MBytes       
[  4]  12.00-13.00  sec  11.4 MBytes  95641 Kbits/sec    0   3.01 MBytes       
[  4]  13.00-14.00  sec  11.4 MBytes  96047 Kbits/sec    0   3.01 MBytes       
[  4]  14.00-15.00  sec  11.4 MBytes  95530 Kbits/sec    0   3.01 MBytes       
[  4]  15.00-16.00  sec  11.4 MBytes  95522 Kbits/sec    0   3.01 MBytes       
[  4]  16.00-17.00  sec  11.4 MBytes  95237 Kbits/sec    0   3.01 MBytes       
[  4]  17.00-18.00  sec  11.4 MBytes  95525 Kbits/sec    0   3.01 MBytes       
[  4]  18.00-19.00  sec  11.4 MBytes  96046 Kbits/sec    0   3.01 MBytes       
[  4]  19.00-20.00  sec  11.4 MBytes  95758 Kbits/sec    0   3.01 MBytes       
[  4]  20.00-21.00  sec  11.4 MBytes  95530 Kbits/sec    0   3.01 MBytes       
[  4]  21.00-22.00  sec  11.4 MBytes  95522 Kbits/sec    0   3.01 MBytes       
[  4]  22.00-23.00  sec  11.4 MBytes  95523 Kbits/sec    0   3.01 MBytes       
[  4]  23.00-24.00  sec  11.4 MBytes  95758 Kbits/sec    0   3.01 MBytes       
[  4]  24.00-25.00  sec  11.4 MBytes  95298 Kbits/sec    0   3.01 MBytes       
[  4]  25.00-26.00  sec  11.4 MBytes  96046 Kbits/sec    0   3.01 MBytes       
[  4]  26.00-27.00  sec  11.4 MBytes  95238 Kbits/sec    0   3.01 MBytes       
[  4]  27.00-28.00  sec  11.4 MBytes  96045 Kbits/sec    0   3.01 MBytes       
[  4]  28.00-29.00  sec  11.4 MBytes  95527 Kbits/sec    0   3.01 MBytes       
[  4]  29.00-30.00  sec  11.4 MBytes  95529 Kbits/sec    0   3.01 MBytes       
[  4]  30.00-31.00  sec  11.4 MBytes  95520 Kbits/sec    0   3.01 MBytes       
[  4]  31.00-32.00  sec  11.4 MBytes  96052 Kbits/sec    0   3.01 MBytes       
