Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 52866 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  7.79 MBytes  65346 Kbits/sec    0   3.93 MBytes       
[  4]  50.00-51.00  sec  28.9 MBytes  242737 Kbits/sec    0   8.87 MBytes       
[  4]  51.00-52.00  sec  28.9 MBytes  242679 Kbits/sec    0   8.87 MBytes       
[  4]  52.00-53.00  sec  28.7 MBytes  240660 Kbits/sec    0   8.87 MBytes       
[  4]  53.00-54.00  sec  28.9 MBytes  242725 Kbits/sec    0   8.87 MBytes       
[  4]  54.00-55.00  sec  29.4 MBytes  246647 Kbits/sec    0   8.87 MBytes       
[  4]  55.00-56.00  sec  29.0 MBytes  243657 Kbits/sec    0   8.87 MBytes       
[  4]  56.00-57.00  sec  28.6 MBytes  240122 Kbits/sec    0   8.87 MBytes       
[  4]  57.00-58.00  sec  28.9 MBytes  242699 Kbits/sec    0   8.87 MBytes       
[  4]  58.00-59.00  sec  28.7 MBytes  241127 Kbits/sec    0   8.87 MBytes       
[  4]  59.00-60.00  sec  28.8 MBytes  241168 Kbits/sec    0   8.87 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.00  sec  1.64 GBytes  234307 Kbits/sec    0             sender
[  4]   0.00-60.00  sec  1.64 GBytes  234139 Kbits/sec                  receiver

iperf Done.
