Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 40722 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  6.69 MBytes  56083 Kbits/sec    0   2.83 MBytes       
[  4]   1.00-2.00   sec  29.4 MBytes  246809 Kbits/sec    0   6.01 MBytes       
[  4]   2.00-3.00   sec  28.9 MBytes  242699 Kbits/sec    0   6.01 MBytes       
[  4]   3.00-4.00   sec  28.4 MBytes  237888 Kbits/sec    0   6.01 MBytes       
[  4]   4.00-5.00   sec  28.6 MBytes  239855 Kbits/sec    0   6.01 MBytes       
[  4]   5.00-6.00   sec  28.9 MBytes  242710 Kbits/sec    0   6.01 MBytes       
[  4]   6.00-7.00   sec  28.9 MBytes  242684 Kbits/sec    0   6.01 MBytes       
[  4]   7.00-8.00   sec  28.7 MBytes  240537 Kbits/sec    0   6.01 MBytes       
[  4]   8.00-9.00   sec  28.6 MBytes  239491 Kbits/sec    0   6.01 MBytes       
[  4]   9.00-10.00  sec  28.7 MBytes  240584 Kbits/sec    0   6.01 MBytes       
[  4]  10.00-11.00  sec  28.9 MBytes  242708 Kbits/sec    0   6.01 MBytes       
[  4]  11.00-12.00  sec  28.8 MBytes  241130 Kbits/sec    0   6.01 MBytes       
[  4]  12.00-13.00  sec  28.9 MBytes  242723 Kbits/sec    0   6.01 MBytes       
[  4]  13.00-14.00  sec  28.7 MBytes  240546 Kbits/sec    0   6.01 MBytes       
[  4]  14.00-15.00  sec  28.5 MBytes  238988 Kbits/sec    0   6.01 MBytes       
[  4]  15.00-16.00  sec  28.7 MBytes  240570 Kbits/sec    0   6.01 MBytes       
[  4]  16.00-17.00  sec  28.9 MBytes  242712 Kbits/sec    0   6.01 MBytes       
[  4]  17.00-18.00  sec  28.9 MBytes  242683 Kbits/sec    0   6.01 MBytes       
[  4]  18.00-19.00  sec  28.6 MBytes  239980 Kbits/sec    0   6.01 MBytes       
[  4]  19.00-20.00  sec  28.5 MBytes  238992 Kbits/sec    0   6.01 MBytes       
[  4]  20.00-21.00  sec  28.7 MBytes  240562 Kbits/sec    0   6.01 MBytes       
[  4]  21.00-22.00  sec  28.9 MBytes  242715 Kbits/sec    0   6.01 MBytes       
[  4]  22.00-23.00  sec  28.8 MBytes  241129 Kbits/sec    0   6.01 MBytes       
[  4]  23.00-24.00  sec  28.9 MBytes  242721 Kbits/sec    0   6.01 MBytes       
[  4]  24.00-25.00  sec  28.7 MBytes  240537 Kbits/sec    0   6.01 MBytes       
[  4]  25.00-26.00  sec  28.7 MBytes  240586 Kbits/sec    0   6.01 MBytes       
[  4]  26.00-27.00  sec  28.6 MBytes  239507 Kbits/sec    0   6.01 MBytes       
[  4]  27.00-28.00  sec  28.9 MBytes  242720 Kbits/sec    0   6.01 MBytes       
[  4]  28.00-29.00  sec  28.9 MBytes  242682 Kbits/sec    0   6.01 MBytes       
[  4]  29.00-30.00  sec  28.7 MBytes  240532 Kbits/sec    0   6.01 MBytes       
[  4]  30.00-31.00  sec  28.5 MBytes  239346 Kbits/sec    0   6.01 MBytes       
[  4]  31.00-32.00  sec  28.7 MBytes  241079 Kbits/sec    0   6.01 MBytes       
