Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 51226 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  6.80 MBytes  57043 Kbits/sec  110   1.08 MBytes       
[  4]   1.00-2.00   sec  5.91 MBytes  49606 Kbits/sec   28   1.01 MBytes       
[  4]   2.00-3.00   sec  5.67 MBytes  47603 Kbits/sec   24    524 KBytes       
[  4]   3.00-4.00   sec  6.21 MBytes  52106 Kbits/sec   18   1.01 MBytes       
[  4]   4.00-5.00   sec  5.91 MBytes  49617 Kbits/sec   28   1.01 MBytes       
[  4]   5.00-6.00   sec  5.85 MBytes  49104 Kbits/sec   14   1.02 MBytes       
[  4]   6.00-7.00   sec  5.91 MBytes  49601 Kbits/sec   28   1.01 MBytes       
[  4]   7.00-8.00   sec  5.50 MBytes  46107 Kbits/sec   28    559 KBytes       
[  4]   8.00-9.00   sec  6.25 MBytes  52423 Kbits/sec   14   1.01 MBytes       
[  4]   9.00-10.00  sec  6.00 MBytes  50298 Kbits/sec   28   1.01 MBytes       
[  4]  10.00-11.00  sec  5.91 MBytes  49607 Kbits/sec   14   35.0 KBytes       
[  4]  11.00-12.00  sec  4.24 MBytes  35581 Kbits/sec   12   1.01 MBytes       
[  4]  12.00-13.00  sec  5.91 MBytes  49600 Kbits/sec   26   1.02 MBytes       
[  4]  13.00-14.00  sec  5.79 MBytes  48609 Kbits/sec   20    559 KBytes       
[  4]  14.00-15.00  sec  6.03 MBytes  50607 Kbits/sec   22   1.01 MBytes       
[  4]  15.00-16.00  sec  5.91 MBytes  49614 Kbits/sec   28   1.01 MBytes       
[  4]  16.00-17.00  sec  5.91 MBytes  49596 Kbits/sec   14   1.01 MBytes       
[  4]  17.00-18.00  sec  5.97 MBytes  50113 Kbits/sec   28   1.02 MBytes       
[  4]  18.00-19.00  sec  5.62 MBytes  47110 Kbits/sec   24    542 KBytes       
[  4]  19.00-20.00  sec  6.15 MBytes  51604 Kbits/sec   18   1.01 MBytes       
[  4]  20.00-21.00  sec  5.97 MBytes  50113 Kbits/sec   28   1.01 MBytes       
[  4]  21.00-22.00  sec  4.18 MBytes  35069 Kbits/sec   14   1.01 MBytes       
[  4]  22.00-23.00  sec  5.91 MBytes  49619 Kbits/sec   28   1.01 MBytes       
[  4]  23.00-24.00  sec  5.85 MBytes  49105 Kbits/sec   18    594 KBytes       
