Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 52512 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  15.2 MBytes  127403 Kbits/sec   20   2.92 MBytes       
[  4]   1.00-2.00   sec  27.0 MBytes  226574 Kbits/sec  124   6.42 MBytes       
[  4]   2.00-3.00   sec  37.7 MBytes  315915 Kbits/sec    0   6.43 MBytes       
[  4]   3.00-4.00   sec  37.8 MBytes  316969 Kbits/sec    0   6.45 MBytes       
[  4]   4.00-5.00   sec  37.7 MBytes  316439 Kbits/sec    0   6.43 MBytes       
[  4]   5.00-6.00   sec  37.7 MBytes  316401 Kbits/sec    0   6.43 MBytes       
[  4]   6.00-7.00   sec  37.7 MBytes  316471 Kbits/sec    0   6.43 MBytes       
[  4]   7.00-8.00   sec  37.7 MBytes  316433 Kbits/sec    0   6.45 MBytes       
[  4]   8.00-9.00   sec  37.8 MBytes  316902 Kbits/sec    0   6.45 MBytes       
[  4]   9.00-10.00  sec  37.8 MBytes  316935 Kbits/sec    0   6.45 MBytes       
[  4]  10.00-11.00  sec  37.7 MBytes  316484 Kbits/sec    0   35.0 KBytes       
[  4]  11.00-12.00  sec  26.4 MBytes  221065 Kbits/sec    0   6.50 MBytes       
[  4]  12.00-13.00  sec  37.6 MBytes  315434 Kbits/sec    0   6.45 MBytes       
[  4]  13.00-14.00  sec  37.6 MBytes  315434 Kbits/sec    0   6.45 MBytes       
[  4]  14.00-15.00  sec  37.7 MBytes  316399 Kbits/sec    0   6.45 MBytes       
[  4]  15.00-16.00  sec  37.8 MBytes  316934 Kbits/sec    0   6.45 MBytes       
[  4]  16.00-17.00  sec  37.7 MBytes  316446 Kbits/sec    0   6.45 MBytes       
[  4]  17.00-18.00  sec  37.8 MBytes  316926 Kbits/sec    0   6.45 MBytes       
[  4]  18.00-19.00  sec  37.8 MBytes  316957 Kbits/sec    0   6.45 MBytes       
[  4]  19.00-20.00  sec  37.7 MBytes  316419 Kbits/sec    0   6.45 MBytes       
[  4]  20.00-21.00  sec  37.8 MBytes  316940 Kbits/sec    0   6.45 MBytes       
[  4]  21.00-22.00  sec  37.7 MBytes  316439 Kbits/sec    0   6.45 MBytes       
[  4]  22.00-23.00  sec  37.7 MBytes  316436 Kbits/sec    0   6.45 MBytes       
[  4]  23.00-24.00  sec  37.8 MBytes  316902 Kbits/sec    0   6.45 MBytes       
[  4]  24.00-25.00  sec  37.8 MBytes  316902 Kbits/sec    0   6.45 MBytes       
[  4]  25.00-26.00  sec  37.7 MBytes  316405 Kbits/sec    0   6.45 MBytes       
[  4]  26.00-27.00  sec  37.8 MBytes  316936 Kbits/sec    0   35.0 KBytes       
[  4]  27.00-28.00  sec  26.4 MBytes  221568 Kbits/sec    0   6.42 MBytes       
[  4]  28.00-29.00  sec  37.6 MBytes  315436 Kbits/sec    0   6.43 MBytes       
[  4]  29.00-30.00  sec  37.6 MBytes  315434 Kbits/sec    0   6.43 MBytes       
[  4]  30.00-31.00  sec  37.7 MBytes  315899 Kbits/sec    0   6.43 MBytes       
[  4]  31.00-32.00  sec  37.7 MBytes  315902 Kbits/sec    0   6.43 MBytes       
[  4]  32.00-33.00  sec  37.7 MBytes  316435 Kbits/sec    0   6.45 MBytes       
[  4]  33.00-34.00  sec  37.8 MBytes  316935 Kbits/sec    0   6.45 MBytes       
[  4]  34.00-35.00  sec  37.7 MBytes  316438 Kbits/sec    0   6.45 MBytes       
[  4]  35.00-36.00  sec  37.8 MBytes  316901 Kbits/sec    0   6.45 MBytes       
[  4]  36.00-37.00  sec  37.8 MBytes  316947 Kbits/sec    0   6.45 MBytes       
[  4]  37.00-38.00  sec  37.7 MBytes  316412 Kbits/sec    0   6.45 MBytes       
[  4]  38.00-39.00  sec  37.8 MBytes  316883 Kbits/sec    0   6.45 MBytes       
[  4]  39.00-40.00  sec  37.7 MBytes  316442 Kbits/sec    0   6.45 MBytes       
[  4]  40.00-41.00  sec  30.8 MBytes  258010 Kbits/sec    0   35.0 KBytes       
[  4]  41.00-42.00  sec  33.9 MBytes  284048 Kbits/sec    0   6.45 MBytes       
[  4]  42.00-43.00  sec  37.6 MBytes  315469 Kbits/sec    0   6.45 MBytes       
[  4]  43.00-44.00  sec  37.6 MBytes  315434 Kbits/sec    0   6.45 MBytes       
