Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 52890 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  7.79 MBytes  65346 Kbits/sec    0   3.94 MBytes       
[  4]  22.00-23.00  sec  28.9 MBytes  242681 Kbits/sec    0   8.86 MBytes       
[  4]  23.00-24.00  sec  28.7 MBytes  240659 Kbits/sec    0   8.86 MBytes       
[  4]  24.00-25.00  sec  28.6 MBytes  240130 Kbits/sec    0   8.86 MBytes       
[  4]  25.00-26.00  sec  28.9 MBytes  242709 Kbits/sec    0   8.86 MBytes       
[  4]  26.00-27.00  sec  28.8 MBytes  241152 Kbits/sec    0   35.0 KBytes       
[  4]  27.00-28.00  sec  18.2 MBytes  152276 Kbits/sec    0   8.86 MBytes       
[  4]  28.00-29.00  sec  29.4 MBytes  246734 Kbits/sec    0   8.86 MBytes       
[  4]  29.00-30.00  sec  29.4 MBytes  246658 Kbits/sec    0   8.86 MBytes       
[  4]  30.00-31.00  sec  29.2 MBytes  245156 Kbits/sec    0   8.86 MBytes       
[  4]  31.00-32.00  sec  28.5 MBytes  239160 Kbits/sec    0   8.86 MBytes       
[  4]  32.00-33.00  sec  28.5 MBytes  238683 Kbits/sec    0   8.86 MBytes       
[  4]  33.00-34.00  sec  28.9 MBytes  242654 Kbits/sec    0   8.86 MBytes       
[  4]  34.00-35.00  sec  28.6 MBytes  240134 Kbits/sec    0   8.86 MBytes       
[  4]  35.00-36.00  sec  28.9 MBytes  242745 Kbits/sec    0   8.86 MBytes       
[  4]  36.00-37.00  sec  29.4 MBytes  246684 Kbits/sec    0   8.86 MBytes       
[  4]  37.00-38.00  sec  29.4 MBytes  246647 Kbits/sec    0   8.86 MBytes       
[  4]  38.00-39.00  sec  28.9 MBytes  242733 Kbits/sec    0   8.86 MBytes       
[  4]  39.00-40.00  sec  27.4 MBytes  229729 Kbits/sec    0   35.0 KBytes       
[  4]  40.00-41.00  sec  20.4 MBytes  170773 Kbits/sec    0   8.86 MBytes       
[  4]  41.00-42.00  sec  28.5 MBytes  238698 Kbits/sec    0   8.86 MBytes       
[  4]  42.00-43.00  sec  28.5 MBytes  238673 Kbits/sec    0   8.86 MBytes       
[  4]  43.00-44.00  sec  28.8 MBytes  241160 Kbits/sec    0   8.86 MBytes       
[  4]  44.00-45.00  sec  28.7 MBytes  240711 Kbits/sec    0   8.86 MBytes       
[  4]  45.00-46.00  sec  28.9 MBytes  242705 Kbits/sec    0   8.86 MBytes       
[  4]  46.00-47.00  sec  29.4 MBytes  246713 Kbits/sec    0   8.86 MBytes       
[  4]  47.00-48.00  sec  29.4 MBytes  246654 Kbits/sec    0   8.86 MBytes       
[  4]  48.00-49.00  sec  29.3 MBytes  245690 Kbits/sec    0   8.86 MBytes       
[  4]  49.00-50.00  sec  28.6 MBytes  240121 Kbits/sec    0   8.86 MBytes       
[  4]  50.00-51.00  sec  28.6 MBytes  240183 Kbits/sec    0   8.86 MBytes       
[  4]  51.00-52.00  sec  28.6 MBytes  239670 Kbits/sec    0   8.86 MBytes       
[  4]  52.00-53.00  sec  28.6 MBytes  240157 Kbits/sec    0   8.86 MBytes       
[  4]  53.00-54.00  sec  28.7 MBytes  240652 Kbits/sec    0   8.86 MBytes       
[  4]  54.00-55.00  sec  28.9 MBytes  242698 Kbits/sec    0   8.86 MBytes       
[  4]  55.00-56.00  sec  28.9 MBytes  242717 Kbits/sec    0   8.86 MBytes       
[  4]  56.00-57.00  sec  27.4 MBytes  229738 Kbits/sec    0   35.0 KBytes       
[  4]  57.00-58.00  sec  20.7 MBytes  173334 Kbits/sec    0   8.86 MBytes       
[  4]  58.00-59.00  sec  29.4 MBytes  246691 Kbits/sec    0   8.86 MBytes       
[  4]  59.00-60.00  sec  28.6 MBytes  239695 Kbits/sec    0   8.86 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.00  sec  1.63 GBytes  233830 Kbits/sec    0             sender
[  4]   0.00-60.00  sec  1.63 GBytes  233688 Kbits/sec                  receiver

iperf Done.
