Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 52890 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  7.79 MBytes  65346 Kbits/sec    0   3.94 MBytes       
[  4]   1.00-2.00   sec  28.9 MBytes  242657 Kbits/sec    0   8.86 MBytes       
[  4]   2.00-3.00   sec  28.6 MBytes  240157 Kbits/sec    0   8.86 MBytes       
[  4]   3.00-4.00   sec  28.9 MBytes  242697 Kbits/sec    0   8.86 MBytes       
[  4]   4.00-5.00   sec  29.4 MBytes  246679 Kbits/sec    0   8.86 MBytes       
[  4]   5.00-6.00   sec  28.4 MBytes  238632 Kbits/sec    0   8.86 MBytes       
[  4]   6.00-7.00   sec  28.9 MBytes  242656 Kbits/sec    0   8.86 MBytes       
[  4]   7.00-8.00   sec  29.3 MBytes  246186 Kbits/sec    0   8.86 MBytes       
[  4]   8.00-9.00   sec  28.5 MBytes  239131 Kbits/sec    0   8.86 MBytes       
[  4]   9.00-10.00  sec  28.9 MBytes  242658 Kbits/sec    0   8.86 MBytes       
[  4]  10.00-11.00  sec  29.1 MBytes  244184 Kbits/sec    0   35.0 KBytes       
[  4]  11.00-12.00  sec  18.7 MBytes  156731 Kbits/sec    0   8.86 MBytes       
[  4]  12.00-13.00  sec  28.9 MBytes  242747 Kbits/sec    0   8.86 MBytes       
[  4]  13.00-14.00  sec  29.4 MBytes  246673 Kbits/sec    0   8.86 MBytes       
[  4]  14.00-15.00  sec  28.7 MBytes  241139 Kbits/sec    0   8.86 MBytes       
[  4]  15.00-16.00  sec  28.5 MBytes  238745 Kbits/sec    0   8.86 MBytes       
[  4]  16.00-17.00  sec  28.5 MBytes  239166 Kbits/sec    0   8.86 MBytes       
[  4]  17.00-18.00  sec  28.9 MBytes  242698 Kbits/sec    0   8.86 MBytes       
[  4]  18.00-19.00  sec  29.4 MBytes  246678 Kbits/sec    0   8.86 MBytes       
[  4]  19.00-20.00  sec  29.4 MBytes  246648 Kbits/sec    0   8.86 MBytes       
[  4]  20.00-21.00  sec  28.9 MBytes  242703 Kbits/sec    0   8.86 MBytes       
[  4]  21.00-22.00  sec  28.6 MBytes  240136 Kbits/sec    0   8.86 MBytes       
