Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 40310 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  7.30 MBytes  61212 Kbits/sec    0   3.44 MBytes       
[  4]   1.00-2.00   sec  26.8 MBytes  224822 Kbits/sec    0   8.31 MBytes       
[  4]   2.00-3.00   sec  26.9 MBytes  225353 Kbits/sec    0   8.49 MBytes       
[  4]   3.00-4.00   sec  26.9 MBytes  225340 Kbits/sec    0   8.49 MBytes       
[  4]   4.00-5.00   sec  26.9 MBytes  225352 Kbits/sec    0   8.49 MBytes       
[  4]   5.00-6.00   sec  26.9 MBytes  225352 Kbits/sec    0   8.49 MBytes       
[  4]   6.00-7.00   sec  26.9 MBytes  225856 Kbits/sec    0   8.49 MBytes       
[  4]   7.00-8.00   sec  26.9 MBytes  225364 Kbits/sec    0   8.49 MBytes       
[  4]   8.00-9.00   sec  26.9 MBytes  225342 Kbits/sec    0   8.49 MBytes       
[  4]   9.00-10.00  sec  26.9 MBytes  225346 Kbits/sec    0   8.49 MBytes       
[  4]  10.00-11.00  sec  25.0 MBytes  209679 Kbits/sec    0   5.66 KBytes       
[  4]  11.00-12.00  sec  18.4 MBytes  154051 Kbits/sec    0   8.49 MBytes       
[  4]  12.00-13.00  sec  26.6 MBytes  223300 Kbits/sec    0   8.49 MBytes       
[  4]  13.00-14.00  sec  26.9 MBytes  225338 Kbits/sec    0   8.49 MBytes       
[  4]  14.00-15.00  sec  26.9 MBytes  225876 Kbits/sec    0   8.49 MBytes       
[  4]  15.00-16.00  sec  26.9 MBytes  225353 Kbits/sec    0   8.49 MBytes       
[  4]  16.00-17.00  sec  26.9 MBytes  225335 Kbits/sec    0   8.55 MBytes       
[  4]  17.00-18.00  sec  26.9 MBytes  225354 Kbits/sec    0   8.55 MBytes       
[  4]  18.00-19.00  sec  26.9 MBytes  225851 Kbits/sec    0   8.55 MBytes       
