Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 50942 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  4.53 MBytes  37958 Kbits/sec   48    524 KBytes       
[  4]   1.00-2.00   sec  2.93 MBytes  24595 Kbits/sec   82    612 KBytes       
[  4]   2.00-3.00   sec  2.33 MBytes  19535 Kbits/sec    8    612 KBytes       
[  4]   3.00-4.00   sec  2.33 MBytes  19542 Kbits/sec   10    323 KBytes       
[  4]   4.00-5.00   sec  2.45 MBytes  20546 Kbits/sec   10    612 KBytes       
[  4]   5.00-6.00   sec  2.33 MBytes  19542 Kbits/sec    6    612 KBytes       
[  4]   6.00-7.00   sec  2.39 MBytes  20044 Kbits/sec    6    612 KBytes       
[  4]   7.00-8.00   sec  2.33 MBytes  19543 Kbits/sec    6    612 KBytes       
[  4]   8.00-9.00   sec  2.15 MBytes  18038 Kbits/sec   14    454 KBytes       
[  4]   9.00-10.00  sec  2.63 MBytes  22058 Kbits/sec    6    612 KBytes       
[  4]  10.00-11.00  sec  2.33 MBytes  19535 Kbits/sec    6    612 KBytes       
[  4]  11.00-12.00  sec  1.79 MBytes  15036 Kbits/sec    6    612 KBytes       
[  4]  12.00-13.00  sec  2.33 MBytes  19535 Kbits/sec    6    612 KBytes       
[  4]  13.00-14.00  sec  2.39 MBytes  20052 Kbits/sec    6    612 KBytes       
[  4]  14.00-15.00  sec  2.27 MBytes  19035 Kbits/sec   10    306 KBytes       
[  4]  15.00-16.00  sec  2.45 MBytes  20542 Kbits/sec    8    612 KBytes       
[  4]  16.00-17.00  sec  2.39 MBytes  20044 Kbits/sec    6    612 KBytes       
[  4]  17.00-18.00  sec  2.33 MBytes  19543 Kbits/sec    8    612 KBytes       
[  4]  18.00-19.00  sec  2.39 MBytes  20043 Kbits/sec    6    612 KBytes       
[  4]  19.00-20.00  sec  2.21 MBytes  18541 Kbits/sec   14    315 KBytes       
[  4]  20.00-21.00  sec  2.50 MBytes  20970 Kbits/sec    6    612 KBytes       
[  4]  21.00-22.00  sec  1.92 MBytes  16112 Kbits/sec    8    612 KBytes       
[  4]  22.00-23.00  sec  2.21 MBytes  18540 Kbits/sec    6    612 KBytes       
[  4]  23.00-24.00  sec  2.09 MBytes  17538 Kbits/sec   12    271 KBytes       
[  4]  24.00-25.00  sec  2.63 MBytes  22057 Kbits/sec    6    612 KBytes       
[  4]  25.00-26.00  sec  2.39 MBytes  20036 Kbits/sec    6    612 KBytes       
[  4]  26.00-27.00  sec  2.39 MBytes  20041 Kbits/sec    6    594 KBytes       
