Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 40478 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  59.2 MBytes  496305 Kbits/sec    0   3.00 MBytes       
[  4]   1.00-2.00   sec  56.9 MBytes  477525 Kbits/sec    0   3.15 MBytes       
[  4]   2.00-3.00   sec  57.0 MBytes  478062 Kbits/sec    0   3.15 MBytes       
[  4]   3.00-4.00   sec  56.9 MBytes  477524 Kbits/sec    0   3.15 MBytes       
[  4]   4.00-5.00   sec  57.0 MBytes  478030 Kbits/sec    0   3.15 MBytes       
[  4]   5.00-6.00   sec  57.0 MBytes  478048 Kbits/sec    0   3.15 MBytes       
[  4]   6.00-7.00   sec  56.9 MBytes  477515 Kbits/sec    0   3.15 MBytes       
[  4]   7.00-8.00   sec  57.0 MBytes  478030 Kbits/sec    0   3.15 MBytes       
[  4]   8.00-9.00   sec  57.0 MBytes  478041 Kbits/sec    0   3.15 MBytes       
[  4]   9.00-10.00  sec  56.9 MBytes  477563 Kbits/sec    0   3.15 MBytes       
[  4]  10.00-11.00  sec  57.0 MBytes  478002 Kbits/sec    0   3.15 MBytes       
[  4]  11.00-12.00  sec  57.0 MBytes  478023 Kbits/sec    0   3.15 MBytes       
[  4]  12.00-13.00  sec  56.9 MBytes  477546 Kbits/sec    0   3.15 MBytes       
[  4]  13.00-14.00  sec  57.0 MBytes  478026 Kbits/sec    0   3.15 MBytes       
[  4]  14.00-15.00  sec  56.9 MBytes  477556 Kbits/sec    0   3.15 MBytes       
[  4]  15.00-16.00  sec  57.0 MBytes  478015 Kbits/sec    0   3.15 MBytes       
[  4]  16.00-17.00  sec  57.0 MBytes  478051 Kbits/sec    0   3.15 MBytes       
[  4]  17.00-18.00  sec  57.0 MBytes  478038 Kbits/sec    0   3.15 MBytes       
[  4]  18.00-19.00  sec  56.9 MBytes  477537 Kbits/sec    0   3.15 MBytes       
[  4]  19.00-20.00  sec  57.0 MBytes  478052 Kbits/sec    0   3.15 MBytes       
[  4]  20.00-21.00  sec  57.0 MBytes  478061 Kbits/sec    0   3.15 MBytes       
[  4]  21.00-22.00  sec  56.9 MBytes  477517 Kbits/sec    0   3.15 MBytes       
[  4]  22.00-23.00  sec  57.0 MBytes  478045 Kbits/sec    0   3.15 MBytes       
[  4]  23.00-24.00  sec  57.0 MBytes  478048 Kbits/sec    0   3.15 MBytes       
[  4]  24.00-25.00  sec  57.0 MBytes  477994 Kbits/sec    0   3.15 MBytes       
[  4]  25.00-26.00  sec  57.0 MBytes  478059 Kbits/sec    0   3.15 MBytes       
[  4]  26.00-27.00  sec  56.9 MBytes  477536 Kbits/sec    0   3.15 MBytes       
[  4]  27.00-28.00  sec  57.0 MBytes  478058 Kbits/sec    0   3.15 MBytes       
[  4]  28.00-29.00  sec  57.0 MBytes  478039 Kbits/sec    0   3.15 MBytes       
[  4]  29.00-30.00  sec  57.0 MBytes  478024 Kbits/sec    0   3.15 MBytes       
[  4]  30.00-31.00  sec  56.9 MBytes  477552 Kbits/sec    0   3.15 MBytes       
[  4]  31.00-32.00  sec  57.0 MBytes  478059 Kbits/sec    0   3.15 MBytes       
[  4]  32.00-33.00  sec  57.0 MBytes  478062 Kbits/sec    0   3.15 MBytes       
[  4]  33.00-34.00  sec  57.0 MBytes  478050 Kbits/sec    0   3.15 MBytes       
[  4]  34.00-35.00  sec  57.0 MBytes  478030 Kbits/sec    0   3.15 MBytes       
[  4]  35.00-36.00  sec  56.9 MBytes  477550 Kbits/sec    0   3.15 MBytes       
[  4]  36.00-37.00  sec  57.0 MBytes  478044 Kbits/sec    0   3.15 MBytes       
[  4]  37.00-38.00  sec  56.9 MBytes  477540 Kbits/sec    0   3.15 MBytes       
[  4]  38.00-39.00  sec  57.0 MBytes  478055 Kbits/sec    0   3.15 MBytes       
[  4]  39.00-40.00  sec  57.0 MBytes  478046 Kbits/sec    0   3.15 MBytes       
[  4]  40.00-41.00  sec  57.0 MBytes  478047 Kbits/sec    0   3.15 MBytes       
[  4]  41.00-42.00  sec  57.0 MBytes  478052 Kbits/sec    0   3.15 MBytes       
[  4]  42.00-43.00  sec  56.9 MBytes  477511 Kbits/sec    0   3.15 MBytes       
[  4]  43.00-44.00  sec  57.0 MBytes  478054 Kbits/sec    0   3.15 MBytes       
[  4]  44.00-45.00  sec  56.9 MBytes  477504 Kbits/sec    0   3.15 MBytes       
[  4]  45.00-46.00  sec  57.0 MBytes  478076 Kbits/sec    0   3.15 MBytes       
[  4]  46.00-47.00  sec  56.9 MBytes  477530 Kbits/sec    0   3.15 MBytes       
