Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 39532 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  5.81 MBytes  48747 Kbits/sec    0   1.72 MBytes       
[  4]   1.00-2.00   sec  5.65 MBytes  47432 Kbits/sec    0   1.71 MBytes       
[  4]   2.00-3.00   sec  5.72 MBytes  47957 Kbits/sec    0   1.18 MBytes       
[  4]   3.00-4.00   sec  5.72 MBytes  47959 Kbits/sec    0   1.18 MBytes       
[  4]   4.00-5.00   sec  5.72 MBytes  47958 Kbits/sec    0   1.17 MBytes       
[  4]   5.00-6.00   sec  5.65 MBytes  47436 Kbits/sec    0   1.18 MBytes       
[  4]   6.00-7.00   sec  5.72 MBytes  47956 Kbits/sec    0   1.17 MBytes       
[  4]   7.00-8.00   sec  5.65 MBytes  47437 Kbits/sec    0   1.17 MBytes       
[  4]   8.00-9.00   sec  5.72 MBytes  47957 Kbits/sec    0   1.17 MBytes       
[  4]   9.00-10.00  sec  5.72 MBytes  47957 Kbits/sec    0   1.17 MBytes       
[  4]  10.00-11.00  sec  5.53 MBytes  46396 Kbits/sec    0   5.66 KBytes       
[  4]  11.00-12.00  sec  4.23 MBytes  35451 Kbits/sec    0   1.18 MBytes       
[  4]  12.00-13.00  sec  5.65 MBytes  47436 Kbits/sec    0   1.17 MBytes       
[  4]  13.00-14.00  sec  5.72 MBytes  47954 Kbits/sec    0   1.17 MBytes       
[  4]  14.00-15.00  sec  5.72 MBytes  47957 Kbits/sec    0   1.17 MBytes       
[  4]  15.00-16.00  sec  5.65 MBytes  47437 Kbits/sec    0   1.17 MBytes       
[  4]  16.00-17.00  sec  5.72 MBytes  47960 Kbits/sec    0   1.17 MBytes       
[  4]  17.00-18.00  sec  5.72 MBytes  47955 Kbits/sec    0   1.18 MBytes       
[  4]  18.00-19.00  sec  5.65 MBytes  47438 Kbits/sec    0   1.18 MBytes       
[  4]  19.00-20.00  sec  5.72 MBytes  47953 Kbits/sec    0   1.17 MBytes       
[  4]  20.00-21.00  sec  5.65 MBytes  47437 Kbits/sec    0   1.17 MBytes       
[  4]  21.00-22.00  sec  4.04 MBytes  33890 Kbits/sec    0   1.18 MBytes       
[  4]  22.00-23.00  sec  5.72 MBytes  47950 Kbits/sec    0   1.18 MBytes       
[  4]  23.00-24.00  sec  5.72 MBytes  47958 Kbits/sec    0   1.17 MBytes       
[  4]  24.00-25.00  sec  5.65 MBytes  47438 Kbits/sec    0   1.18 MBytes       
[  4]  25.00-26.00  sec  5.72 MBytes  47957 Kbits/sec    0   1.17 MBytes       
[  4]  26.00-27.00  sec  5.72 MBytes  47957 Kbits/sec    0   1.17 MBytes       
[  4]  27.00-28.00  sec  5.65 MBytes  47435 Kbits/sec    0   1.18 MBytes       
[  4]  28.00-29.00  sec  5.72 MBytes  47958 Kbits/sec    0   1.18 MBytes       
[  4]  29.00-30.00  sec  5.72 MBytes  47961 Kbits/sec    0   1.18 MBytes       
[  4]  30.00-31.00  sec  5.65 MBytes  47437 Kbits/sec    0   1.18 MBytes       
[  4]  31.00-32.00  sec  5.16 MBytes  43267 Kbits/sec    0   5.66 KBytes       
