Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 41168 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  7.30 MBytes  61204 Kbits/sec    0   3.43 MBytes       
[  4]   1.00-2.00   sec  28.9 MBytes  242683 Kbits/sec    0   8.88 MBytes       
[  4]   2.00-3.00   sec  28.7 MBytes  240537 Kbits/sec    0   8.88 MBytes       
[  4]   3.00-4.00   sec  28.9 MBytes  242703 Kbits/sec    0   8.88 MBytes       
[  4]   4.00-5.00   sec  28.9 MBytes  242686 Kbits/sec    0   8.88 MBytes       
[  4]   5.00-6.00   sec  28.7 MBytes  240540 Kbits/sec    0   8.88 MBytes       
[  4]   6.00-7.00   sec  28.9 MBytes  242711 Kbits/sec    0   8.88 MBytes       
[  4]   7.00-8.00   sec  29.4 MBytes  246829 Kbits/sec    0   8.88 MBytes       
[  4]   8.00-9.00   sec  28.9 MBytes  242692 Kbits/sec    0   8.88 MBytes       
[  4]   9.00-10.00  sec  28.7 MBytes  240560 Kbits/sec    0   8.88 MBytes       
[  4]  10.00-11.00  sec  29.0 MBytes  243094 Kbits/sec    0   5.66 KBytes       
[  4]  11.00-12.00  sec  21.2 MBytes  177584 Kbits/sec    0   8.88 MBytes       
[  4]  12.00-13.00  sec  28.9 MBytes  242792 Kbits/sec    0   8.88 MBytes       
[  4]  13.00-14.00  sec  29.4 MBytes  246745 Kbits/sec    0   8.88 MBytes       
[  4]  14.00-15.00  sec  28.9 MBytes  242766 Kbits/sec    0   8.88 MBytes       
[  4]  15.00-16.00  sec  28.4 MBytes  237816 Kbits/sec    0   8.88 MBytes       
[  4]  16.00-17.00  sec  28.6 MBytes  240048 Kbits/sec    0   8.88 MBytes       
[  4]  17.00-18.00  sec  28.7 MBytes  240601 Kbits/sec    0   8.88 MBytes       
[  4]  18.00-19.00  sec  28.9 MBytes  242741 Kbits/sec    0   8.88 MBytes       
[  4]  19.00-20.00  sec  29.4 MBytes  246847 Kbits/sec    0   8.88 MBytes       
[  4]  20.00-21.00  sec  29.4 MBytes  246854 Kbits/sec    0   8.88 MBytes       
[  4]  21.00-22.00  sec  28.9 MBytes  242684 Kbits/sec    0   8.88 MBytes       
[  4]  22.00-23.00  sec  28.7 MBytes  240565 Kbits/sec    0   8.88 MBytes       
[  4]  23.00-24.00  sec  28.9 MBytes  242731 Kbits/sec    0   8.88 MBytes       
[  4]  24.00-25.00  sec  28.7 MBytes  240545 Kbits/sec    0   8.88 MBytes       
[  4]  25.00-26.00  sec  28.7 MBytes  240607 Kbits/sec    0   8.88 MBytes       
[  4]  26.00-27.00  sec  28.9 MBytes  242702 Kbits/sec    0   8.88 MBytes       
[  4]  27.00-28.00  sec  19.4 MBytes  162929 Kbits/sec    0   8.88 MBytes       
[  4]  28.00-29.00  sec  29.0 MBytes  243220 Kbits/sec    0   8.88 MBytes       
[  4]  29.00-30.00  sec  28.6 MBytes  240016 Kbits/sec    0   8.88 MBytes       
[  4]  30.00-31.00  sec  28.6 MBytes  239556 Kbits/sec    0   8.88 MBytes       
[  4]  31.00-32.00  sec  28.7 MBytes  240570 Kbits/sec    0   8.88 MBytes       
[  4]  32.00-33.00  sec  28.9 MBytes  242722 Kbits/sec    0   8.88 MBytes       
[  4]  33.00-34.00  sec  28.7 MBytes  240578 Kbits/sec    0   8.88 MBytes       
[  4]  34.00-35.00  sec  28.9 MBytes  242666 Kbits/sec    0   8.88 MBytes       
[  4]  35.00-36.00  sec  29.4 MBytes  246824 Kbits/sec    0   8.88 MBytes       
