Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 41168 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  7.30 MBytes  61204 Kbits/sec    0   3.43 MBytes       
[  4]  36.00-37.00  sec  29.4 MBytes  246850 Kbits/sec    0   8.88 MBytes       
[  4]  37.00-38.00  sec  28.9 MBytes  242694 Kbits/sec    0   8.88 MBytes       
[  4]  38.00-39.00  sec  28.7 MBytes  240543 Kbits/sec    0   8.88 MBytes       
[  4]  39.00-40.00  sec  28.6 MBytes  240083 Kbits/sec    0   8.88 MBytes       
[  4]  40.00-41.00  sec  28.6 MBytes  240060 Kbits/sec    0   8.88 MBytes       
[  4]  41.00-42.00  sec  19.3 MBytes  161927 Kbits/sec    0   8.88 MBytes       
[  4]  42.00-43.00  sec  27.8 MBytes  233233 Kbits/sec    0   8.88 MBytes       
[  4]  43.00-44.00  sec  28.7 MBytes  240579 Kbits/sec    0   8.88 MBytes       
[  4]  44.00-45.00  sec  28.9 MBytes  242685 Kbits/sec    0   8.88 MBytes       
[  4]  45.00-46.00  sec  29.4 MBytes  246825 Kbits/sec    0   8.88 MBytes       
[  4]  46.00-47.00  sec  29.4 MBytes  246846 Kbits/sec    0   8.88 MBytes       
[  4]  47.00-48.00  sec  29.4 MBytes  246842 Kbits/sec    0   8.88 MBytes       
[  4]  48.00-49.00  sec  28.7 MBytes  240560 Kbits/sec    0   8.88 MBytes       
[  4]  49.00-50.00  sec  28.6 MBytes  239568 Kbits/sec    0   8.88 MBytes       
[  4]  50.00-51.00  sec  28.7 MBytes  240552 Kbits/sec    0   8.88 MBytes       
[  4]  51.00-52.00  sec  28.7 MBytes  240644 Kbits/sec    0   8.88 MBytes       
[  4]  52.00-53.00  sec  28.9 MBytes  242666 Kbits/sec    0   8.88 MBytes       
[  4]  53.00-54.00  sec  29.4 MBytes  246832 Kbits/sec    0   8.88 MBytes       
[  4]  54.00-55.00  sec  17.6 MBytes  147520 Kbits/sec    0   8.03 MBytes       
[  4]  55.00-56.00  sec  27.7 MBytes  231982 Kbits/sec    0   6.42 MBytes       
[  4]  56.00-57.00  sec  28.5 MBytes  239283 Kbits/sec    0   6.47 MBytes       
[  4]  57.00-58.00  sec  28.5 MBytes  239351 Kbits/sec    0   6.39 MBytes       
[  4]  58.00-59.00  sec  28.5 MBytes  238822 Kbits/sec    0   6.39 MBytes       
[  4]  59.00-60.00  sec  28.5 MBytes  239343 Kbits/sec    0   6.40 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.00  sec  1.63 GBytes  233603 Kbits/sec    0             sender
[  4]   0.00-60.00  sec  1.63 GBytes  233464 Kbits/sec                  receiver

iperf Done.
