Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 52504 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  15.0 MBytes  125901 Kbits/sec   14   2.94 MBytes       
[  4]   1.00-2.00   sec  29.2 MBytes  245042 Kbits/sec  130   6.50 MBytes       
[  4]   2.00-3.00   sec  37.7 MBytes  316409 Kbits/sec    0   6.45 MBytes       
[  4]   3.00-4.00   sec  37.8 MBytes  316936 Kbits/sec    0   6.45 MBytes       
[  4]   4.00-5.00   sec  37.8 MBytes  316904 Kbits/sec    0   6.45 MBytes       
[  4]   5.00-6.00   sec  37.7 MBytes  316472 Kbits/sec    0   6.45 MBytes       
[  4]   6.00-7.00   sec  37.8 MBytes  316902 Kbits/sec    0   6.45 MBytes       
[  4]   7.00-8.00   sec  37.8 MBytes  316906 Kbits/sec    0   6.45 MBytes       
[  4]   8.00-9.00   sec  37.7 MBytes  316437 Kbits/sec    0   6.45 MBytes       
[  4]   9.00-10.00  sec  37.8 MBytes  316903 Kbits/sec    0   6.45 MBytes       
[  4]  10.00-11.00  sec  37.7 MBytes  316546 Kbits/sec    0   35.0 KBytes       
[  4]  11.00-12.00  sec  26.0 MBytes  218009 Kbits/sec    0   6.45 MBytes       
[  4]  12.00-13.00  sec  37.8 MBytes  316989 Kbits/sec    0   6.45 MBytes       
[  4]  13.00-14.00  sec  37.7 MBytes  316403 Kbits/sec    0   6.45 MBytes       
[  4]  14.00-15.00  sec  37.8 MBytes  316971 Kbits/sec    0   6.45 MBytes       
[  4]  15.00-16.00  sec  37.8 MBytes  316903 Kbits/sec    0   6.45 MBytes       
[  4]  16.00-17.00  sec  37.7 MBytes  316403 Kbits/sec    0   6.45 MBytes       
[  4]  17.00-18.00  sec  37.8 MBytes  316936 Kbits/sec    0   6.45 MBytes       
[  4]  18.00-19.00  sec  37.8 MBytes  316938 Kbits/sec    0   6.45 MBytes       
[  4]  19.00-20.00  sec  37.7 MBytes  316402 Kbits/sec    0   6.45 MBytes       
[  4]  20.00-21.00  sec  37.8 MBytes  317410 Kbits/sec    0   6.45 MBytes       
[  4]  21.00-22.00  sec  37.8 MBytes  316896 Kbits/sec    0   6.45 MBytes       
[  4]  22.00-23.00  sec  26.4 MBytes  221566 Kbits/sec    0   6.45 MBytes       
[  4]  23.00-24.00  sec  37.8 MBytes  316934 Kbits/sec    0   6.45 MBytes       
[  4]  24.00-25.00  sec  37.7 MBytes  316414 Kbits/sec    0   6.45 MBytes       
[  4]  25.00-26.00  sec  37.8 MBytes  316926 Kbits/sec    0   6.45 MBytes       
[  4]  26.00-27.00  sec  37.8 MBytes  316972 Kbits/sec    0   6.45 MBytes       
[  4]  27.00-28.00  sec  37.8 MBytes  316938 Kbits/sec    0   6.45 MBytes       
[  4]  28.00-29.00  sec  37.7 MBytes  316404 Kbits/sec    0   6.45 MBytes       
