Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 51584 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  6.32 MBytes  53035 Kbits/sec   58   1.97 MBytes       
[  4]  49.00-50.00  sec  11.8 MBytes  98714 Kbits/sec   34   2.49 MBytes       
[  4]  50.00-51.00  sec  10.7 MBytes  89683 Kbits/sec   70   1.45 MBytes       
[  4]  51.00-52.00  sec  12.7 MBytes  106248 Kbits/sec   36   2.49 MBytes       
[  4]  52.00-53.00  sec  11.8 MBytes  98712 Kbits/sec   36   2.49 MBytes       
[  4]  53.00-54.00  sec  7.23 MBytes  60623 Kbits/sec   66   1.72 MBytes       
[  4]  54.00-55.00  sec  12.6 MBytes  105748 Kbits/sec   34   2.49 MBytes       
[  4]  55.00-56.00  sec  11.8 MBytes  98711 Kbits/sec   34   2.49 MBytes       
[  4]  56.00-57.00  sec  10.9 MBytes  91187 Kbits/sec   62   1.29 MBytes       
[  4]  57.00-58.00  sec  12.5 MBytes  104859 Kbits/sec   42   2.49 MBytes       
[  4]  58.00-59.00  sec  11.8 MBytes  98594 Kbits/sec   36   2.49 MBytes       
[  4]  59.00-60.00  sec  11.7 MBytes  98213 Kbits/sec   38   1.49 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.00  sec   679 MBytes  94896 Kbits/sec  2761             sender
[  4]   0.00-60.00  sec   675 MBytes  94364 Kbits/sec                  receiver

iperf Done.
