Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 54752 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  1.15 MBytes  9659 Kbits/sec    0    120 KBytes       
[  4]   1.00-2.00   sec  3.60 MBytes  30221 Kbits/sec  391    694 KBytes       
[  4]   2.00-3.00   sec  2.49 MBytes  20857 Kbits/sec  140    993 KBytes       
[  4]   3.00-4.00   sec  2.24 MBytes  18764 Kbits/sec   41    959 KBytes       
[  4]   4.00-5.00   sec  2.24 MBytes  18762 Kbits/sec    0    956 KBytes       
[  4]   5.00-6.00   sec  2.36 MBytes  19811 Kbits/sec   28    956 KBytes       
[  4]   6.00-7.00   sec  1.80 MBytes  15117 Kbits/sec   33    482 KBytes       
[  4]   7.00-8.00   sec  2.73 MBytes  22946 Kbits/sec    0    956 KBytes       
[  4]   8.00-9.00   sec  2.24 MBytes  18758 Kbits/sec   28    956 KBytes       
[  4]   9.00-10.00  sec  2.30 MBytes  19287 Kbits/sec    0    956 KBytes       
[  4]  10.00-11.00  sec  2.24 MBytes  18765 Kbits/sec   26    956 KBytes       
[  4]  11.00-12.00  sec  2.30 MBytes  19287 Kbits/sec   25    956 KBytes       
[  4]  12.00-13.00  sec  2.24 MBytes  18769 Kbits/sec    0    956 KBytes       
[  4]  13.00-14.00  sec  2.42 MBytes  20327 Kbits/sec   32   5.66 KBytes       
[  4]  14.00-15.00  sec  1.24 MBytes  10428 Kbits/sec    0    956 KBytes       
[  4]  15.00-16.00  sec  1.86 MBytes  15638 Kbits/sec   37    583 KBytes       
[  4]  16.00-17.00  sec  2.67 MBytes  22425 Kbits/sec    0    956 KBytes       
[  4]  17.00-18.00  sec  2.24 MBytes  18757 Kbits/sec   44    956 KBytes       
[  4]  18.00-19.00  sec  2.24 MBytes  18767 Kbits/sec   17    479 KBytes       
[  4]  19.00-20.00  sec  2.36 MBytes  19809 Kbits/sec   12    956 KBytes       
[  4]  20.00-21.00  sec  2.24 MBytes  18769 Kbits/sec   28    956 KBytes       
[  4]  21.00-22.00  sec  2.24 MBytes  18764 Kbits/sec    0    953 KBytes       
[  4]  22.00-23.00  sec  2.30 MBytes  19285 Kbits/sec   39    956 KBytes       
[  4]  23.00-24.00  sec  1.86 MBytes  15641 Kbits/sec   48    585 KBytes       
[  4]  24.00-25.00  sec  2.67 MBytes  22422 Kbits/sec    0    956 KBytes       
[  4]  25.00-26.00  sec  2.30 MBytes  19278 Kbits/sec   25   5.66 KBytes       
[  4]  26.00-27.00  sec   891 KBytes  7296 Kbits/sec    0    959 KBytes       
[  4]  27.00-28.00  sec  2.30 MBytes  19291 Kbits/sec   28    959 KBytes       
[  4]  28.00-29.00  sec  2.17 MBytes  18252 Kbits/sec   22    478 KBytes       
[  4]  29.00-30.00  sec  2.36 MBytes  19801 Kbits/sec   10    956 KBytes       
[  4]  30.00-31.00  sec  2.24 MBytes  18770 Kbits/sec   41    959 KBytes       
[  4]  31.00-32.00  sec  2.24 MBytes  18769 Kbits/sec    0    959 KBytes       
[  4]  32.00-33.00  sec  2.30 MBytes  19288 Kbits/sec   36    959 KBytes       
[  4]  33.00-34.00  sec  1.93 MBytes  16154 Kbits/sec   46    598 KBytes       
[  4]  34.00-35.00  sec  2.61 MBytes  21905 Kbits/sec    0    956 KBytes       
[  4]  35.00-36.00  sec  2.30 MBytes  19278 Kbits/sec   38    956 KBytes       
[  4]  36.00-37.00  sec  2.17 MBytes  18252 Kbits/sec   22    499 KBytes       
[  4]  37.00-38.00  sec  1.99 MBytes  16673 Kbits/sec   18    959 KBytes       
[  4]  38.00-39.00  sec  1.74 MBytes  14600 Kbits/sec   27    959 KBytes       
[  4]  39.00-40.00  sec  2.24 MBytes  18760 Kbits/sec   14    492 KBytes       
[  4]  40.00-41.00  sec  2.30 MBytes  19291 Kbits/sec   18    959 KBytes       
[  4]  41.00-42.00  sec  2.30 MBytes  19287 Kbits/sec   52    956 KBytes       
[  4]  42.00-43.00  sec  2.17 MBytes  18244 Kbits/sec    0    956 KBytes       
[  4]  43.00-44.00  sec  2.36 MBytes  19805 Kbits/sec   51    956 KBytes       
[  4]  44.00-45.00  sec  1.80 MBytes  15123 Kbits/sec   31    512 KBytes       
[  4]  45.00-45.39  sec  1.25 MBytes  26782 Kbits/sec    0    956 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-45.39  sec   100 MBytes  18520 Kbits/sec  1448             sender
[  4]   0.00-45.39  sec  97.0 MBytes  17930 Kbits/sec                  receiver

iperf Done.
