Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 53976 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  3.13 MBytes  26222 Kbits/sec    0    341 KBytes       
[  4]   1.00-2.00   sec  2.05 MBytes  17192 Kbits/sec  361    382 KBytes       
[  4]   2.00-3.00   sec  1.25 MBytes  10480 Kbits/sec    0    370 KBytes       
[  4]   3.00-4.00   sec  1.17 MBytes  9848 Kbits/sec    0    370 KBytes       
[  4]   4.00-5.00   sec  1.12 MBytes  9379 Kbits/sec    0    370 KBytes       
[  4]   5.00-6.00   sec  1.12 MBytes  9383 Kbits/sec   10    370 KBytes       
[  4]   6.00-7.00   sec  1.18 MBytes  9910 Kbits/sec    7    370 KBytes       
[  4]   7.00-8.00   sec  1.12 MBytes  9377 Kbits/sec   12    370 KBytes       
[  4]   8.00-9.00   sec  1.18 MBytes  9912 Kbits/sec   14    370 KBytes       
[  4]   9.00-10.00  sec   954 KBytes  7814 Kbits/sec   16    229 KBytes       
[  4]  10.00-11.00  sec   891 KBytes  7302 Kbits/sec    0    373 KBytes       
[  4]  11.00-12.00  sec  1.12 MBytes  9381 Kbits/sec    0    373 KBytes       
[  4]  12.00-13.00  sec  1.12 MBytes  9379 Kbits/sec    0    370 KBytes       
[  4]  13.00-14.00  sec  1.12 MBytes  9382 Kbits/sec    0    370 KBytes       
[  4]  14.00-15.00  sec  1.18 MBytes  9904 Kbits/sec    6    370 KBytes       
[  4]  15.00-16.00  sec  1.12 MBytes  9384 Kbits/sec   10    370 KBytes       
[  4]  16.00-17.00  sec  1.12 MBytes  9383 Kbits/sec   13    370 KBytes       
[  4]  17.00-18.00  sec  1.18 MBytes  9904 Kbits/sec   14    370 KBytes       
[  4]  18.00-19.00  sec   954 KBytes  7819 Kbits/sec   14    226 KBytes       
[  4]  19.00-20.00  sec  1.25 MBytes  10487 Kbits/sec    0    370 KBytes       
[  4]  20.00-21.00  sec  1011 KBytes  8281 Kbits/sec   10    370 KBytes       
[  4]  21.00-22.00  sec   891 KBytes  7303 Kbits/sec    0    373 KBytes       
[  4]  22.00-23.00  sec  1.18 MBytes  9896 Kbits/sec    0    373 KBytes       
[  4]  23.00-24.00  sec  1.12 MBytes  9391 Kbits/sec    0    370 KBytes       
[  4]  24.00-25.00  sec  1.12 MBytes  9383 Kbits/sec    2    370 KBytes       
[  4]  25.00-26.00  sec  1.18 MBytes  9895 Kbits/sec   12    370 KBytes       
[  4]  26.00-27.00  sec  1.06 MBytes  8870 Kbits/sec   12    229 KBytes       
[  4]  27.00-28.00  sec  1.18 MBytes  9895 Kbits/sec    0    370 KBytes       
[  4]  28.00-29.00  sec  1.18 MBytes  9905 Kbits/sec   12    370 KBytes       
[  4]  29.00-30.00  sec  1.12 MBytes  9386 Kbits/sec   13    370 KBytes       
[  4]  30.00-31.00  sec  1.12 MBytes  9388 Kbits/sec   14    370 KBytes       
[  4]  31.00-32.00  sec   700 KBytes  5729 Kbits/sec    0    373 KBytes       
[  4]  32.00-33.00  sec  1.12 MBytes  9390 Kbits/sec    0    373 KBytes       
[  4]  33.00-34.00  sec  1.18 MBytes  9896 Kbits/sec    0    370 KBytes       
[  4]  34.00-35.00  sec  1.12 MBytes  9387 Kbits/sec    0    370 KBytes       
[  4]  35.00-36.00  sec  1.12 MBytes  9379 Kbits/sec    2    370 KBytes       
[  4]  36.00-37.00  sec  1.12 MBytes  9387 Kbits/sec   10    370 KBytes       
[  4]  37.00-38.00  sec  1.18 MBytes  9900 Kbits/sec   14    370 KBytes       
[  4]  38.00-39.00  sec   954 KBytes  7819 Kbits/sec   13    259 KBytes       
[  4]  39.00-40.00  sec  1.25 MBytes  10485 Kbits/sec    4    240 KBytes       
