iperf 3.1.3
Linux h1.u18verifybbr.nyunetworks-pg0.utah.cloudlab.us 4.15.0-169-generic #177-Ubuntu SMP Thu Feb 3 10:50:38 UTC 2022 x86_64
Time: Sun, 27 Aug 2023 11:18:03 GMT
Connecting to host h3, port 5201
      Cookie: h1.u18verifybbr.nyunetworks-pg0.utah
      TCP MSS: 1448 (default)
[  4] local 10.10.1.1 port 47798 connected to 10.10.3.1 port 5201
Starting Test: protocol: TCP, 1 streams, 131072 byte blocks, omitting 0 seconds, 60 second test
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   130 MBytes  1089600 Kbits/sec    0    120 KBytes       
[  4]   1.00-2.00   sec  3.75 MBytes  31464 Kbits/sec    0   3.42 MBytes       
[  4]   2.00-3.00   sec  38.8 MBytes  325065 Kbits/sec  4081   26.8 MBytes       
[  4]   3.00-4.00   sec  41.2 MBytes  346072 Kbits/sec  14977   20.1 MBytes       
[  4]   4.00-5.00   sec  78.8 MBytes  660514 Kbits/sec    0   23.2 MBytes       
[  4]   5.00-6.00   sec  56.2 MBytes  471840 Kbits/sec    0   23.3 MBytes       
[  4]   6.00-7.00   sec  57.5 MBytes  482356 Kbits/sec    0   23.1 MBytes       
[  4]   7.00-8.00   sec  56.2 MBytes  471843 Kbits/sec    0   23.1 MBytes       
[  4]   8.00-9.00   sec  57.5 MBytes  482362 Kbits/sec    0   23.1 MBytes       
[  4]   9.00-10.00  sec  56.2 MBytes  471838 Kbits/sec    0   23.2 MBytes       
[  4]  10.00-11.00  sec  57.5 MBytes  482336 Kbits/sec    0   23.2 MBytes       
[  4]  11.00-12.00  sec  57.5 MBytes  482373 Kbits/sec    0   23.2 MBytes       
[  4]  12.00-13.00  sec  56.2 MBytes  471860 Kbits/sec    0   23.2 MBytes       
[  4]  13.00-14.00  sec  56.2 MBytes  471852 Kbits/sec    0   23.2 MBytes       
[  4]  14.00-15.00  sec  45.0 MBytes  377449 Kbits/sec    0   5.66 KBytes       
[  4]  15.00-16.00  sec  3.75 MBytes  31463 Kbits/sec    0   23.2 MBytes       
[  4]  16.00-17.00  sec  56.2 MBytes  471852 Kbits/sec    0   28.7 MBytes       
[  4]  17.00-18.00  sec  56.2 MBytes  471823 Kbits/sec    0   28.7 MBytes       
[  4]  18.00-19.00  sec  57.5 MBytes  482364 Kbits/sec    0   28.7 MBytes       
[  4]  19.00-20.00  sec  56.2 MBytes  471940 Kbits/sec    0   28.7 MBytes       
[  4]  20.00-21.00  sec  57.5 MBytes  482282 Kbits/sec    0   28.7 MBytes       
[  4]  21.00-22.00  sec  56.2 MBytes  471953 Kbits/sec    0   28.7 MBytes       
[  4]  22.00-23.00  sec  57.5 MBytes  482347 Kbits/sec    0   28.7 MBytes       
[  4]  23.00-24.00  sec  56.2 MBytes  471867 Kbits/sec    0   28.7 MBytes       
[  4]  24.00-25.00  sec  57.5 MBytes  482240 Kbits/sec    0   28.7 MBytes       
[  4]  25.00-26.00  sec  57.5 MBytes  482306 Kbits/sec    0   28.7 MBytes       
[  4]  26.00-27.00  sec  56.2 MBytes  471906 Kbits/sec    0   5.66 KBytes       
[  4]  27.00-28.00  sec  37.5 MBytes  314575 Kbits/sec    0   28.6 MBytes       
[  4]  28.00-29.00  sec  56.2 MBytes  471860 Kbits/sec    0   28.7 MBytes       
[  4]  29.00-30.00  sec  58.8 MBytes  492800 Kbits/sec    0   28.7 MBytes       
[  4]  30.00-31.00  sec  56.2 MBytes  471888 Kbits/sec    0   28.7 MBytes       
[  4]  31.00-32.00  sec  57.5 MBytes  482384 Kbits/sec    0   28.7 MBytes       
[  4]  32.00-33.00  sec  56.2 MBytes  471803 Kbits/sec    0   28.7 MBytes       
[  4]  33.00-34.00  sec  57.5 MBytes  482340 Kbits/sec    0   28.7 MBytes       
[  4]  34.00-35.00  sec  56.2 MBytes  471860 Kbits/sec    0   28.7 MBytes       
[  4]  35.00-36.00  sec  57.5 MBytes  482349 Kbits/sec    0   28.7 MBytes       
[  4]  36.00-37.00  sec  56.2 MBytes  471865 Kbits/sec    0   28.7 MBytes       
[  4]  37.00-38.00  sec  37.5 MBytes  314471 Kbits/sec    0   28.8 MBytes       
[  4]  38.00-39.00  sec  48.8 MBytes  409152 Kbits/sec    0   28.3 MBytes       
[  4]  39.00-40.00  sec  57.5 MBytes  482261 Kbits/sec    0   28.4 MBytes       
[  4]  40.00-41.00  sec  56.2 MBytes  471890 Kbits/sec    0   28.3 MBytes       
[  4]  41.00-42.00  sec  57.5 MBytes  482353 Kbits/sec    0   28.3 MBytes       
[  4]  42.00-43.00  sec  56.2 MBytes  471907 Kbits/sec    0   28.2 MBytes       
[  4]  43.00-44.00  sec  57.5 MBytes  482317 Kbits/sec    0   28.2 MBytes       
[  4]  44.00-45.00  sec  57.5 MBytes  482291 Kbits/sec    0   28.1 MBytes       
[  4]  45.00-46.00  sec  56.2 MBytes  471837 Kbits/sec    0   28.1 MBytes       
[  4]  46.00-47.00  sec  57.5 MBytes  482382 Kbits/sec    0   28.1 MBytes       
[  4]  47.00-48.00  sec  56.2 MBytes  471806 Kbits/sec    0   28.1 MBytes       
[  4]  48.00-49.00  sec  23.8 MBytes  199126 Kbits/sec    0   5.66 KBytes       
[  4]  49.00-50.00  sec  21.2 MBytes  178369 Kbits/sec    0   28.1 MBytes       
[  4]  50.00-51.00  sec  56.2 MBytes  471859 Kbits/sec    0   23.1 MBytes       
[  4]  51.00-52.00  sec  57.5 MBytes  482314 Kbits/sec    0   23.1 MBytes       
[  4]  52.00-53.00  sec  56.2 MBytes  471872 Kbits/sec    0   23.2 MBytes       
[  4]  53.00-54.00  sec  57.5 MBytes  482355 Kbits/sec    0   23.2 MBytes       
