iperf 3.1.3
Linux h1.u18verifybbr.nyunetworks-pg0.utah.cloudlab.us 4.15.0-169-generic #177-Ubuntu SMP Thu Feb 3 10:50:38 UTC 2022 x86_64
Time: Sun, 27 Aug 2023 14:00:16 GMT
Connecting to host h3, port 5201
      Cookie: h1.u18verifybbr.nyunetworks-pg0.utah
      TCP MSS: 1448 (default)
[  4] local 10.10.1.1 port 48490 connected to 10.10.3.1 port 5201
Starting Test: protocol: TCP, 1 streams, 131072 byte blocks, omitting 0 seconds, 60 second test
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   155 MBytes  1299851 Kbits/sec    0   24.8 MBytes       
[  4]   1.00-2.00   sec   116 MBytes  975000 Kbits/sec  10558   17.5 MBytes       
[  4]   2.00-3.00   sec   114 MBytes  954305 Kbits/sec    0   17.5 MBytes       
[  4]   3.00-4.00   sec   112 MBytes  943733 Kbits/sec    0   17.5 MBytes       
[  4]   4.00-5.00   sec   114 MBytes  954249 Kbits/sec    0   17.5 MBytes       
[  4]   5.00-6.00   sec   114 MBytes  953942 Kbits/sec    0   17.6 MBytes       
[  4]   6.00-7.00   sec   114 MBytes  954337 Kbits/sec    0   17.6 MBytes       
[  4]   7.00-8.00   sec   114 MBytes  954347 Kbits/sec    0   17.6 MBytes       
[  4]   8.00-9.00   sec   114 MBytes  953934 Kbits/sec    0   17.6 MBytes       
[  4]   9.00-10.00  sec   114 MBytes  954216 Kbits/sec    0   17.6 MBytes       
[  4]  10.00-11.00  sec   114 MBytes  954308 Kbits/sec    0   17.6 MBytes       
[  4]  11.00-12.00  sec  85.0 MBytes  712781 Kbits/sec    0   5.66 KBytes       
[  4]  12.00-13.00  sec  63.8 MBytes  534991 Kbits/sec    0   21.2 MBytes       
[  4]  13.00-14.00  sec   114 MBytes  954321 Kbits/sec    0   20.8 MBytes       
[  4]  14.00-15.00  sec   115 MBytes  964452 Kbits/sec    0   20.7 MBytes       
[  4]  15.00-16.00  sec   112 MBytes  943901 Kbits/sec    0   20.7 MBytes       
[  4]  16.00-17.00  sec   114 MBytes  954157 Kbits/sec  1198   20.8 MBytes       
[  4]  17.00-18.00  sec   112 MBytes  943713 Kbits/sec  1485   18.5 MBytes       
[  4]  18.00-19.00  sec   114 MBytes  954281 Kbits/sec  430   17.5 MBytes       
[  4]  19.00-20.00  sec   114 MBytes  954004 Kbits/sec    0   17.6 MBytes       
[  4]  20.00-21.00  sec   114 MBytes  954128 Kbits/sec    0   17.5 MBytes       
[  4]  21.00-22.00  sec   114 MBytes  954461 Kbits/sec    0   17.6 MBytes       
[  4]  22.00-23.00  sec  70.0 MBytes  587315 Kbits/sec    0   21.8 MBytes       
[  4]  23.00-24.00  sec   119 MBytes  995896 Kbits/sec    0   21.9 MBytes       
[  4]  24.00-25.00  sec   112 MBytes  943715 Kbits/sec    0   21.4 MBytes       
[  4]  25.00-26.00  sec   111 MBytes  933112 Kbits/sec    0   21.2 MBytes       
[  4]  26.00-27.00  sec   116 MBytes  975275 Kbits/sec    0   21.1 MBytes       
[  4]  27.00-28.00  sec   109 MBytes  912219 Kbits/sec  370   18.9 MBytes       
[  4]  28.00-29.00  sec   119 MBytes  996047 Kbits/sec  696   21.0 MBytes       
[  4]  29.00-30.00  sec   114 MBytes  954181 Kbits/sec  1994   19.7 MBytes       
[  4]  30.00-31.00  sec   106 MBytes  891422 Kbits/sec  2057   16.0 MBytes       
[  4]  31.00-32.00  sec   121 MBytes  1017135 Kbits/sec  1000   19.3 MBytes       
[  4]  32.00-33.00  sec   114 MBytes  954080 Kbits/sec  1906   5.66 KBytes       
[  4]  33.00-34.00  sec  78.8 MBytes  660669 Kbits/sec    0   22.0 MBytes       
[  4]  34.00-35.00  sec   114 MBytes  954312 Kbits/sec    0   21.6 MBytes       
[  4]  35.00-36.00  sec   111 MBytes  933200 Kbits/sec    0   21.5 MBytes       
[  4]  36.00-37.00  sec   116 MBytes  975178 Kbits/sec    0   21.2 MBytes       
[  4]  37.00-38.00  sec   112 MBytes  943635 Kbits/sec  477   20.9 MBytes       
[  4]  38.00-39.00  sec   114 MBytes  954097 Kbits/sec  911   20.8 MBytes       
[  4]  39.00-40.00  sec   114 MBytes  954407 Kbits/sec  1300   20.3 MBytes       
[  4]  40.00-41.00  sec   114 MBytes  954101 Kbits/sec  2286   19.6 MBytes       
[  4]  41.00-42.00  sec   114 MBytes  954138 Kbits/sec  1188   17.1 MBytes       
[  4]  42.00-43.00  sec   114 MBytes  954216 Kbits/sec  1560   18.8 MBytes       
[  4]  43.00-44.00  sec  86.2 MBytes  723338 Kbits/sec  520   18.2 MBytes       
[  4]  44.00-45.00  sec   106 MBytes  891668 Kbits/sec    0   20.9 MBytes       
[  4]  45.00-46.00  sec   111 MBytes  933285 Kbits/sec    0   21.0 MBytes       
[  4]  46.00-47.00  sec   116 MBytes  975154 Kbits/sec    0   21.0 MBytes       
[  4]  47.00-48.00  sec   114 MBytes  954018 Kbits/sec    0   21.0 MBytes       
[  4]  48.00-49.00  sec   111 MBytes  933186 Kbits/sec  2037   21.8 MBytes       
[  4]  49.00-50.00  sec  97.5 MBytes  817971 Kbits/sec  3986   18.4 MBytes       
[  4]  50.00-51.00  sec   126 MBytes  1059139 Kbits/sec  970   17.4 MBytes       
[  4]  51.00-52.00  sec   116 MBytes  975058 Kbits/sec  323   17.5 MBytes       
[  4]  52.00-53.00  sec   114 MBytes  954267 Kbits/sec    0   17.5 MBytes       
[  4]  53.00-54.00  sec   114 MBytes  954130 Kbits/sec    0   17.5 MBytes       
[  4]  54.00-55.00  sec  70.0 MBytes  587296 Kbits/sec    0   21.6 MBytes       
[  4]  55.00-56.00  sec   118 MBytes  985682 Kbits/sec    0   21.8 MBytes       
[  4]  56.00-57.00  sec   114 MBytes  954063 Kbits/sec    0   21.6 MBytes       
[  4]  57.00-58.00  sec   111 MBytes  933345 Kbits/sec    0   21.1 MBytes       
[  4]  58.00-59.00  sec   116 MBytes  975129 Kbits/sec   34   20.9 MBytes       
[  4]  59.00-60.00  sec   106 MBytes  891146 Kbits/sec  1494   15.7 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
Test Complete. Summary Results:
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.00  sec  6.47 GBytes  926233 Kbits/sec  38780             sender
