iperf 3.1.3
Linux h1.u18verifybbr.nyunetworks-pg0.utah.cloudlab.us 4.15.0-169-generic #177-Ubuntu SMP Thu Feb 3 10:50:38 UTC 2022 x86_64
Time: Sun, 27 Aug 2023 11:10:30 GMT
Connecting to host h3, port 5201
      Cookie: h1.u18verifybbr.nyunetworks-pg0.utah
      TCP MSS: 1448 (default)
[  4] local 10.10.1.1 port 47768 connected to 10.10.3.1 port 5201
Starting Test: protocol: TCP, 1 streams, 131072 byte blocks, omitting 0 seconds, 60 second test
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   130 MBytes  1089700 Kbits/sec    0    358 KBytes       
[  4]  15.00-16.00  sec  58.8 MBytes  492915 Kbits/sec    0   22.2 MBytes       
[  4]  16.00-17.00  sec  57.5 MBytes  482381 Kbits/sec    0   22.0 MBytes       
[  4]  17.00-18.00  sec  53.8 MBytes  450866 Kbits/sec    0   22.0 MBytes       
[  4]  18.00-19.00  sec  60.0 MBytes  503292 Kbits/sec    0   21.8 MBytes       
[  4]  19.00-20.00  sec  57.5 MBytes  482241 Kbits/sec    0   21.8 MBytes       
[  4]  20.00-21.00  sec  53.8 MBytes  451022 Kbits/sec    0   21.7 MBytes       
[  4]  21.00-22.00  sec  60.0 MBytes  503232 Kbits/sec    0   21.7 MBytes       
[  4]  22.00-23.00  sec  56.2 MBytes  471818 Kbits/sec    0   21.7 MBytes       
[  4]  23.00-24.00  sec  53.8 MBytes  450916 Kbits/sec    0   21.6 MBytes       
[  4]  24.00-25.00  sec  18.8 MBytes  157262 Kbits/sec    0   5.66 KBytes       
[  4]  25.00-26.00  sec  37.5 MBytes  314623 Kbits/sec    0   22.1 MBytes       
[  4]  26.00-27.00  sec  58.8 MBytes  492771 Kbits/sec    0   22.1 MBytes       
[  4]  27.00-28.00  sec  52.5 MBytes  440666 Kbits/sec    0   22.0 MBytes       
[  4]  28.00-29.00  sec  60.0 MBytes  503018 Kbits/sec    0   21.9 MBytes       
[  4]  29.00-30.00  sec  58.8 MBytes  492917 Kbits/sec    0   21.8 MBytes       
[  4]  30.00-31.00  sec  52.5 MBytes  440431 Kbits/sec    0   21.7 MBytes       
[  4]  31.00-32.00  sec  60.0 MBytes  503217 Kbits/sec    0   21.7 MBytes       
[  4]  32.00-33.00  sec  57.5 MBytes  482469 Kbits/sec    0   21.7 MBytes       
[  4]  33.00-34.00  sec  52.5 MBytes  440272 Kbits/sec    0   21.7 MBytes       
[  4]  34.00-35.00  sec  60.0 MBytes  503443 Kbits/sec    0   21.5 MBytes       
[  4]  35.00-36.00  sec  33.8 MBytes  283012 Kbits/sec    0   21.4 MBytes       
[  4]  36.00-37.00  sec  55.0 MBytes  461438 Kbits/sec    0   22.2 MBytes       
[  4]  37.00-38.00  sec  57.5 MBytes  482429 Kbits/sec    0   22.0 MBytes       
[  4]  38.00-39.00  sec  53.8 MBytes  450875 Kbits/sec    0   22.0 MBytes       
[  4]  39.00-40.00  sec  60.0 MBytes  503316 Kbits/sec    0   21.9 MBytes       
[  4]  40.00-41.00  sec  57.5 MBytes  482356 Kbits/sec    0   21.7 MBytes       
[  4]  41.00-42.00  sec  53.8 MBytes  450956 Kbits/sec    0   21.7 MBytes       
[  4]  42.00-43.00  sec  58.8 MBytes  492662 Kbits/sec    0   21.6 MBytes       
[  4]  43.00-44.00  sec  57.5 MBytes  482463 Kbits/sec    0   21.6 MBytes       
[  4]  44.00-45.00  sec  53.8 MBytes  450884 Kbits/sec    0   21.6 MBytes       
[  4]  45.00-46.00  sec  60.0 MBytes  503213 Kbits/sec    0   21.6 MBytes       
[  4]  46.00-47.00  sec  17.5 MBytes  146706 Kbits/sec    0   5.66 KBytes       
[  4]  47.00-48.00  sec  36.2 MBytes  304271 Kbits/sec    0   22.2 MBytes       
[  4]  48.00-49.00  sec  52.5 MBytes  440297 Kbits/sec    0   22.2 MBytes       
[  4]  49.00-50.00  sec  60.0 MBytes  503506 Kbits/sec    0   22.2 MBytes       
[  4]  50.00-51.00  sec  58.8 MBytes  492887 Kbits/sec    0   22.0 MBytes       
[  4]  51.00-52.00  sec  52.5 MBytes  440313 Kbits/sec    0   21.8 MBytes       
[  4]  52.00-53.00  sec  58.8 MBytes  492839 Kbits/sec    0   21.7 MBytes       
[  4]  53.00-54.00  sec  58.8 MBytes  492817 Kbits/sec    0   21.7 MBytes       
[  4]  54.00-55.00  sec  52.5 MBytes  440446 Kbits/sec    0   21.7 MBytes       
[  4]  55.00-56.00  sec  60.0 MBytes  503407 Kbits/sec    0   21.7 MBytes       
[  4]  56.00-57.00  sec  57.5 MBytes  482352 Kbits/sec    0   21.7 MBytes       
[  4]  57.00-58.00  sec  38.8 MBytes  324867 Kbits/sec    0   5.66 KBytes       
[  4]  58.00-59.00  sec  11.2 MBytes  94399 Kbits/sec    0   22.1 MBytes       
[  4]  59.00-60.00  sec  57.5 MBytes  482326 Kbits/sec    0   22.3 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
Test Complete. Summary Results:
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.00  sec  3.14 GBytes  449834 Kbits/sec  10957             sender
[  4]   0.00-60.00  sec  3.02 GBytes  432602 Kbits/sec                  receiver
CPU Utilization: local/sender 2.4% (0.3%u/2.0%s), remote/receiver 33.0% (7.2%u/25.8%s)

iperf Done.
