BBR_goodput,CUBIC_goodput,Buffer,Bandwidth,rtt
432661,117171,100,500,150
436889,113009,100,500,150
422975,76480,100,500,200
417509,80621,100,500,200
429144,74205,100,500,200
423703,78752,100,500,200
421020,69416,100,500,200
700219,605366,100,750,5
699376,611644,100,750,5
699446,606700,100,750,5
702725,603374,100,750,5
702660,601945,100,750,5
695958,517220,100,750,10
695907,545341,100,750,10
688399,559361,100,750,10
696078,556681,100,750,10
694947,517448,100,750,10
687271,426831,100,750,25
680808,352294,100,750,25
683598,413073,100,750,25
685035,323569,100,750,25
687017,344673,100,750,25
678530,222893,100,750,50
678060,233962,100,750,50
680043,240768,100,750,50
676540,230287,100,750,50
676776,296272,100,750,50
672250,247306,100,750,75
674618,243267,100,750,75
670884,180780,100,750,75
673145,232216,100,750,75
673247,166622,100,750,75
663335,142460,100,750,100
662682,194406,100,750,100
662408,129805,100,750,100
662720,130297,100,750,100
659344,140075,100,750,100
642051,103573,100,750,150
647645,91288,100,750,150
645567,71840,100,750,150
647557,96561,100,750,150
645559,77251,100,750,150
614692,67024,100,750,200
612329,42130,100,750,200
626185,56491,100,750,200
622926,49580,100,750,200
626942,68959,100,750,200
935075,592541,100,1000,5
935063,639685,100,1000,5
932777,575514,100,1000,5
936115,530944,100,1000,5
936189,579374,100,1000,5
920188,433241,100,1000,10
920664,492981,100,1000,10
919802,412087,100,1000,10
923162,467079,100,1000,10
920377,421500,100,1000,10
910800,212046,100,1000,25
909940,216784,100,1000,25
911193,235449,100,1000,25
910255,227147,100,1000,25
911531,265077,100,1000,25
901219,107354,100,1000,50
897241,58978,100,1000,50
901003,65743,100,1000,50
892001,81878,100,1000,50
899030,118430,100,1000,50
887797,84279,100,1000,75
894494,88815,100,1000,75
884017,85542,100,1000,75
889438,155641,100,1000,75
894285,95000,100,1000,75
873215,76548,100,1000,100
878778,78864,100,1000,100
876649,74776,100,1000,100
875584,69692,100,1000,100
869507,81179,100,1000,100
860022,50245,100,1000,150
839399,37057,100,1000,150
863054,42342,100,1000,150
850471,46708,100,1000,150
863068,55645,100,1000,150
826867,52791,100,1000,200
843815,38201,100,1000,200
843139,32820,100,1000,200
825959,40043,100,1000,200
825529,55089,100,1000,200
9549,10027,10000,10,5
9551,10546,10000,10,5
9552,10546,10000,10,5
9549,9545,10000,10,5
9549,9545,10000,10,5
9478,10013,10000,10,10
9477,10010,10000,10,10
9476,10318,10000,10,10
9478,10527,10000,10,10
9479,9640,10000,10,10
9422,10521,10000,10,25
9422,10301,10000,10,25
9420,10358,10000,10,25
9422,9656,10000,10,25
9421,10616,10000,10,25
9368,10504,10000,10,50
9368,10411,10000,10,50
9369,10479,10000,10,50
9369,9865,10000,10,50
9369,9149,10000,10,50
9318,9157,10000,10,75
9308,9190,10000,10,75
9311,9133,10000,10,75
9308,10486,10000,10,75
9310,10024,10000,10,75
9288,9540,10000,10,100
9297,10671,10000,10,100
9285,10246,10000,10,100
9286,10441,10000,10,100
9288,10377,10000,10,100
9128,9418,10000,10,150
9127,9516,10000,10,150
9128,10232,10000,10,150
9128,10488,10000,10,150
9127,10468,10000,10,150
9121,10381,10000,10,200
9120,9506,10000,10,200
9127,9275,10000,10,200
9120,9775,10000,10,200
9120,9779,10000,10,200
18945,20299,10000,20,5
18945,19764,10000,20,5
18947,19917,10000,20,5
18947,20263,10000,20,5
18944,19922,10000,20,5
18864,19918,10000,20,10
18867,19912,10000,20,10
18867,19912,10000,20,10
18867,20258,10000,20,10
18860,20256,10000,20,10
18799,20250,10000,20,25
18796,20252,10000,20,25
18798,19901,10000,20,25
18788,19897,10000,20,25
18795,19904,10000,20,25
18704,19839,10000,20,50
18700,20206,10000,20,50
18698,20215,10000,20,50
18694,19964,10000,20,50
18704,19964,10000,20,50
18572,20176,10000,20,75
18569,20177,10000,20,75
18580,20166,10000,20,75
18569,20166,10000,20,75
18564,20179,10000,20,75
18480,20135,10000,20,100
18498,19763,10000,20,100
18491,19749,10000,20,100
18528,20129,10000,20,100
18519,20110,10000,20,100
18198,20043,10000,20,150
18196,20029,10000,20,150
18191,20005,10000,20,150
18164,19640,10000,20,150
18179,20020,10000,20,150
18097,19891,10000,20,200
18030,19896,10000,20,200
18084,19923,10000,20,200
18107,19891,10000,20,200
18154,19896,10000,20,200
47133,48984,10000,50,5
47128,48985,10000,50,5
47128,48983,10000,50,5
47129,48981,10000,50,5
47136,48982,10000,50,5
47037,48974,10000,50,10
47027,48974,10000,50,10
47028,48976,10000,50,10
47024,48975,10000,50,10
47030,48974,10000,50,10
46886,48931,10000,50,25
46898,48932,10000,50,25
46878,48931,10000,50,25
46886,48931,10000,50,25
46896,48932,10000,50,25
46677,48800,10000,50,50
46574,48800,10000,50,50
46640,48800,10000,50,50
46541,48802,10000,50,50
46669,48802,10000,50,50
46350,48671,10000,50,75
46354,48674,10000,50,75
46322,48672,10000,50,75
46363,48670,10000,50,75
46358,48672,10000,50,75
46127,48538,10000,50,100
46052,48539,10000,50,100
45974,48539,10000,50,100
46046,48536,10000,50,100
46099,48537,10000,50,100
45347,48225,10000,50,150
45334,48257,10000,50,150
45329,48256,10000,50,150
45342,48221,10000,50,150
45356,48217,10000,50,150
44841,47935,10000,50,200
44785,47703,10000,50,200
44862,47936,10000,50,200
44729,47682,10000,50,200
44937,47698,10000,50,200
94006,96543,10000,100,5
94016,96551,10000,100,5
93998,96457,10000,100,5
93994,96473,10000,100,5
94092,96793,10000,100,5
93885,96507,10000,100,10
93891,96529,10000,100,10
93909,96417,10000,100,10
93877,96510,10000,100,10
93903,96518,10000,100,10
93624,96322,10000,100,25
93671,96420,10000,100,25
93573,96309,10000,100,25
93598,96599,10000,100,25
93564,96322,10000,100,25
92943,95114,10000,100,50
92952,95055,10000,100,50
92869,95059,10000,100,50
92812,95061,10000,100,50
93008,95140,10000,100,50
92538,95560,10000,100,75
92497,95598,10000,100,75
92519,95532,10000,100,75
92545,95407,10000,100,75
92541,95658,10000,100,75
91821,95240,10000,100,100
91763,95403,10000,100,100
91803,95308,10000,100,100
92143,95217,10000,100,100
91860,95197,10000,100,100
90292,95037,10000,100,150
90498,94986,10000,100,150
90434,95033,10000,100,150
90387,95054,10000,100,150
90406,95034,10000,100,150
89185,93735,10000,100,200
89303,94373,10000,100,200
89390,93722,10000,100,200
88771,93723,10000,100,200
89225,94433,10000,100,200
234792,239781,10000,250,5
234554,239739,10000,250,5
234758,239550,10000,250,5
234577,239565,10000,250,5
234593,239544,10000,250,5
234547,239551,10000,250,10
234298,239501,10000,250,10
234378,239444,10000,250,10
234291,239440,10000,250,10
234299,239454,10000,250,10
233621,239050,10000,250,25
233605,239321,10000,250,25
233729,239098,10000,250,25
233403,239048,10000,250,25
233716,239060,10000,250,25
232224,237727,10000,250,50
232059,237458,10000,250,50
232219,237433,10000,250,50
231663,237459,10000,250,50
232106,237547,10000,250,50
230616,237716,10000,250,75
230846,237872,10000,250,75
230842,237707,10000,250,75
230651,237703,10000,250,75
230615,237099,10000,250,75
228715,237051,10000,250,100
228574,237064,10000,250,100
228865,236817,10000,250,100
229116,236791,10000,250,100
228761,237012,10000,250,100
222359,234848,10000,250,150
225216,234950,10000,250,150
225030,234879,10000,250,150
225196,234150,10000,250,150
225264,235043,10000,250,150
220742,232729,10000,250,200
218676,232742,10000,250,200
221100,232794,10000,250,200
218833,232767,10000,250,200
217327,232981,10000,250,200
469174,477906,10000,500,5
468694,477871,10000,500,5
469157,477910,10000,500,5
468670,478422,10000,500,5
468661,477909,10000,500,5
468213,478184,10000,500,10
468720,478149,10000,500,10
468216,477652,10000,500,10
468184,477660,10000,500,10
468242,478161,10000,500,10
467026,476813,10000,500,25
466568,477304,10000,500,25
466811,476892,10000,500,25
467083,476885,10000,500,25
467014,476807,10000,500,25
463408,475253,10000,500,50
462993,474712,10000,500,50
463008,474774,10000,500,50
462253,475234,10000,500,50
462983,474730,10000,500,50
460550,471828,10000,500,75
460681,472537,10000,500,75
460472,471787,10000,500,75
458901,471545,10000,500,75
457318,472836,10000,500,75
451090,471177,10000,500,100
455962,471276,10000,500,100
455398,471299,10000,500,100
456093,471707,10000,500,100
447526,393242,10000,500,100
442418,353595,10000,500,150
439057,351919,10000,500,150
435416,352283,10000,500,150
437527,353082,10000,500,150
432602,353100,10000,500,150
413401,309834,10000,500,200
422489,311811,10000,500,200
434165,295508,10000,500,200
437553,328426,10000,500,200
422756,330444,10000,500,200
703633,713847,10000,750,5
702791,713065,10000,750,5
703548,712975,10000,750,5
702839,713808,10000,750,5
702792,712984,10000,750,5
702064,709062,10000,750,10
702037,709029,10000,750,10
702058,708190,10000,750,10
702007,708224,10000,750,10
702872,708243,10000,750,10
699490,691441,10000,750,25
700504,690688,10000,750,25
700002,690749,10000,750,25
699453,690761,10000,750,25
700530,691518,10000,750,25
693461,656691,10000,750,50
694188,656725,10000,750,50
693971,656786,10000,750,50
693997,656542,10000,750,50
694327,656716,10000,750,50
689320,617022,10000,750,75
689748,618212,10000,750,75
689912,618630,10000,750,75
690910,618445,10000,750,75
689860,618333,10000,750,75
673362,578109,10000,750,100
675402,577040,10000,750,100
682084,577039,10000,750,100
667898,576171,10000,750,100
657274,576439,10000,750,100
653361,513114,10000,750,150
664450,508938,10000,750,150
665004,512836,10000,750,150
657868,507172,10000,750,150
660695,479920,10000,750,150
653301,468980,10000,750,200
650851,358608,10000,750,200
623911,457634,10000,750,200
632695,449275,10000,750,200
646933,463823,10000,750,200
936884,949803,10000,1000,5
936903,950693,10000,1000,5
936916,950815,10000,1000,5
936875,949738,10000,1000,5
936919,950832,10000,1000,5
936786,942898,10000,1000,10
935792,943909,10000,1000,10
936879,942805,10000,1000,10
936749,942895,10000,1000,10
936856,942904,10000,1000,10
932823,917768,10000,1000,25
934024,918017,10000,1000,25
932667,918199,10000,1000,25
932691,918285,10000,1000,25
933320,918162,10000,1000,25
925218,871316,10000,1000,50
922552,869779,10000,1000,50
924181,870369,10000,1000,50
919743,869543,10000,1000,50
923705,870420,10000,1000,50
912089,817641,10000,1000,75
907335,812421,10000,1000,75
903993,817245,10000,1000,75
911104,816279,10000,1000,75
910908,815870,10000,1000,75
879074,757436,10000,1000,100
897338,760512,10000,1000,100
896675,761677,10000,1000,100
888369,734233,10000,1000,100
892439,759340,10000,1000,100
884591,636528,10000,1000,150
852687,656552,10000,1000,150
890049,589455,10000,1000,150
873052,649478,10000,1000,150
873357,663702,10000,1000,150
839450,597188,10000,1000,200
816661,552348,10000,1000,200
846240,598282,10000,1000,200
831849,555333,10000,1000,200
873801,510367,10000,1000,200
