iperf 3.1.3
Linux h1.u18verifybbr.nyunetworks-pg0.utah.cloudlab.us 4.15.0-169-generic #177-Ubuntu SMP Thu Feb 3 10:50:38 UTC 2022 x86_64
Time: Sun, 27 Aug 2023 05:39:23 GMT
Connecting to host h3, port 5201
      Cookie: h1.u18verifybbr.nyunetworks-pg0.utah
      TCP MSS: 1448 (default)
[  4] local 10.10.1.1 port 46380 connected to 10.10.3.1 port 5201
Starting Test: protocol: TCP, 1 streams, 131072 byte blocks, omitting 0 seconds, 60 second test
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   134 MBytes  1121216 Kbits/sec    0    595 KBytes       
[  4]   1.00-2.00   sec  6.25 MBytes  52431 Kbits/sec    0    887 KBytes       
[  4]   2.00-3.00   sec  6.25 MBytes  52430 Kbits/sec    0   1.15 MBytes       
[  4]   3.00-4.00   sec  5.00 MBytes  41942 Kbits/sec    0   1.44 MBytes       
[  4]   4.00-5.00   sec  6.25 MBytes  52431 Kbits/sec    0   1.72 MBytes       
[  4]   5.00-6.00   sec  5.00 MBytes  41939 Kbits/sec    0   2.01 MBytes       
[  4]   6.00-7.00   sec  6.25 MBytes  52430 Kbits/sec    0   2.29 MBytes       
[  4]   7.00-8.00   sec  6.25 MBytes  52430 Kbits/sec    0   2.58 MBytes       
[  4]   8.00-9.00   sec  5.00 MBytes  41942 Kbits/sec    0   2.86 MBytes       
[  4]   9.00-10.00  sec  6.25 MBytes  52429 Kbits/sec    0   3.15 MBytes       
[  4]  10.00-11.00  sec  5.00 MBytes  41941 Kbits/sec    0   3.43 MBytes       
[  4]  11.00-12.00  sec  6.25 MBytes  52430 Kbits/sec    0   3.72 MBytes       
[  4]  12.00-13.00  sec  6.25 MBytes  52435 Kbits/sec    0   4.00 MBytes       
[  4]  13.00-14.00  sec  5.00 MBytes  41939 Kbits/sec    0   4.29 MBytes       
[  4]  14.00-15.00  sec  6.25 MBytes  52431 Kbits/sec    0   4.57 MBytes       
[  4]  15.00-16.00  sec  6.25 MBytes  52426 Kbits/sec    0   4.86 MBytes       
[  4]  16.00-17.00  sec  5.00 MBytes  41947 Kbits/sec    0   5.14 MBytes       
[  4]  17.00-18.00  sec  6.25 MBytes  52431 Kbits/sec    0   5.43 MBytes       
[  4]  18.00-19.00  sec  5.00 MBytes  41934 Kbits/sec    0   5.71 MBytes       
[  4]  19.00-20.00  sec  6.25 MBytes  52434 Kbits/sec    0   6.00 MBytes       
[  4]  20.00-21.00  sec  6.25 MBytes  52432 Kbits/sec    0   6.28 MBytes       
[  4]  21.00-22.00  sec  5.00 MBytes  41938 Kbits/sec    0   6.57 MBytes       
[  4]  22.00-23.00  sec  6.25 MBytes  52435 Kbits/sec    0   6.85 MBytes       
[  4]  23.00-24.00  sec  5.00 MBytes  41943 Kbits/sec    0   7.19 MBytes       
[  4]  24.00-25.00  sec  6.25 MBytes  52427 Kbits/sec    0   7.81 MBytes       
[  4]  25.00-26.00  sec  5.00 MBytes  41944 Kbits/sec    0   8.61 MBytes       
[  4]  26.00-27.00  sec  6.25 MBytes  52430 Kbits/sec    0   9.53 MBytes       
[  4]  27.00-28.00  sec  5.00 MBytes  41939 Kbits/sec    0   10.5 MBytes       
[  4]  28.00-29.00  sec  5.00 MBytes  41942 Kbits/sec  143   10.8 MBytes       
[  4]  29.00-30.00  sec  1.25 MBytes  10477 Kbits/sec  691   8.09 MBytes       
[  4]  30.00-31.00  sec  2.50 MBytes  20992 Kbits/sec  393   7.92 MBytes       
[  4]  31.00-32.00  sec  13.8 MBytes  115338 Kbits/sec    0   7.94 MBytes       
[  4]  32.00-33.00  sec  6.25 MBytes  52431 Kbits/sec    0   8.16 MBytes       
[  4]  33.00-34.00  sec  6.25 MBytes  52429 Kbits/sec    0   8.50 MBytes       
[  4]  34.00-35.00  sec  5.00 MBytes  41937 Kbits/sec    0   8.88 MBytes       
[  4]  35.00-36.00  sec  6.25 MBytes  52434 Kbits/sec    0   9.24 MBytes       
[  4]  36.00-37.00  sec  5.00 MBytes  41941 Kbits/sec    0   9.57 MBytes       
[  4]  37.00-38.00  sec  6.25 MBytes  52430 Kbits/sec    0   9.87 MBytes       
[  4]  38.00-39.00  sec  5.00 MBytes  41938 Kbits/sec   34   9.80 MBytes       
[  4]  39.00-40.00  sec  1.25 MBytes  10486 Kbits/sec  208   7.81 MBytes       
[  4]  40.00-41.00  sec  2.50 MBytes  20975 Kbits/sec  106   7.07 MBytes       
[  4]  41.00-42.00  sec  13.8 MBytes  115327 Kbits/sec    0   7.08 MBytes       
[  4]  42.00-43.00  sec  6.25 MBytes  52433 Kbits/sec    0   7.22 MBytes       
[  4]  43.00-44.00  sec  5.00 MBytes  41940 Kbits/sec    0   7.43 MBytes       
[  4]  44.00-45.00  sec  6.25 MBytes  52430 Kbits/sec    0   7.64 MBytes       
[  4]  45.00-46.00  sec  6.25 MBytes  52433 Kbits/sec    0   7.84 MBytes       
[  4]  46.00-47.00  sec  5.00 MBytes  41942 Kbits/sec    0   8.01 MBytes       
[  4]  47.00-48.00  sec  5.00 MBytes  41943 Kbits/sec    0   8.15 MBytes       
[  4]  48.00-49.00  sec  6.25 MBytes  52432 Kbits/sec    0   8.27 MBytes       
[  4]  49.00-50.00  sec  5.00 MBytes  41936 Kbits/sec    0   8.37 MBytes       
[  4]  50.00-51.00  sec  6.25 MBytes  52433 Kbits/sec    0   8.44 MBytes       
[  4]  51.00-52.00  sec  6.25 MBytes  52432 Kbits/sec    0   8.49 MBytes       
[  4]  52.00-53.00  sec  5.00 MBytes  41939 Kbits/sec    0   8.53 MBytes       
[  4]  53.00-54.00  sec  6.25 MBytes  52432 Kbits/sec    0   8.56 MBytes       
[  4]  54.00-55.00  sec  5.00 MBytes  41940 Kbits/sec    0   8.57 MBytes       
[  4]  55.00-56.00  sec  6.25 MBytes  52430 Kbits/sec    0   8.58 MBytes       
[  4]  56.00-57.00  sec  5.00 MBytes  41941 Kbits/sec    0   8.59 MBytes       
[  4]  57.00-58.00  sec  6.25 MBytes  52434 Kbits/sec    0   8.59 MBytes       
[  4]  58.00-59.00  sec  5.00 MBytes  41938 Kbits/sec    0   8.60 MBytes       
[  4]  59.00-60.00  sec  6.25 MBytes  52430 Kbits/sec    0   8.61 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
Test Complete. Summary Results:
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.00  sec   471 MBytes  65885 Kbits/sec  1575             sender
[  4]   0.00-60.00  sec   349 MBytes  48802 Kbits/sec                  receiver
CPU Utilization: local/sender 0.4% (0.0%u/0.4%s), remote/receiver 9.3% (1.8%u/7.5%s)

iperf Done.
