Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 36270 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  3.58 MBytes  30054 Kbits/sec    0    322 KBytes       
[  5]   1.00-2.00   sec  3.11 MBytes  26067 Kbits/sec    0    440 KBytes       
[  5]   2.00-3.00   sec  1.93 MBytes  16154 Kbits/sec    0    556 KBytes       
[  5]   3.00-4.00   sec  3.55 MBytes  29780 Kbits/sec    0    673 KBytes       
[  5]   4.00-5.00   sec  2.50 MBytes  20973 Kbits/sec    0    789 KBytes       
[  5]   5.00-6.00   sec  1.25 MBytes  10481 Kbits/sec    0    906 KBytes       
[  5]   6.00-7.00   sec  2.50 MBytes  20973 Kbits/sec    0   1022 KBytes       
[  5]   7.00-8.00   sec  2.50 MBytes  20974 Kbits/sec    0   1.11 MBytes       
[  5]   8.00-9.00   sec  2.50 MBytes  20973 Kbits/sec    0   1.23 MBytes       
[  5]   9.00-10.00  sec  2.50 MBytes  20975 Kbits/sec    0   1.34 MBytes       
[  5]  10.00-11.00  sec  1.25 MBytes  10481 Kbits/sec    0   1.46 MBytes       
[  5]  11.00-12.00  sec  2.50 MBytes  20975 Kbits/sec    0   1.57 MBytes       
[  5]  12.00-13.00  sec  2.50 MBytes  20975 Kbits/sec    0   1.68 MBytes       
[  5]  13.00-14.00  sec  2.50 MBytes  20973 Kbits/sec    0   1.80 MBytes       
[  5]  14.00-15.00  sec  1.25 MBytes  10481 Kbits/sec    0   1.91 MBytes       
[  5]  15.00-16.00  sec  2.50 MBytes  20973 Kbits/sec    0   2.16 MBytes       
[  5]  16.00-17.00  sec  2.50 MBytes  20974 Kbits/sec    0   2.51 MBytes       
[  5]  17.00-18.00  sec  2.50 MBytes  20973 Kbits/sec    0   2.89 MBytes       
[  5]  18.00-19.00  sec  2.50 MBytes  20974 Kbits/sec    0   3.35 MBytes       
[  5]  19.00-20.00  sec  2.50 MBytes  20973 Kbits/sec    0   3.53 MBytes       
[  5]  20.00-21.00  sec  1.25 MBytes  10481 Kbits/sec    0   3.53 MBytes       
[  5]  21.00-22.00  sec  2.50 MBytes  20975 Kbits/sec    0   3.53 MBytes       
[  5]  22.00-23.00  sec  2.50 MBytes  20974 Kbits/sec    0   3.53 MBytes       
[  5]  23.00-24.00  sec  2.50 MBytes  20973 Kbits/sec    0   3.53 MBytes       
[  5]  24.00-25.00  sec  2.50 MBytes  20972 Kbits/sec    0   3.53 MBytes       
[  5]  25.00-26.00  sec  2.50 MBytes  20973 Kbits/sec    0   3.53 MBytes       
[  5]  26.00-27.00  sec  1.25 MBytes  10481 Kbits/sec    0   3.53 MBytes       
[  5]  27.00-28.00  sec  2.50 MBytes  20973 Kbits/sec    0   3.53 MBytes       
[  5]  28.00-29.00  sec  2.50 MBytes  20974 Kbits/sec    0   3.53 MBytes       
[  5]  29.00-30.00  sec  2.50 MBytes  20974 Kbits/sec    0   3.53 MBytes       
[  5]  30.00-31.00  sec  2.50 MBytes  20974 Kbits/sec    0   3.53 MBytes       
[  5]  31.00-32.00  sec  2.50 MBytes  20974 Kbits/sec    0   3.53 MBytes       
[  5]  32.00-33.00  sec  1.25 MBytes  10481 Kbits/sec    0   3.53 MBytes       
[  5]  33.00-34.00  sec  2.50 MBytes  20972 Kbits/sec    0   3.53 MBytes       
[  5]  34.00-35.00  sec  2.50 MBytes  20975 Kbits/sec    0   3.53 MBytes       
[  5]  35.00-36.00  sec  2.50 MBytes  20972 Kbits/sec    0   3.53 MBytes       
[  5]  36.00-37.00  sec  2.50 MBytes  20975 Kbits/sec    0   3.53 MBytes       
[  5]  37.00-38.00  sec  1.25 MBytes  10481 Kbits/sec    0   3.53 MBytes       
[  5]  38.00-39.00  sec  2.50 MBytes  20973 Kbits/sec    0   3.53 MBytes       
[  5]  39.00-40.00  sec  2.50 MBytes  20975 Kbits/sec    0   3.53 MBytes       
[  5]  40.00-41.00  sec  2.50 MBytes  20972 Kbits/sec    0   3.53 MBytes       
[  5]  41.00-42.00  sec  2.50 MBytes  20974 Kbits/sec    0   3.53 MBytes       
[  5]  42.00-42.96  sec  2.50 MBytes  21789 Kbits/sec    0   3.53 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-42.96  sec   101 MBytes  19704 Kbits/sec    0             sender
[  5]   0.00-43.81  sec  99.7 MBytes  19096 Kbits/sec                  receiver

iperf Done.
