Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 49954 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  3.93 MBytes  32951 Kbits/sec    0    337 KBytes       
[  5]   1.00-2.00   sec  2.42 MBytes  20327 Kbits/sec    0    454 KBytes       
[  5]   2.00-3.00   sec  2.98 MBytes  25022 Kbits/sec    0    570 KBytes       
[  5]   3.00-4.00   sec  2.42 MBytes  20327 Kbits/sec    0    687 KBytes       
[  5]   4.00-5.00   sec  2.50 MBytes  20973 Kbits/sec    0    803 KBytes       
[  5]   5.00-6.00   sec  2.50 MBytes  20974 Kbits/sec    0    921 KBytes       
[  5]   6.00-7.00   sec  2.50 MBytes  20974 Kbits/sec    0   1.01 MBytes       
[  5]   7.00-8.00   sec  1.25 MBytes  10481 Kbits/sec    0   1.13 MBytes       
[  5]   8.00-9.00   sec  2.50 MBytes  20974 Kbits/sec    0   1.24 MBytes       
[  5]   9.00-10.00  sec  2.50 MBytes  20975 Kbits/sec    0   1.35 MBytes       
[  5]  10.00-11.00  sec  2.50 MBytes  20974 Kbits/sec    0   1.47 MBytes       
[  5]  11.00-12.00  sec  2.50 MBytes  20974 Kbits/sec    0   1.58 MBytes       
[  5]  12.00-13.00  sec  1.25 MBytes  10481 Kbits/sec    0   1.70 MBytes       
[  5]  13.00-14.00  sec  2.50 MBytes  20974 Kbits/sec    0   1.81 MBytes       
[  5]  14.00-15.00  sec  2.50 MBytes  20974 Kbits/sec    0   1.93 MBytes       
[  5]  15.00-16.00  sec  2.50 MBytes  20974 Kbits/sec    0   2.18 MBytes       
[  5]  16.00-17.00  sec  2.50 MBytes  20973 Kbits/sec    0   2.53 MBytes       
[  5]  17.00-18.00  sec  1.25 MBytes  10481 Kbits/sec    0   2.92 MBytes       
[  5]  18.00-19.00  sec  2.50 MBytes  20974 Kbits/sec    0   3.37 MBytes       
[  5]  19.00-20.00  sec  2.50 MBytes  20973 Kbits/sec    0   3.56 MBytes       
[  5]  20.00-21.00  sec  2.50 MBytes  20974 Kbits/sec    0   3.56 MBytes       
[  5]  21.00-22.00  sec  2.50 MBytes  20973 Kbits/sec    0   3.56 MBytes       
[  5]  22.00-23.00  sec  2.50 MBytes  20974 Kbits/sec    0   3.56 MBytes       
[  5]  23.00-24.00  sec  1.25 MBytes  10481 Kbits/sec    0   3.56 MBytes       
[  5]  24.00-25.00  sec  2.50 MBytes  20973 Kbits/sec    0   3.56 MBytes       
[  5]  25.00-26.00  sec  2.50 MBytes  20974 Kbits/sec    0   3.56 MBytes       
[  5]  26.00-27.00  sec  2.50 MBytes  20973 Kbits/sec    0   3.56 MBytes       
[  5]  27.00-28.00  sec  2.50 MBytes  20974 Kbits/sec    0   3.56 MBytes       
[  5]  28.00-29.00  sec  1.25 MBytes  10481 Kbits/sec    0   3.56 MBytes       
[  5]  29.00-30.00  sec  2.50 MBytes  20973 Kbits/sec    0   3.56 MBytes       
[  5]  30.00-31.00  sec  2.50 MBytes  20974 Kbits/sec    0   3.56 MBytes       
[  5]  31.00-32.00  sec  2.50 MBytes  20974 Kbits/sec    0   3.56 MBytes       
[  5]  32.00-33.00  sec  2.50 MBytes  20973 Kbits/sec    0   3.56 MBytes       
[  5]  33.00-34.00  sec  2.50 MBytes  20973 Kbits/sec    0   3.56 MBytes       
[  5]  34.00-35.00  sec  1.25 MBytes  10481 Kbits/sec    0   3.56 MBytes       
[  5]  35.00-36.00  sec  2.50 MBytes  20974 Kbits/sec    0   3.56 MBytes       
[  5]  36.00-37.00  sec  2.50 MBytes  20974 Kbits/sec    0   3.56 MBytes       
[  5]  37.00-38.00  sec  2.50 MBytes  20974 Kbits/sec    0   3.56 MBytes       
[  5]  38.00-39.00  sec  2.50 MBytes  20974 Kbits/sec    0   3.56 MBytes       
[  5]  39.00-40.00  sec  2.50 MBytes  20973 Kbits/sec    0   3.56 MBytes       
[  5]  40.00-41.00  sec  1.25 MBytes  10481 Kbits/sec    0   3.56 MBytes       
[  5]  41.00-42.00  sec  2.50 MBytes  20973 Kbits/sec    0   3.56 MBytes       
[  5]  42.00-42.73  sec  2.50 MBytes  28736 Kbits/sec    0   3.56 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-42.73  sec   101 MBytes  19731 Kbits/sec    0             sender
[  5]   0.00-43.60  sec  99.3 MBytes  19111 Kbits/sec                  receiver

iperf Done.
