Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 34018 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  3.35 MBytes  28056 Kbits/sec   19    210 KBytes       
[  5]   1.00-2.00   sec  2.63 MBytes  22048 Kbits/sec   16    227 KBytes       
[  5]   2.00-3.00   sec  2.39 MBytes  20046 Kbits/sec    4    227 KBytes       
[  5]   3.00-4.00   sec  2.03 MBytes  17035 Kbits/sec    8    210 KBytes       
[  5]   4.00-5.00   sec  2.57 MBytes  21549 Kbits/sec   12    210 KBytes       
[  5]   5.00-6.00   sec  2.27 MBytes  19038 Kbits/sec   10    227 KBytes       
[  5]   6.00-7.00   sec  2.39 MBytes  20046 Kbits/sec    0    227 KBytes       
[  5]   7.00-8.00   sec  2.39 MBytes  20042 Kbits/sec    0    227 KBytes       
[  5]   8.00-9.00   sec  2.39 MBytes  20044 Kbits/sec    0    227 KBytes       
[  5]   9.00-10.00  sec  2.39 MBytes  20044 Kbits/sec    0    227 KBytes       
[  5]  10.00-11.00  sec  1.91 MBytes  16034 Kbits/sec    2    131 KBytes       
[  5]  11.00-12.00  sec  2.15 MBytes  18037 Kbits/sec   12    149 KBytes       
[  5]  12.00-13.00  sec  2.87 MBytes  24057 Kbits/sec   12    210 KBytes       
[  5]  13.00-14.00  sec  2.21 MBytes  18542 Kbits/sec   14    210 KBytes       
[  5]  14.00-15.00  sec  2.39 MBytes  20042 Kbits/sec   10    227 KBytes       
[  5]  15.00-16.00  sec  2.21 MBytes  18539 Kbits/sec   14    227 KBytes       
[  5]  16.00-17.00  sec  2.27 MBytes  19042 Kbits/sec   20    175 KBytes       
[  5]  17.00-18.00  sec  2.63 MBytes  22049 Kbits/sec   14    227 KBytes       
[  5]  18.00-19.00  sec  2.09 MBytes  17536 Kbits/sec    6    227 KBytes       
[  5]  19.00-20.00  sec  2.39 MBytes  20044 Kbits/sec    0    227 KBytes       
[  5]  20.00-21.00  sec  2.39 MBytes  20046 Kbits/sec    0    245 KBytes       
[  5]  21.00-22.00  sec  2.39 MBytes  20044 Kbits/sec    0    227 KBytes       
[  5]  22.00-23.00  sec  2.39 MBytes  20045 Kbits/sec    0    227 KBytes       
[  5]  23.00-24.00  sec  2.39 MBytes  20044 Kbits/sec    0    227 KBytes       
[  5]  24.00-25.00  sec  2.39 MBytes  20044 Kbits/sec    0    227 KBytes       
[  5]  25.00-26.00  sec  2.39 MBytes  20044 Kbits/sec    0    227 KBytes       
[  5]  26.00-27.00  sec  1.91 MBytes  16032 Kbits/sec    0    227 KBytes       
[  5]  27.00-28.00  sec  2.39 MBytes  20044 Kbits/sec    0    227 KBytes       
[  5]  28.00-29.00  sec  2.39 MBytes  20042 Kbits/sec    0    227 KBytes       
[  5]  29.00-30.00  sec  2.39 MBytes  20044 Kbits/sec    0    227 KBytes       
[  5]  30.00-31.00  sec  2.39 MBytes  20048 Kbits/sec    0    245 KBytes       
[  5]  31.00-32.00  sec  2.39 MBytes  20042 Kbits/sec    0    227 KBytes       
[  5]  32.00-33.00  sec  2.39 MBytes  20044 Kbits/sec    0    227 KBytes       
[  5]  33.00-34.00  sec  2.39 MBytes  20044 Kbits/sec    0    227 KBytes       
[  5]  34.00-35.00  sec  2.39 MBytes  20045 Kbits/sec    0    227 KBytes       
[  5]  35.00-36.00  sec  1.91 MBytes  16033 Kbits/sec    0    227 KBytes       
[  5]  36.00-37.00  sec  2.39 MBytes  20044 Kbits/sec    0    227 KBytes       
[  5]  37.00-38.00  sec  2.39 MBytes  20044 Kbits/sec    0    245 KBytes       
[  5]  38.00-39.00  sec  2.39 MBytes  20042 Kbits/sec    0    245 KBytes       
[  5]  39.00-40.00  sec  2.39 MBytes  20044 Kbits/sec    0    227 KBytes       
[  5]  40.00-41.00  sec  2.39 MBytes  20044 Kbits/sec    0   35.0 KBytes       
[  5]  41.00-42.00  sec  2.39 MBytes  20046 Kbits/sec    0    227 KBytes       
[  5]  42.00-42.37  sec   979 KBytes  21578 Kbits/sec    0    227 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-42.37  sec   100 MBytes  19891 Kbits/sec  173             sender
[  5]   0.00-42.44  sec  99.2 MBytes  19612 Kbits/sec                  receiver

iperf Done.
