Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 40440 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  30.8 MBytes  258156 Kbits/sec  2056    461 KBytes       
[  5]   1.00-2.00   sec  28.8 MBytes  241172 Kbits/sec  1696    239 KBytes       
[  5]   2.00-3.00   sec  28.8 MBytes  241177 Kbits/sec  1829    486 KBytes       
[  5]   3.00-4.00   sec  27.5 MBytes  230684 Kbits/sec  1746    255 KBytes       
[  5]   4.00-5.00   sec  28.8 MBytes  241171 Kbits/sec  1644    218 KBytes       
[  5]   5.00-6.00   sec  28.8 MBytes  241173 Kbits/sec  1701    461 KBytes       
[  5]   6.00-7.00   sec  28.8 MBytes  241171 Kbits/sec  1760    263 KBytes       
[  5]   7.00-8.00   sec  28.8 MBytes  241173 Kbits/sec  1686    461 KBytes       
[  5]   8.00-9.00   sec  27.5 MBytes  230689 Kbits/sec  1637    383 KBytes       
[  5]   9.00-10.00  sec  28.8 MBytes  241172 Kbits/sec  1759    255 KBytes       
[  5]  10.00-11.00  sec  22.5 MBytes  188743 Kbits/sec  1219    245 KBytes       
[  5]  11.00-12.00  sec  28.8 MBytes  241170 Kbits/sec  1805    256 KBytes       
[  5]  12.00-13.00  sec  28.8 MBytes  241175 Kbits/sec  1793    503 KBytes       
[  5]  13.00-14.00  sec  28.8 MBytes  241171 Kbits/sec  1665    447 KBytes       
[  5]  14.00-15.00  sec  28.8 MBytes  241174 Kbits/sec  1637    438 KBytes       
[  5]  15.00-16.00  sec  28.8 MBytes  241174 Kbits/sec  1713    221 KBytes       
[  5]  16.00-17.00  sec  27.5 MBytes  230684 Kbits/sec  1687    226 KBytes       
[  5]  17.00-18.00  sec  28.8 MBytes  241173 Kbits/sec  1699    335 KBytes       
[  5]  18.00-19.00  sec  28.8 MBytes  241173 Kbits/sec  1640    345 KBytes       
[  5]  19.00-20.00  sec  28.8 MBytes  241174 Kbits/sec  1575    245 KBytes       
[  5]  20.00-21.00  sec  22.5 MBytes  188741 Kbits/sec  1327    481 KBytes       
[  5]  21.00-22.00  sec  28.8 MBytes  241179 Kbits/sec  1590    452 KBytes       
[  5]  22.00-23.00  sec  27.5 MBytes  230683 Kbits/sec  1585    225 KBytes       
[  5]  23.00-24.00  sec  28.8 MBytes  241173 Kbits/sec  1637    458 KBytes       
[  5]  24.00-25.00  sec  28.8 MBytes  241172 Kbits/sec  1694    266 KBytes       
[  5]  25.00-26.00  sec  28.8 MBytes  241182 Kbits/sec  1733    229 KBytes       
[  5]  26.00-27.00  sec  28.8 MBytes  241163 Kbits/sec  1829    472 KBytes       
[  5]  27.00-28.00  sec  27.5 MBytes  230685 Kbits/sec  1768    255 KBytes       
[  5]  28.00-29.00  sec  28.8 MBytes  241174 Kbits/sec  1722    467 KBytes       
[  5]  29.00-30.00  sec  28.8 MBytes  241169 Kbits/sec  1854    221 KBytes       
[  5]  30.00-31.00  sec  22.5 MBytes  188747 Kbits/sec  1405    450 KBytes       
[  5]  31.00-32.00  sec  28.8 MBytes  241170 Kbits/sec  1612    199 KBytes       
[  5]  32.00-33.00  sec  28.8 MBytes  241173 Kbits/sec  1675    450 KBytes       
[  5]  33.00-34.00  sec  28.8 MBytes  241176 Kbits/sec  1650    310 KBytes       
[  5]  34.00-35.00  sec  28.8 MBytes  241172 Kbits/sec  1653    441 KBytes       
[  5]  35.00-36.00  sec  27.5 MBytes  230685 Kbits/sec  1653    262 KBytes       
[  5]  36.00-37.00  sec  28.8 MBytes  241173 Kbits/sec  1658    467 KBytes       
[  5]  37.00-38.00  sec  28.8 MBytes  241172 Kbits/sec  1575    427 KBytes       
[  5]  38.00-39.00  sec  28.8 MBytes  241182 Kbits/sec  1788    444 KBytes       
[  5]  39.00-40.00  sec  27.5 MBytes  230676 Kbits/sec  1657    256 KBytes       
[  5]  40.00-41.00  sec  27.5 MBytes  230680 Kbits/sec  1558   5.66 KBytes       
[  5]  41.00-42.00  sec  25.0 MBytes  209726 Kbits/sec  1423    450 KBytes       
[  5]  42.00-43.00  sec  27.5 MBytes  230677 Kbits/sec  1755    225 KBytes       
[  5]  43.00-44.00  sec  28.8 MBytes  241179 Kbits/sec  1824    281 KBytes       
[  5]  44.00-45.00  sec  28.8 MBytes  241171 Kbits/sec  1821    455 KBytes       
[  5]  45.00-46.00  sec  28.8 MBytes  241175 Kbits/sec  1591    447 KBytes       
[  5]  46.00-47.00  sec  27.5 MBytes  230684 Kbits/sec  1673    263 KBytes       
[  5]  47.00-48.00  sec  28.8 MBytes  241174 Kbits/sec  1813    484 KBytes       
[  5]  48.00-49.00  sec  28.8 MBytes  241170 Kbits/sec  1720    495 KBytes       
[  5]  49.00-50.00  sec  28.8 MBytes  241176 Kbits/sec  1837    221 KBytes       
[  5]  50.00-51.00  sec  28.8 MBytes  241173 Kbits/sec  1815    198 KBytes       
[  5]  51.00-52.00  sec  22.5 MBytes  188743 Kbits/sec  1264    478 KBytes       
[  5]  52.00-53.00  sec  28.8 MBytes  241172 Kbits/sec  1732    444 KBytes       
[  5]  53.00-54.00  sec  28.8 MBytes  241185 Kbits/sec  1698    467 KBytes       
[  5]  54.00-55.00  sec  27.5 MBytes  230677 Kbits/sec  1712    458 KBytes       
[  5]  55.00-56.00  sec  28.8 MBytes  241170 Kbits/sec  1669    406 KBytes       
[  5]  56.00-57.00  sec  28.8 MBytes  241170 Kbits/sec  1590    223 KBytes       
[  5]  57.00-58.00  sec  28.8 MBytes  241184 Kbits/sec  1635    293 KBytes       
[  5]  58.00-59.00  sec  28.8 MBytes  241165 Kbits/sec  1653    433 KBytes       
[  5]  59.00-60.00  sec  27.5 MBytes  230680 Kbits/sec  1785    301 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-60.00  sec  1.64 GBytes  235339 Kbits/sec  100580             sender
[  5]   0.00-60.04  sec  1.64 GBytes  234811 Kbits/sec                  receiver

iperf Done.
