Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 34818 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  12.0 MBytes  100571 Kbits/sec   21    120 KBytes       
[  5]   1.00-2.00   sec  11.5 MBytes  96437 Kbits/sec   10    143 KBytes       
[  5]   2.00-3.00   sec  11.2 MBytes  94352 Kbits/sec   10    119 KBytes       
[  5]   3.00-4.00   sec  11.5 MBytes  96437 Kbits/sec   10    140 KBytes       
[  5]   4.00-5.00   sec  11.3 MBytes  94873 Kbits/sec   20    116 KBytes       
[  5]   5.00-6.00   sec  11.5 MBytes  96437 Kbits/sec   10    139 KBytes       
[  5]   6.00-7.00   sec  11.3 MBytes  94873 Kbits/sec   15    115 KBytes       
[  5]   7.00-8.00   sec  11.6 MBytes  96958 Kbits/sec   10    137 KBytes       
[  5]   8.00-9.00   sec  11.1 MBytes  93309 Kbits/sec   15    110 KBytes       
[  5]   9.00-10.00  sec  11.5 MBytes  96435 Kbits/sec   10    136 KBytes       
[  5]  10.00-11.00  sec  11.6 MBytes  96960 Kbits/sec   15    109 KBytes       
[  5]  11.00-12.00  sec  11.2 MBytes  94352 Kbits/sec   10    132 KBytes       
[  5]  12.00-13.00  sec  11.5 MBytes  96436 Kbits/sec   15    106 KBytes       
[  5]  13.00-14.00  sec  11.5 MBytes  96437 Kbits/sec   10    129 KBytes       
[  5]  14.00-15.00  sec  11.3 MBytes  94873 Kbits/sec   20    105 KBytes       
[  5]  15.00-16.00  sec  11.5 MBytes  96436 Kbits/sec   10    127 KBytes       
[  5]  16.00-17.00  sec  11.2 MBytes  93830 Kbits/sec   10    147 KBytes       
[  5]  17.00-18.00  sec  11.5 MBytes  96437 Kbits/sec   20    126 KBytes       
[  5]  18.00-19.00  sec  11.2 MBytes  94350 Kbits/sec   10    146 KBytes       
[  5]  19.00-20.00  sec  11.6 MBytes  97480 Kbits/sec   15    123 KBytes       
[  5]  20.00-21.00  sec  11.2 MBytes  93831 Kbits/sec    5    143 KBytes       
[  5]  21.00-22.00  sec  11.6 MBytes  97480 Kbits/sec   20    120 KBytes       
[  5]  22.00-23.00  sec  11.2 MBytes  93830 Kbits/sec   10    140 KBytes       
[  5]  23.00-24.00  sec  11.5 MBytes  96437 Kbits/sec   15    116 KBytes       
[  5]  24.00-25.00  sec  11.5 MBytes  96437 Kbits/sec   10    137 KBytes       
[  5]  25.00-26.00  sec  11.5 MBytes  96425 Kbits/sec   15    113 KBytes       
[  5]  26.00-27.00  sec  11.2 MBytes  94363 Kbits/sec    5    136 KBytes       
