Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 33302 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  2.11 MBytes  17709 Kbits/sec    0    321 KBytes       
[  5]   1.00-2.00   sec  7.24 MBytes  60764 Kbits/sec  832   2.86 MBytes       
[  5]   2.00-3.00   sec  8.75 MBytes  73410 Kbits/sec  1742   3.55 MBytes       
[  5]   3.00-4.00   sec  8.75 MBytes  73389 Kbits/sec  275   2.00 MBytes       
[  5]   4.00-5.00   sec  11.2 MBytes  94381 Kbits/sec   27   2.06 MBytes       
[  5]   5.00-6.00   sec  11.2 MBytes  94331 Kbits/sec  243   3.52 MBytes       
[  5]   6.00-7.00   sec  10.0 MBytes  83930 Kbits/sec  275   3.49 MBytes       
[  5]   7.00-8.00   sec  10.0 MBytes  83886 Kbits/sec  270   3.50 MBytes       
[  5]   8.00-9.00   sec  10.0 MBytes  83883 Kbits/sec  270   3.50 MBytes       
[  5]   9.00-10.00  sec  10.0 MBytes  83885 Kbits/sec  270   3.50 MBytes       
[  5]  10.00-11.00  sec  10.0 MBytes  83887 Kbits/sec  270   2.26 MBytes       
[  5]  11.00-12.00  sec  11.2 MBytes  94370 Kbits/sec    4   5.66 KBytes       
[  5]  12.00-13.00  sec  5.00 MBytes  41944 Kbits/sec  338   2.26 MBytes       
[  5]  13.00-14.00  sec  11.2 MBytes  94372 Kbits/sec  111   1.96 MBytes       
[  5]  14.00-15.00  sec  10.0 MBytes  83884 Kbits/sec  164   3.50 MBytes       
[  5]  15.00-16.00  sec  10.0 MBytes  83888 Kbits/sec  270   3.50 MBytes       
[  5]  16.00-17.00  sec  10.0 MBytes  83880 Kbits/sec  270   3.50 MBytes       
[  5]  17.00-18.00  sec  11.2 MBytes  94379 Kbits/sec  280   3.50 MBytes       
[  5]  18.00-19.00  sec  10.0 MBytes  83885 Kbits/sec  270   3.50 MBytes       
[  5]  19.00-20.00  sec  10.0 MBytes  83887 Kbits/sec  270   2.54 MBytes       
[  5]  20.00-21.00  sec  10.0 MBytes  83880 Kbits/sec  144   1.88 MBytes       
[  5]  21.00-22.00  sec  11.2 MBytes  94380 Kbits/sec  126   3.51 MBytes       
[  5]  22.00-23.00  sec  6.25 MBytes  52428 Kbits/sec  275   3.49 MBytes       
[  5]  23.00-24.00  sec  10.0 MBytes  83887 Kbits/sec  270   3.50 MBytes       
[  5]  24.00-25.00  sec  10.0 MBytes  83885 Kbits/sec  275   3.50 MBytes       
[  5]  25.00-26.00  sec  10.0 MBytes  83884 Kbits/sec  270   3.46 MBytes       
[  5]  26.00-27.00  sec  10.0 MBytes  83888 Kbits/sec  275   2.12 MBytes       
