Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 56498 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  30.5 MBytes  255547 Kbits/sec  2120    438 KBytes       
[  5]   1.00-2.00   sec  28.8 MBytes  241177 Kbits/sec  1702    464 KBytes       
[  5]   2.00-3.00   sec  28.8 MBytes  241171 Kbits/sec  1816    267 KBytes       
[  5]   3.00-4.00   sec  28.8 MBytes  241172 Kbits/sec  1644    441 KBytes       
[  5]   4.00-5.00   sec  28.8 MBytes  241173 Kbits/sec  1888    240 KBytes       
[  5]   5.00-6.00   sec  27.5 MBytes  230686 Kbits/sec  1866    253 KBytes       
[  5]   6.00-7.00   sec  28.8 MBytes  241171 Kbits/sec  1663    444 KBytes       
[  5]   7.00-8.00   sec  28.8 MBytes  241174 Kbits/sec  1753    452 KBytes       
[  5]   8.00-9.00   sec  28.8 MBytes  241173 Kbits/sec  1672    262 KBytes       
[  5]   9.00-10.00  sec  28.8 MBytes  241172 Kbits/sec  1674    366 KBytes       
[  5]  10.00-11.00  sec  22.5 MBytes  188740 Kbits/sec  1354    284 KBytes       
[  5]  11.00-12.00  sec  28.8 MBytes  241185 Kbits/sec  1532    255 KBytes       
[  5]  12.00-13.00  sec  27.5 MBytes  230678 Kbits/sec  1639    484 KBytes       
[  5]  13.00-14.00  sec  28.8 MBytes  241172 Kbits/sec  1686    481 KBytes       
[  5]  14.00-15.00  sec  28.8 MBytes  241173 Kbits/sec  1652    348 KBytes       
[  5]  15.00-16.00  sec  28.8 MBytes  241181 Kbits/sec  1769    253 KBytes       
[  5]  16.00-17.00  sec  28.8 MBytes  241168 Kbits/sec  1672    452 KBytes       
[  5]  17.00-18.00  sec  27.5 MBytes  230681 Kbits/sec  1679    255 KBytes       
[  5]  18.00-19.00  sec  28.8 MBytes  241173 Kbits/sec  1685    304 KBytes       
[  5]  19.00-20.00  sec  28.8 MBytes  241172 Kbits/sec  1648    452 KBytes       
[  5]  20.00-21.00  sec  22.5 MBytes  188743 Kbits/sec  1318    298 KBytes       
[  5]  21.00-22.00  sec  28.8 MBytes  241174 Kbits/sec  1823    223 KBytes       
[  5]  22.00-23.00  sec  28.8 MBytes  241173 Kbits/sec  1677    240 KBytes       
[  5]  23.00-24.00  sec  28.8 MBytes  241168 Kbits/sec  1717    262 KBytes       
[  5]  24.00-25.00  sec  27.5 MBytes  230689 Kbits/sec  1723    452 KBytes       
[  5]  25.00-26.00  sec  28.8 MBytes  241174 Kbits/sec  1725    444 KBytes       
[  5]  26.00-27.00  sec  28.8 MBytes  241174 Kbits/sec  1676    461 KBytes       
[  5]  27.00-28.00  sec  28.8 MBytes  241167 Kbits/sec  1802    447 KBytes       
[  5]  28.00-29.00  sec  28.8 MBytes  241181 Kbits/sec  1558    458 KBytes       
[  5]  29.00-30.00  sec  27.5 MBytes  230683 Kbits/sec  1689    474 KBytes       
[  5]  30.00-31.00  sec  28.8 MBytes  241173 Kbits/sec  1747    223 KBytes       
[  5]  31.00-32.00  sec  26.2 MBytes  220186 Kbits/sec  1707   5.66 KBytes       
[  5]  32.00-33.00  sec  25.0 MBytes  209729 Kbits/sec  1491    387 KBytes       
[  5]  33.00-34.00  sec  27.5 MBytes  230687 Kbits/sec  1567    223 KBytes       
[  5]  34.00-35.00  sec  28.8 MBytes  241175 Kbits/sec  1766    452 KBytes       
[  5]  35.00-36.00  sec  28.8 MBytes  241168 Kbits/sec  1592    447 KBytes       
[  5]  36.00-37.00  sec  28.8 MBytes  241175 Kbits/sec  1617    223 KBytes       
[  5]  37.00-38.00  sec  28.8 MBytes  241172 Kbits/sec  1642    259 KBytes       
[  5]  38.00-39.00  sec  28.8 MBytes  241172 Kbits/sec  1748    467 KBytes       
[  5]  39.00-40.00  sec  27.5 MBytes  230687 Kbits/sec  1660    253 KBytes       
[  5]  40.00-41.00  sec  28.8 MBytes  241172 Kbits/sec  1763    464 KBytes       
[  5]  41.00-42.00  sec  28.8 MBytes  241173 Kbits/sec  1706    444 KBytes       
[  5]  42.00-43.00  sec  22.5 MBytes  188743 Kbits/sec  1247    458 KBytes       
[  5]  43.00-44.00  sec  28.8 MBytes  241172 Kbits/sec  1722    478 KBytes       
[  5]  44.00-45.00  sec  28.8 MBytes  241172 Kbits/sec  1740    462 KBytes       
