Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 38176 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  9.87 MBytes  82790 Kbits/sec  739   3.00 MBytes       
[  5]   1.00-2.00   sec  20.0 MBytes  167785 Kbits/sec  2485   4.48 MBytes       
[  5]   2.00-3.00   sec  23.8 MBytes  199220 Kbits/sec  825   2.67 MBytes       
[  5]   3.00-4.00   sec  26.2 MBytes  220202 Kbits/sec  350   4.52 MBytes       
[  5]   4.00-5.00   sec  23.8 MBytes  199243 Kbits/sec  757   4.51 MBytes       
[  5]   5.00-6.00   sec  23.8 MBytes  199220 Kbits/sec  835   4.51 MBytes       
[  5]   6.00-7.00   sec  25.0 MBytes  209710 Kbits/sec  762   4.50 MBytes       
[  5]   7.00-8.00   sec  25.0 MBytes  209716 Kbits/sec  485   2.57 MBytes       
[  5]   8.00-9.00   sec  25.0 MBytes  209710 Kbits/sec  670   4.50 MBytes       
[  5]   9.00-10.00  sec  23.8 MBytes  199233 Kbits/sec  794   4.50 MBytes       
[  5]  10.00-11.00  sec  23.8 MBytes  199229 Kbits/sec  753   4.51 MBytes       
[  5]  11.00-12.00  sec  20.0 MBytes  167774 Kbits/sec    0   4.49 MBytes       
[  5]  12.00-13.00  sec  23.8 MBytes  199228 Kbits/sec  767   4.50 MBytes       
[  5]  13.00-14.00  sec  23.8 MBytes  199232 Kbits/sec  800   4.50 MBytes       
[  5]  14.00-15.00  sec  25.0 MBytes  209710 Kbits/sec  737   2.74 MBytes       
[  5]  15.00-16.00  sec  25.0 MBytes  209719 Kbits/sec  375   4.53 MBytes       
[  5]  16.00-17.00  sec  25.0 MBytes  209715 Kbits/sec  811   4.51 MBytes       
[  5]  17.00-18.00  sec  23.8 MBytes  199231 Kbits/sec  776   4.51 MBytes       
[  5]  18.00-19.00  sec  25.0 MBytes  209710 Kbits/sec  710   2.88 MBytes       
[  5]  19.00-20.00  sec  25.0 MBytes  209716 Kbits/sec  411   4.52 MBytes       
[  5]  20.00-21.00  sec  23.8 MBytes  199233 Kbits/sec  783   4.50 MBytes       
[  5]  21.00-22.00  sec  23.8 MBytes  199226 Kbits/sec  714   4.50 MBytes       
[  5]  22.00-23.00  sec  18.8 MBytes  157287 Kbits/sec  425   4.50 MBytes       
[  5]  23.00-24.00  sec  23.8 MBytes  199226 Kbits/sec  770   4.50 MBytes       
[  5]  24.00-25.00  sec  23.8 MBytes  199227 Kbits/sec  744   2.89 MBytes       
[  5]  25.00-26.00  sec  26.2 MBytes  220210 Kbits/sec  392   4.47 MBytes       
[  5]  26.00-27.00  sec  23.8 MBytes  199230 Kbits/sec  815   4.51 MBytes       
[  5]  27.00-28.00  sec  25.0 MBytes  209713 Kbits/sec  807   4.51 MBytes       
[  5]  28.00-29.00  sec  23.8 MBytes  199235 Kbits/sec  728   4.50 MBytes       
[  5]  29.00-30.00  sec  25.0 MBytes  209706 Kbits/sec  523   2.55 MBytes       
[  5]  30.00-31.00  sec  25.0 MBytes  209720 Kbits/sec  677   4.50 MBytes       
[  5]  31.00-32.00  sec  23.8 MBytes  199229 Kbits/sec  800   4.50 MBytes       
[  5]  32.00-33.00  sec  20.0 MBytes  167734 Kbits/sec  386   4.46 MBytes       
[  5]  33.00-34.00  sec  22.5 MBytes  188781 Kbits/sec  801   2.74 MBytes       
[  5]  34.00-35.00  sec  26.2 MBytes  220209 Kbits/sec  396   2.66 MBytes       
[  5]  35.00-36.00  sec  23.8 MBytes  199234 Kbits/sec  707   4.50 MBytes       
[  5]  36.00-37.00  sec  23.8 MBytes  199224 Kbits/sec  818   4.50 MBytes       
[  5]  37.00-38.00  sec  25.0 MBytes  209716 Kbits/sec  767   4.48 MBytes       
[  5]  38.00-39.00  sec  25.0 MBytes  209712 Kbits/sec  501   2.53 MBytes       
[  5]  39.00-40.00  sec  25.0 MBytes  209658 Kbits/sec  645   4.50 MBytes       
[  5]  40.00-41.00  sec  23.8 MBytes  199275 Kbits/sec  826   4.50 MBytes       
[  5]  41.00-42.00  sec  23.8 MBytes  199237 Kbits/sec  777   4.50 MBytes       
[  5]  42.00-43.00  sec  25.0 MBytes  209715 Kbits/sec  592   2.46 MBytes       
[  5]  43.00-44.00  sec  18.8 MBytes  157289 Kbits/sec  218   2.62 MBytes       
[  5]  44.00-45.00  sec  23.8 MBytes  199233 Kbits/sec  675   4.49 MBytes       
