Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 38176 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  9.87 MBytes  82790 Kbits/sec  739   3.00 MBytes       
[  5]  45.00-46.00  sec  25.0 MBytes  209720 Kbits/sec  806   4.50 MBytes       
[  5]  46.00-47.00  sec  23.8 MBytes  199216 Kbits/sec  713   4.48 MBytes       
[  5]  47.00-48.00  sec  25.0 MBytes  209720 Kbits/sec  475   2.63 MBytes       
[  5]  48.00-49.00  sec  25.0 MBytes  209717 Kbits/sec  678   4.50 MBytes       
[  5]  49.00-50.00  sec  23.8 MBytes  199220 Kbits/sec  727   4.51 MBytes       
[  5]  50.00-51.00  sec  23.8 MBytes  199237 Kbits/sec  740   4.50 MBytes       
[  5]  51.00-52.00  sec  25.0 MBytes  209710 Kbits/sec  679   2.41 MBytes       
[  5]  52.00-53.00  sec  25.0 MBytes  209728 Kbits/sec  523   4.53 MBytes       
[  5]  53.00-54.00  sec  25.0 MBytes  209711 Kbits/sec  750   4.49 MBytes       
[  5]  54.00-55.00  sec  17.5 MBytes  146801 Kbits/sec  404   4.50 MBytes       
[  5]  55.00-56.00  sec  23.8 MBytes  199225 Kbits/sec  772   4.50 MBytes       
[  5]  56.00-57.00  sec  23.8 MBytes  199234 Kbits/sec  725   4.50 MBytes       
[  5]  57.00-58.00  sec  25.0 MBytes  209706 Kbits/sec  632   2.43 MBytes       
[  5]  58.00-59.00  sec  25.0 MBytes  209725 Kbits/sec  560   4.50 MBytes       
[  5]  59.00-60.00  sec  25.0 MBytes  209715 Kbits/sec  762   4.50 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-60.00  sec  1.39 GBytes  198512 Kbits/sec  41075             sender
[  5]   0.00-60.08  sec  1.39 GBytes  198056 Kbits/sec                  receiver

iperf Done.
