Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 34560 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  16.1 MBytes  134691 Kbits/sec  2487   2.01 MBytes       
[  5]  23.00-24.00  sec  27.5 MBytes  230696 Kbits/sec  526   3.09 MBytes       
[  5]  24.00-25.00  sec  27.5 MBytes  230674 Kbits/sec  877   3.07 MBytes       
[  5]  25.00-26.00  sec  25.0 MBytes  209712 Kbits/sec  839   1.49 MBytes       
[  5]  26.00-27.00  sec  28.8 MBytes  241174 Kbits/sec  602   3.07 MBytes       
[  5]  27.00-28.00  sec  26.2 MBytes  220210 Kbits/sec  824   3.08 MBytes       
[  5]  28.00-29.00  sec  26.2 MBytes  220198 Kbits/sec  561   3.07 MBytes       
[  5]  29.00-30.00  sec  25.0 MBytes  209718 Kbits/sec  870   3.06 MBytes       
[  5]  30.00-31.00  sec  26.2 MBytes  220201 Kbits/sec  590   3.10 MBytes       
[  5]  31.00-32.00  sec  18.8 MBytes  157287 Kbits/sec  275   3.06 MBytes       
[  5]  32.00-33.00  sec  25.0 MBytes  209710 Kbits/sec  864   3.08 MBytes       
[  5]  33.00-34.00  sec  26.2 MBytes  220210 Kbits/sec  473   1.73 MBytes       
[  5]  34.00-35.00  sec  26.2 MBytes  220195 Kbits/sec  775   3.08 MBytes       
[  5]  35.00-36.00  sec  25.0 MBytes  209713 Kbits/sec  711   1.61 MBytes       
[  5]  36.00-37.00  sec  26.2 MBytes  220204 Kbits/sec  713   3.07 MBytes       
[  5]  37.00-38.00  sec  25.0 MBytes  209704 Kbits/sec  873   1.39 MBytes       
[  5]  38.00-39.00  sec  27.5 MBytes  230696 Kbits/sec  564   3.07 MBytes       
[  5]  39.00-40.00  sec  23.8 MBytes  199219 Kbits/sec  845   1.91 MBytes       
[  5]  40.00-41.00  sec  27.5 MBytes  230707 Kbits/sec  555   3.07 MBytes       
[  5]  41.00-42.00  sec  25.0 MBytes  209707 Kbits/sec  685   3.08 MBytes       
[  5]  42.00-43.00  sec  20.0 MBytes  167772 Kbits/sec  575   3.08 MBytes       
[  5]  43.00-44.00  sec  26.2 MBytes  220210 Kbits/sec  482   3.10 MBytes       
[  5]  44.00-45.00  sec  25.0 MBytes  209715 Kbits/sec  827   3.08 MBytes       
[  5]  45.00-46.00  sec  26.2 MBytes  220196 Kbits/sec  581   3.05 MBytes       
[  5]  46.00-47.00  sec  25.0 MBytes  209707 Kbits/sec  869   3.07 MBytes       
[  5]  47.00-48.00  sec  26.2 MBytes  220206 Kbits/sec  588   1.76 MBytes       
[  5]  48.00-49.00  sec  26.2 MBytes  220206 Kbits/sec  826   3.08 MBytes       
[  5]  49.00-50.00  sec  25.0 MBytes  209711 Kbits/sec  705   1.61 MBytes       
[  5]  50.00-51.00  sec  26.2 MBytes  220214 Kbits/sec  739   3.08 MBytes       
[  5]  51.00-52.00  sec  25.0 MBytes  209698 Kbits/sec  847   1.51 MBytes       
[  5]  52.00-53.00  sec  20.0 MBytes  167777 Kbits/sec  584   3.07 MBytes       
[  5]  53.00-54.00  sec  26.2 MBytes  220201 Kbits/sec  556   3.07 MBytes       
[  5]  54.00-55.00  sec  25.0 MBytes  209715 Kbits/sec  675   3.07 MBytes       
[  5]  55.00-56.00  sec  26.2 MBytes  220201 Kbits/sec  579   3.10 MBytes       
[  5]  56.00-57.00  sec  25.0 MBytes  209716 Kbits/sec  864   3.07 MBytes       
[  5]  57.00-58.00  sec  26.2 MBytes  220200 Kbits/sec  566   3.09 MBytes       
[  5]  58.00-59.00  sec  26.2 MBytes  220208 Kbits/sec  875   3.08 MBytes       
[  5]  59.00-60.00  sec  26.2 MBytes  220188 Kbits/sec  600   3.06 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-60.00  sec  1.50 GBytes  214756 Kbits/sec  43081             sender
[  5]   0.00-60.05  sec  1.50 GBytes  214039 Kbits/sec                  receiver

iperf Done.
