Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 34560 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  16.1 MBytes  134691 Kbits/sec  2487   2.01 MBytes       
[  5]   1.00-2.00   sec  28.8 MBytes  241178 Kbits/sec  550   3.08 MBytes       
[  5]   2.00-3.00   sec  26.2 MBytes  220205 Kbits/sec  807   3.08 MBytes       
[  5]   3.00-4.00   sec  27.5 MBytes  230692 Kbits/sec  550   3.09 MBytes       
[  5]   4.00-5.00   sec  26.2 MBytes  220186 Kbits/sec  795   3.07 MBytes       
[  5]   5.00-6.00   sec  26.2 MBytes  220207 Kbits/sec  667   2.06 MBytes       
[  5]   6.00-7.00   sec  27.5 MBytes  230691 Kbits/sec  586   3.07 MBytes       
[  5]   7.00-8.00   sec  26.2 MBytes  220198 Kbits/sec  867   3.07 MBytes       
[  5]   8.00-9.00   sec  27.5 MBytes  230690 Kbits/sec  562   3.10 MBytes       
[  5]   9.00-10.00  sec  27.5 MBytes  230686 Kbits/sec  854   3.07 MBytes       
[  5]  10.00-11.00  sec  18.8 MBytes  157285 Kbits/sec  682   1.71 MBytes       
[  5]  11.00-12.00  sec  27.5 MBytes  230685 Kbits/sec  655   3.07 MBytes       
[  5]  12.00-13.00  sec  26.2 MBytes  220206 Kbits/sec  776   1.81 MBytes       
[  5]  13.00-14.00  sec  27.5 MBytes  230686 Kbits/sec  578   3.07 MBytes       
[  5]  14.00-15.00  sec  27.5 MBytes  230687 Kbits/sec  845   3.08 MBytes       
[  5]  15.00-16.00  sec  26.2 MBytes  220206 Kbits/sec  501   3.07 MBytes       
[  5]  16.00-17.00  sec  27.5 MBytes  230677 Kbits/sec  843   3.08 MBytes       
[  5]  17.00-18.00  sec  26.2 MBytes  220205 Kbits/sec  827   1.80 MBytes       
[  5]  18.00-19.00  sec  27.5 MBytes  230688 Kbits/sec  543   3.08 MBytes       
[  5]  19.00-20.00  sec  26.2 MBytes  220196 Kbits/sec  716   3.08 MBytes       
[  5]  20.00-21.00  sec  23.8 MBytes  199208 Kbits/sec  577   5.66 KBytes       
[  5]  21.00-22.00  sec  23.8 MBytes  199255 Kbits/sec  570   3.07 MBytes       
[  5]  22.00-23.00  sec  26.2 MBytes  220197 Kbits/sec  883   3.08 MBytes       
