Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 55080 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  2.11 MBytes  17709 Kbits/sec    0    321 KBytes       
[  5]   1.00-2.00   sec  7.24 MBytes  60764 Kbits/sec  788   2.76 MBytes       
[  5]   2.00-3.00   sec  8.75 MBytes  73408 Kbits/sec  1512   3.53 MBytes       
[  5]   3.00-4.00   sec  10.0 MBytes  83891 Kbits/sec  261   3.50 MBytes       
[  5]   4.00-5.00   sec  10.0 MBytes  83883 Kbits/sec  280   3.50 MBytes       
[  5]   5.00-6.00   sec  10.0 MBytes  83887 Kbits/sec  275   2.54 MBytes       
[  5]   6.00-7.00   sec  10.0 MBytes  83874 Kbits/sec  233   1.78 MBytes       
[  5]   7.00-8.00   sec  11.2 MBytes  94383 Kbits/sec   37   3.51 MBytes       
[  5]   8.00-9.00   sec  10.0 MBytes  83886 Kbits/sec  270   3.49 MBytes       
[  5]   9.00-10.00  sec  10.0 MBytes  83885 Kbits/sec  270   3.50 MBytes       
[  5]  10.00-11.00  sec  10.0 MBytes  83885 Kbits/sec  280   3.50 MBytes       
[  5]  11.00-12.00  sec  11.2 MBytes  94375 Kbits/sec  270   5.66 KBytes       
[  5]  12.00-13.00  sec  6.25 MBytes  52429 Kbits/sec    0   3.51 MBytes       
[  5]  13.00-14.00  sec  10.0 MBytes  83887 Kbits/sec  265   3.50 MBytes       
[  5]  14.00-15.00  sec  10.0 MBytes  83886 Kbits/sec  280   3.50 MBytes       
[  5]  15.00-16.00  sec  10.0 MBytes  83884 Kbits/sec  270   2.74 MBytes       
[  5]  16.00-17.00  sec  10.0 MBytes  83877 Kbits/sec  235   1.79 MBytes       
[  5]  17.00-18.00  sec  11.2 MBytes  94383 Kbits/sec   40   3.50 MBytes       
[  5]  18.00-19.00  sec  10.0 MBytes  83886 Kbits/sec  270   3.50 MBytes       
[  5]  19.00-20.00  sec  10.0 MBytes  83883 Kbits/sec  270   3.50 MBytes       
[  5]  20.00-21.00  sec  10.0 MBytes  83889 Kbits/sec  280   3.50 MBytes       
[  5]  21.00-22.00  sec  10.0 MBytes  83874 Kbits/sec  270   3.50 MBytes       
[  5]  22.00-23.00  sec  11.2 MBytes  94385 Kbits/sec  270   3.49 MBytes       
[  5]  23.00-24.00  sec  7.50 MBytes  62894 Kbits/sec    0   5.66 KBytes       
[  5]  24.00-25.00  sec  8.75 MBytes  73423 Kbits/sec  267   3.50 MBytes       
[  5]  25.00-26.00  sec  10.0 MBytes  83887 Kbits/sec  275   3.49 MBytes       
[  5]  26.00-27.00  sec  8.75 MBytes  73385 Kbits/sec  270   1.84 MBytes       
[  5]  27.00-28.00  sec  12.5 MBytes  104877 Kbits/sec   10   2.11 MBytes       
[  5]  28.00-29.00  sec  10.0 MBytes  83886 Kbits/sec  270   3.50 MBytes       
[  5]  29.00-30.00  sec  10.0 MBytes  83885 Kbits/sec  270   3.51 MBytes       
[  5]  30.00-31.00  sec  10.0 MBytes  83888 Kbits/sec  280   3.50 MBytes       
[  5]  31.00-32.00  sec  10.0 MBytes  83884 Kbits/sec  280   3.50 MBytes       
[  5]  32.00-33.00  sec  11.2 MBytes  94373 Kbits/sec  270   3.50 MBytes       
[  5]  33.00-34.00  sec  8.75 MBytes  73390 Kbits/sec  280   2.07 MBytes       
[  5]  34.00-35.00  sec  10.0 MBytes  83883 Kbits/sec    0   5.66 KBytes       
[  5]  35.00-36.00  sec  7.50 MBytes  62928 Kbits/sec  270   3.50 MBytes       
[  5]  36.00-37.00  sec  10.0 MBytes  83881 Kbits/sec  280   3.50 MBytes       
[  5]  37.00-38.00  sec  10.0 MBytes  83888 Kbits/sec  270   2.28 MBytes       
[  5]  38.00-39.00  sec  10.0 MBytes  83879 Kbits/sec  110   1.97 MBytes       
[  5]  39.00-40.00  sec  11.2 MBytes  94385 Kbits/sec  170   3.50 MBytes       
[  5]  40.00-41.00  sec  10.0 MBytes  83884 Kbits/sec  270   3.50 MBytes       
[  5]  41.00-42.00  sec  10.0 MBytes  83886 Kbits/sec  280   3.50 MBytes       
[  5]  42.00-43.00  sec  10.0 MBytes  83884 Kbits/sec  270   3.51 MBytes       
[  5]  43.00-44.00  sec  10.0 MBytes  83885 Kbits/sec  280   3.51 MBytes       
[  5]  44.00-45.00  sec  10.0 MBytes  83886 Kbits/sec  270   2.59 MBytes       
[  5]  45.00-46.00  sec  10.0 MBytes  83871 Kbits/sec    0   5.66 KBytes       
[  5]  46.00-47.00  sec  6.25 MBytes  52430 Kbits/sec  261   1.73 MBytes       
[  5]  47.00-48.00  sec  12.5 MBytes  104878 Kbits/sec    0   3.50 MBytes       
[  5]  48.00-49.00  sec  10.0 MBytes  83886 Kbits/sec  270   3.52 MBytes       
[  5]  49.00-50.00  sec  10.0 MBytes  83886 Kbits/sec  278   3.49 MBytes       
[  5]  50.00-51.00  sec  10.0 MBytes  83886 Kbits/sec  270   3.50 MBytes       
[  5]  51.00-52.00  sec  10.0 MBytes  83885 Kbits/sec  270   3.50 MBytes       
[  5]  52.00-53.00  sec  11.2 MBytes  94369 Kbits/sec  266   3.48 MBytes       
[  5]  53.00-54.00  sec  8.75 MBytes  73392 Kbits/sec  274   1.86 MBytes       
[  5]  54.00-55.00  sec  11.2 MBytes  94383 Kbits/sec    5   2.09 MBytes       
[  5]  55.00-56.00  sec  10.0 MBytes  83889 Kbits/sec  265   3.52 MBytes       
[  5]  56.00-57.00  sec  10.0 MBytes  83882 Kbits/sec  280   3.49 MBytes       
[  5]  57.00-58.00  sec  6.25 MBytes  52429 Kbits/sec   72   1.98 MBytes       
[  5]  58.00-59.00  sec  11.2 MBytes  94381 Kbits/sec  189   3.51 MBytes       
[  5]  59.00-60.00  sec  10.0 MBytes  83878 Kbits/sec  270   3.49 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-60.00  sec   583 MBytes  81524 Kbits/sec  14838             sender
[  5]   0.00-60.15  sec   581 MBytes  81058 Kbits/sec                  receiver

iperf Done.
