Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 50006 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  14.8 MBytes  124208 Kbits/sec  2300   1.69 MBytes       
[  5]  47.00-48.00  sec  27.5 MBytes  230697 Kbits/sec  578   3.08 MBytes       
[  5]  48.00-49.00  sec  25.0 MBytes  209710 Kbits/sec  729   2.43 MBytes       
[  5]  49.00-50.00  sec  26.2 MBytes  220199 Kbits/sec  497   3.07 MBytes       
[  5]  50.00-51.00  sec  25.0 MBytes  209722 Kbits/sec  840   3.08 MBytes       
[  5]  51.00-52.00  sec  26.2 MBytes  220201 Kbits/sec  578   3.07 MBytes       
[  5]  52.00-53.00  sec  20.0 MBytes  167773 Kbits/sec  585   3.05 MBytes       
[  5]  53.00-54.00  sec  25.0 MBytes  209702 Kbits/sec  724   3.07 MBytes       
[  5]  54.00-55.00  sec  26.2 MBytes  220209 Kbits/sec  567   3.05 MBytes       
[  5]  55.00-56.00  sec  25.0 MBytes  209716 Kbits/sec  832   3.07 MBytes       
[  5]  56.00-57.00  sec  25.0 MBytes  209710 Kbits/sec  664   1.71 MBytes       
[  5]  57.00-58.00  sec  26.2 MBytes  220211 Kbits/sec  769   3.07 MBytes       
[  5]  58.00-59.00  sec  25.0 MBytes  209699 Kbits/sec  789   1.55 MBytes       
[  5]  59.00-60.00  sec  27.5 MBytes  230690 Kbits/sec  672   3.07 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-60.00  sec  1.47 GBytes  210037 Kbits/sec  43002             sender
[  5]   0.00-60.05  sec  1.47 GBytes  209564 Kbits/sec                  receiver

iperf Done.
