Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 59392 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  2.52 MBytes  21115 Kbits/sec    0    321 KBytes       
[  5]   1.00-2.00   sec  4.93 MBytes  41359 Kbits/sec  972   1.80 MBytes       
[  5]   2.00-3.00   sec  6.25 MBytes  52431 Kbits/sec  110   1.78 MBytes       
[  5]   3.00-4.00   sec  5.00 MBytes  41941 Kbits/sec  108   1.75 MBytes       
[  5]   4.00-5.00   sec  5.00 MBytes  41940 Kbits/sec  100   1.20 MBytes       
[  5]   5.00-6.00   sec  6.25 MBytes  52432 Kbits/sec   40    967 KBytes       
[  5]   6.00-7.00   sec  6.25 MBytes  52433 Kbits/sec   65   1.74 MBytes       
[  5]   7.00-8.00   sec  5.00 MBytes  41942 Kbits/sec   98   1.75 MBytes       
[  5]   8.00-9.00   sec  6.25 MBytes  52430 Kbits/sec  100   1.75 MBytes       
[  5]   9.00-10.00  sec  5.00 MBytes  41942 Kbits/sec  105   1.75 MBytes       
[  5]  10.00-11.00  sec  5.00 MBytes  41943 Kbits/sec  100   1.75 MBytes       
[  5]  11.00-12.00  sec  5.00 MBytes  41932 Kbits/sec   12   5.66 KBytes       
[  5]  12.00-13.00  sec  3.75 MBytes  31464 Kbits/sec   88   1.74 MBytes       
[  5]  13.00-14.00  sec  6.25 MBytes  52428 Kbits/sec  100   1.75 MBytes       
[  5]  14.00-15.00  sec  5.00 MBytes  41940 Kbits/sec  105   1.75 MBytes       
[  5]  15.00-16.00  sec  6.25 MBytes  52438 Kbits/sec   98   1.75 MBytes       
[  5]  16.00-17.00  sec  5.00 MBytes  41941 Kbits/sec  100    871 KBytes       
[  5]  17.00-18.00  sec  6.25 MBytes  52429 Kbits/sec    0   1.74 MBytes       
[  5]  18.00-19.00  sec  5.00 MBytes  41938 Kbits/sec  100   1.75 MBytes       
[  5]  19.00-20.00  sec  6.25 MBytes  52437 Kbits/sec  100   1.75 MBytes       
[  5]  20.00-21.00  sec  5.00 MBytes  41937 Kbits/sec  100   1.75 MBytes       
[  5]  21.00-22.00  sec  6.25 MBytes  52435 Kbits/sec  105   1.75 MBytes       
[  5]  22.00-23.00  sec  2.50 MBytes  20959 Kbits/sec    0   1.74 MBytes       
[  5]  23.00-24.00  sec  5.00 MBytes  41958 Kbits/sec   94   1.15 MBytes       
[  5]  24.00-25.00  sec  6.25 MBytes  52437 Kbits/sec   38    963 KBytes       
[  5]  25.00-26.00  sec  6.25 MBytes  52435 Kbits/sec   67   1.74 MBytes       
[  5]  26.00-27.00  sec  5.00 MBytes  41937 Kbits/sec   98   1.75 MBytes       
[  5]  27.00-28.00  sec  6.25 MBytes  52436 Kbits/sec  105   1.74 MBytes       
[  5]  28.00-29.00  sec  5.00 MBytes  41938 Kbits/sec   98   1.75 MBytes       
[  5]  29.00-30.00  sec  6.25 MBytes  52434 Kbits/sec  105   1.75 MBytes       
[  5]  30.00-31.00  sec  5.00 MBytes  41939 Kbits/sec  100    868 KBytes       
[  5]  31.00-32.00  sec  6.25 MBytes  52433 Kbits/sec    0   1.73 MBytes       
[  5]  32.00-33.00  sec  5.00 MBytes  41940 Kbits/sec  100   1.75 MBytes       
[  5]  33.00-34.00  sec  6.25 MBytes  52432 Kbits/sec  100   5.66 KBytes       
[  5]  34.00-35.00  sec  2.50 MBytes  20970 Kbits/sec    0   1.73 MBytes       
[  5]  35.00-36.00  sec  6.25 MBytes  52430 Kbits/sec   96   1.75 MBytes       
[  5]  36.00-37.00  sec  5.00 MBytes  41941 Kbits/sec  105   1.74 MBytes       
[  5]  37.00-38.00  sec  5.00 MBytes  41940 Kbits/sec  100   1.75 MBytes       
[  5]  38.00-39.00  sec  6.25 MBytes  52434 Kbits/sec  100   1.75 MBytes       
[  5]  39.00-40.00  sec  5.00 MBytes  41939 Kbits/sec  100   1.06 MBytes       
[  5]  40.00-41.00  sec  6.25 MBytes  52434 Kbits/sec   15    998 KBytes       
[  5]  41.00-42.00  sec  5.00 MBytes  41940 Kbits/sec   90   1.75 MBytes       
[  5]  42.00-43.00  sec  6.25 MBytes  52435 Kbits/sec   98   1.75 MBytes       
[  5]  43.00-44.00  sec  5.00 MBytes  41940 Kbits/sec  103   1.75 MBytes       
[  5]  44.00-45.00  sec  6.25 MBytes  52431 Kbits/sec  100   1.75 MBytes       
[  5]  45.00-46.00  sec  2.50 MBytes  20959 Kbits/sec   90    892 KBytes       
[  5]  46.00-47.00  sec  6.25 MBytes  52459 Kbits/sec   15   1.74 MBytes       
[  5]  47.00-48.00  sec  5.00 MBytes  41940 Kbits/sec  100   1.75 MBytes       
[  5]  48.00-49.00  sec  6.25 MBytes  52436 Kbits/sec  105   1.74 MBytes       
[  5]  49.00-50.00  sec  5.00 MBytes  41939 Kbits/sec  100   1.75 MBytes       
[  5]  50.00-51.00  sec  6.25 MBytes  52435 Kbits/sec  105   1.75 MBytes       
[  5]  51.00-52.00  sec  5.00 MBytes  41943 Kbits/sec   98    947 KBytes       
[  5]  52.00-53.00  sec  6.25 MBytes  52429 Kbits/sec    0   1.74 MBytes       
