Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 53384 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  13.0 MBytes  108779 Kbits/sec  298    119 KBytes       
[  5]   1.00-2.00   sec  11.5 MBytes  96437 Kbits/sec    0    119 KBytes       
[  5]   2.00-3.00   sec  11.4 MBytes  95394 Kbits/sec    0    119 KBytes       
[  5]   3.00-4.00   sec  11.3 MBytes  94873 Kbits/sec    0    119 KBytes       
[  5]   4.00-5.00   sec  11.4 MBytes  95394 Kbits/sec    0    119 KBytes       
[  5]   5.00-6.00   sec  10.6 MBytes  88618 Kbits/sec    0    119 KBytes       
[  5]   6.00-7.00   sec  11.5 MBytes  96437 Kbits/sec    0    119 KBytes       
[  5]   7.00-8.00   sec  11.3 MBytes  94873 Kbits/sec    0    119 KBytes       
[  5]   8.00-9.00   sec  11.4 MBytes  95915 Kbits/sec    0    139 KBytes       
[  5]   9.00-10.00  sec  11.4 MBytes  95916 Kbits/sec    0    119 KBytes       
[  5]  10.00-11.00  sec  9.76 MBytes  81841 Kbits/sec    0    119 KBytes       
[  5]  11.00-12.00  sec  11.6 MBytes  96958 Kbits/sec    0    119 KBytes       
[  5]  12.00-13.00  sec  11.4 MBytes  95394 Kbits/sec    0    119 KBytes       
[  5]  13.00-14.00  sec  11.4 MBytes  95394 Kbits/sec    0    119 KBytes       
[  5]  14.00-15.00  sec  11.4 MBytes  95915 Kbits/sec    0    119 KBytes       
[  5]  15.00-16.00  sec  9.82 MBytes  82362 Kbits/sec    0    119 KBytes       
[  5]  16.00-17.00  sec  11.5 MBytes  96438 Kbits/sec    0    119 KBytes       
[  5]  17.00-18.00  sec  11.6 MBytes  96958 Kbits/sec    0    119 KBytes       
[  5]  18.00-19.00  sec  11.4 MBytes  95916 Kbits/sec    0    119 KBytes       
[  5]  19.00-20.00  sec  11.4 MBytes  95915 Kbits/sec    0    119 KBytes       
[  5]  20.00-21.00  sec  10.6 MBytes  89133 Kbits/sec    0   32.5 KBytes       
[  5]  21.00-22.00  sec  10.6 MBytes  88621 Kbits/sec    0    119 KBytes       
[  5]  22.00-23.00  sec  11.4 MBytes  95916 Kbits/sec    0    119 KBytes       
[  5]  23.00-24.00  sec  11.5 MBytes  96437 Kbits/sec    0    119 KBytes       
[  5]  24.00-25.00  sec  11.6 MBytes  97480 Kbits/sec    0    119 KBytes       
[  5]  25.00-26.00  sec  11.6 MBytes  96958 Kbits/sec    0    119 KBytes       
[  5]  26.00-27.00  sec  9.76 MBytes  81839 Kbits/sec    0    119 KBytes       
[  5]  27.00-28.00  sec  11.6 MBytes  96959 Kbits/sec    0    119 KBytes       
[  5]  28.00-29.00  sec  11.4 MBytes  95394 Kbits/sec    0    119 KBytes       
[  5]  29.00-30.00  sec  11.4 MBytes  95916 Kbits/sec    0    119 KBytes       
[  5]  30.00-31.00  sec  11.6 MBytes  96956 Kbits/sec    0    119 KBytes       
[  5]  31.00-32.00  sec  10.7 MBytes  89662 Kbits/sec    0    119 KBytes       
