Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 54816 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  70.3 MBytes  589811 Kbits/sec  455   2.28 MBytes       
[  5]  43.00-44.00  sec  96.2 MBytes  807413 Kbits/sec    0   2.44 MBytes       
[  5]  44.00-45.00  sec  93.8 MBytes  786414 Kbits/sec  127   2.44 MBytes       
[  5]  45.00-46.00  sec  95.0 MBytes  796916 Kbits/sec    0   2.44 MBytes       
[  5]  46.00-47.00  sec  95.0 MBytes  796928 Kbits/sec   96   2.44 MBytes       
[  5]  47.00-48.00  sec  93.8 MBytes  786422 Kbits/sec   45   2.44 MBytes       
[  5]  48.00-49.00  sec  96.2 MBytes  807404 Kbits/sec    0   2.44 MBytes       
[  5]  49.00-50.00  sec  93.8 MBytes  786442 Kbits/sec  178   2.44 MBytes       
[  5]  50.00-51.00  sec  95.0 MBytes  796930 Kbits/sec    0   2.87 MBytes       
[  5]  51.00-52.00  sec  93.8 MBytes  786410 Kbits/sec  106   2.44 MBytes       
[  5]  52.00-53.00  sec  93.8 MBytes  786431 Kbits/sec  146   2.44 MBytes       
[  5]  53.00-54.00  sec  96.2 MBytes  807404 Kbits/sec    0   2.44 MBytes       
[  5]  54.00-55.00  sec  93.8 MBytes  786441 Kbits/sec   99   2.44 MBytes       
[  5]  55.00-56.00  sec  93.8 MBytes  786422 Kbits/sec  113   2.44 MBytes       
[  5]  56.00-57.00  sec  96.2 MBytes  807414 Kbits/sec    0   2.44 MBytes       
[  5]  57.00-58.00  sec  93.8 MBytes  786422 Kbits/sec   90   2.44 MBytes       
[  5]  58.00-59.00  sec  96.2 MBytes  807415 Kbits/sec    0   2.44 MBytes       
[  5]  59.00-60.00  sec  93.8 MBytes  786458 Kbits/sec  124   2.44 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-60.00  sec  5.52 GBytes  790146 Kbits/sec  4815             sender
[  5]   0.00-60.03  sec  5.52 GBytes  789612 Kbits/sec                  receiver

iperf Done.
