Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 54808 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  69.1 MBytes  579333 Kbits/sec  470   2.21 MBytes       
[  5]   1.00-2.00   sec  87.5 MBytes  734003 Kbits/sec    0   2.60 MBytes       
[  5]   2.00-3.00   sec  91.2 MBytes  765450 Kbits/sec  178   2.40 MBytes       
[  5]   3.00-4.00   sec  92.5 MBytes  775946 Kbits/sec   77   2.40 MBytes       
[  5]   4.00-5.00   sec  93.8 MBytes  786433 Kbits/sec    0   2.40 MBytes       
[  5]   5.00-6.00   sec  88.8 MBytes  744490 Kbits/sec  336   2.40 MBytes       
[  5]   6.00-7.00   sec  92.5 MBytes  775946 Kbits/sec    0   2.40 MBytes       
[  5]   7.00-8.00   sec  91.2 MBytes  765459 Kbits/sec  151   2.40 MBytes       
[  5]   8.00-9.00   sec  92.5 MBytes  775956 Kbits/sec   45   2.40 MBytes       
[  5]   9.00-10.00  sec  92.5 MBytes  775937 Kbits/sec    0   2.40 MBytes       
[  5]  10.00-11.00  sec  92.5 MBytes  775946 Kbits/sec   45   2.40 MBytes       
[  5]  11.00-12.00  sec  95.0 MBytes  796863 Kbits/sec    0   2.82 MBytes       
[  5]  12.00-13.00  sec  90.0 MBytes  755028 Kbits/sec  176   2.40 MBytes       
[  5]  13.00-14.00  sec  90.0 MBytes  754997 Kbits/sec  314   2.40 MBytes       
[  5]  14.00-15.00  sec  92.5 MBytes  775946 Kbits/sec    0   2.40 MBytes       
[  5]  15.00-16.00  sec  92.5 MBytes  775925 Kbits/sec  130   2.40 MBytes       
[  5]  16.00-17.00  sec  93.8 MBytes  786453 Kbits/sec    0   2.82 MBytes       
[  5]  17.00-18.00  sec  63.8 MBytes  534758 Kbits/sec  397   1.65 MBytes       
[  5]  18.00-19.00  sec  68.8 MBytes  576725 Kbits/sec    0   2.56 MBytes       
[  5]  19.00-20.00  sec  80.0 MBytes  671098 Kbits/sec  140   2.11 MBytes       
[  5]  20.00-21.00  sec  82.5 MBytes  692040 Kbits/sec  105   2.40 MBytes       
[  5]  21.00-22.00  sec  93.8 MBytes  786432 Kbits/sec    0   2.40 MBytes       
[  5]  22.00-23.00  sec  92.5 MBytes  775954 Kbits/sec   63   2.40 MBytes       
