Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 55796 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  6.93 MBytes  58088 Kbits/sec    0    136 KBytes       
[  5]   1.00-2.00   sec  5.59 MBytes  46916 Kbits/sec    0    132 KBytes       
[  5]   2.00-3.00   sec  5.59 MBytes  46913 Kbits/sec    0    132 KBytes       
[  5]   3.00-4.00   sec  6.21 MBytes  52131 Kbits/sec    0    132 KBytes       
[  5]   4.00-5.00   sec  5.59 MBytes  46915 Kbits/sec    0    133 KBytes       
[  5]   5.00-6.00   sec  4.97 MBytes  41701 Kbits/sec    0    133 KBytes       
[  5]   6.00-7.00   sec  5.59 MBytes  46916 Kbits/sec    0    133 KBytes       
[  5]   7.00-8.00   sec  5.59 MBytes  46914 Kbits/sec    0    132 KBytes       
[  5]   8.00-9.00   sec  6.21 MBytes  52132 Kbits/sec    0    132 KBytes       
[  5]   9.00-10.00  sec  5.59 MBytes  46915 Kbits/sec    0    130 KBytes       
[  5]  10.00-11.00  sec  4.97 MBytes  41701 Kbits/sec    0    132 KBytes       
[  5]  11.00-12.00  sec  5.59 MBytes  46915 Kbits/sec    0    130 KBytes       
[  5]  12.00-13.00  sec  5.59 MBytes  46915 Kbits/sec    0    130 KBytes       
[  5]  13.00-14.00  sec  5.59 MBytes  46913 Kbits/sec    0    130 KBytes       
[  5]  14.00-15.00  sec  6.21 MBytes  52130 Kbits/sec    0    130 KBytes       
[  5]  15.00-16.00  sec  5.59 MBytes  46916 Kbits/sec    0    132 KBytes       
[  5]  16.00-17.00  sec  5.59 MBytes  46914 Kbits/sec    0    132 KBytes       
[  5]  17.00-18.00  sec  5.59 MBytes  46910 Kbits/sec    0   31.1 KBytes       
[  5]  18.00-19.00  sec  4.97 MBytes  41706 Kbits/sec    0    130 KBytes       
[  5]  19.00-20.00  sec  5.59 MBytes  46915 Kbits/sec    0    132 KBytes       
[  5]  20.00-21.00  sec  6.21 MBytes  52129 Kbits/sec    0    132 KBytes       
[  5]  21.00-22.00  sec  5.59 MBytes  46915 Kbits/sec    0    132 KBytes       
[  5]  22.00-23.00  sec  5.59 MBytes  46916 Kbits/sec    0    130 KBytes       
[  5]  23.00-24.00  sec  4.97 MBytes  41696 Kbits/sec    0    130 KBytes       
[  5]  24.00-25.00  sec  5.59 MBytes  46919 Kbits/sec    0    132 KBytes       
[  5]  25.00-26.00  sec  5.59 MBytes  46914 Kbits/sec    0    130 KBytes       
[  5]  26.00-27.00  sec  6.21 MBytes  52131 Kbits/sec    0    133 KBytes       
[  5]  27.00-28.00  sec  5.59 MBytes  46915 Kbits/sec    0    133 KBytes       
[  5]  28.00-29.00  sec  4.97 MBytes  41702 Kbits/sec    0    132 KBytes       
