Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 53708 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  29.8 MBytes  249969 Kbits/sec  190    212 KBytes       
[  5]   1.00-2.00   sec  27.6 MBytes  231448 Kbits/sec   39    171 KBytes       
[  5]   2.00-3.00   sec  28.3 MBytes  237182 Kbits/sec   16    198 KBytes       
[  5]   3.00-4.00   sec  28.3 MBytes  237183 Kbits/sec   16    222 KBytes       
[  5]   4.00-5.00   sec  28.3 MBytes  237183 Kbits/sec   28    184 KBytes       
[  5]   5.00-6.00   sec  28.3 MBytes  237182 Kbits/sec   15    216 KBytes       
[  5]   6.00-7.00   sec  27.5 MBytes  230405 Kbits/sec   24    171 KBytes       
[  5]   7.00-8.00   sec  28.3 MBytes  237183 Kbits/sec   15    205 KBytes       
[  5]   8.00-9.00   sec  28.3 MBytes  237182 Kbits/sec   23    161 KBytes       
[  5]   9.00-10.00  sec  28.3 MBytes  237182 Kbits/sec   15    194 KBytes       
[  5]  10.00-11.00  sec  28.4 MBytes  238226 Kbits/sec   10    223 KBytes       
[  5]  11.00-12.00  sec  27.5 MBytes  230406 Kbits/sec   28    184 KBytes       
[  5]  12.00-13.00  sec  28.3 MBytes  237182 Kbits/sec   14    212 KBytes       
[  5]  13.00-14.00  sec  28.3 MBytes  237182 Kbits/sec   24    168 KBytes       
[  5]  14.00-15.00  sec  28.3 MBytes  237182 Kbits/sec   16    199 KBytes       
[  5]  15.00-16.00  sec  27.5 MBytes  230406 Kbits/sec   14    225 KBytes       
[  5]  16.00-17.00  sec  28.5 MBytes  238747 Kbits/sec   25    184 KBytes       
[  5]  17.00-18.00  sec  28.4 MBytes  238225 Kbits/sec   13    215 KBytes       
[  5]  18.00-19.00  sec  27.5 MBytes  230406 Kbits/sec   27    168 KBytes       
[  5]  19.00-20.00  sec  28.3 MBytes  237182 Kbits/sec   17    204 KBytes       
[  5]  20.00-21.00  sec  28.3 MBytes  237179 Kbits/sec   42    160 KBytes       
