Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 54166 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  26.5 MBytes  222325 Kbits/sec  463   2.29 MBytes       
[  5]   1.00-2.00   sec  45.0 MBytes  377487 Kbits/sec    0   2.29 MBytes       
[  5]   2.00-3.00   sec  45.0 MBytes  377441 Kbits/sec   63   2.33 MBytes       
[  5]   3.00-4.00   sec  45.0 MBytes  377535 Kbits/sec   56   2.33 MBytes       
[  5]   4.00-5.00   sec  45.0 MBytes  377487 Kbits/sec    0   2.33 MBytes       
[  5]   5.00-6.00   sec  36.2 MBytes  304087 Kbits/sec  320   1.61 MBytes       
[  5]   6.00-7.00   sec  31.2 MBytes  262144 Kbits/sec    0   1.61 MBytes       
[  5]   7.00-8.00   sec  33.8 MBytes  283115 Kbits/sec    0   1.96 MBytes       
[  5]   8.00-9.00   sec  32.5 MBytes  272630 Kbits/sec   76   1.67 MBytes       
[  5]   9.00-10.00  sec  32.5 MBytes  272630 Kbits/sec    0   1.67 MBytes       
[  5]  10.00-11.00  sec  33.8 MBytes  283116 Kbits/sec    0   1.97 MBytes       
[  5]  11.00-12.00  sec  43.8 MBytes  367002 Kbits/sec  253   2.58 MBytes       
[  5]  12.00-13.00  sec  51.2 MBytes  429916 Kbits/sec    0   2.58 MBytes       
[  5]  13.00-14.00  sec  50.0 MBytes  419430 Kbits/sec    0   2.58 MBytes       
[  5]  14.00-15.00  sec  47.5 MBytes  398459 Kbits/sec  361   2.58 MBytes       
[  5]  15.00-16.00  sec  51.2 MBytes  429916 Kbits/sec    0   2.58 MBytes       
[  5]  16.00-17.00  sec  51.2 MBytes  429916 Kbits/sec    0   2.58 MBytes       
[  5]  17.00-18.00  sec  47.5 MBytes  398459 Kbits/sec  315   2.58 MBytes       
[  5]  18.00-19.00  sec  51.2 MBytes  429916 Kbits/sec    0   2.58 MBytes       
[  5]  19.00-20.00  sec  50.0 MBytes  419430 Kbits/sec    0   2.58 MBytes       
[  5]  20.00-21.00  sec  48.8 MBytes  408945 Kbits/sec  327   2.58 MBytes       
[  5]  21.00-22.00  sec  50.0 MBytes  419430 Kbits/sec    0   2.58 MBytes       
[  5]  22.00-23.00  sec  51.2 MBytes  429917 Kbits/sec    0   3.03 MBytes       
[  5]  23.00-24.00  sec  47.5 MBytes  398459 Kbits/sec  326   2.58 MBytes       
[  5]  24.00-25.00  sec  51.2 MBytes  429917 Kbits/sec    0   2.58 MBytes       
[  5]  25.00-26.00  sec  50.0 MBytes  419430 Kbits/sec    0   2.63 MBytes       
[  5]  26.00-27.00  sec  47.5 MBytes  398459 Kbits/sec  349   2.58 MBytes       
[  5]  27.00-28.00  sec  51.2 MBytes  429938 Kbits/sec    0   2.58 MBytes       
[  5]  28.00-29.00  sec  47.5 MBytes  398439 Kbits/sec  334   2.58 MBytes       
[  5]  29.00-30.00  sec  51.2 MBytes  429917 Kbits/sec    0   2.58 MBytes       
[  5]  30.00-31.00  sec  50.0 MBytes  419430 Kbits/sec    0   2.58 MBytes       
[  5]  31.00-32.00  sec  47.5 MBytes  398459 Kbits/sec  327   2.58 MBytes       
[  5]  32.00-33.00  sec  51.2 MBytes  429935 Kbits/sec    0   2.58 MBytes       
[  5]  33.00-34.00  sec  51.2 MBytes  429898 Kbits/sec    0   2.58 MBytes       
[  5]  34.00-35.00  sec  47.5 MBytes  398459 Kbits/sec  348   2.58 MBytes       
[  5]  35.00-36.00  sec  51.2 MBytes  429917 Kbits/sec    0   2.58 MBytes       
[  5]  36.00-37.00  sec  47.5 MBytes  398458 Kbits/sec  326   2.58 MBytes       
[  5]  37.00-38.00  sec  51.2 MBytes  429917 Kbits/sec    0   2.58 MBytes       
[  5]  38.00-39.00  sec  50.0 MBytes  419430 Kbits/sec    0   2.58 MBytes       
[  5]  39.00-40.00  sec  47.5 MBytes  398459 Kbits/sec  314   2.58 MBytes       
[  5]  40.00-41.00  sec  51.2 MBytes  429917 Kbits/sec    0   2.58 MBytes       
[  5]  41.00-42.00  sec  51.2 MBytes  429916 Kbits/sec    0   2.58 MBytes       
[  5]  42.00-43.00  sec  47.5 MBytes  398459 Kbits/sec  339   2.58 MBytes       
[  5]  43.00-44.00  sec  50.0 MBytes  419430 Kbits/sec    0   2.58 MBytes       
[  5]  44.00-45.00  sec  48.8 MBytes  408945 Kbits/sec  351   2.58 MBytes       
[  5]  45.00-46.00  sec  50.0 MBytes  419430 Kbits/sec    0   2.58 MBytes       
[  5]  46.00-47.00  sec  51.2 MBytes  429916 Kbits/sec    0   2.58 MBytes       
[  5]  47.00-48.00  sec  47.5 MBytes  398459 Kbits/sec  298   2.58 MBytes       
[  5]  48.00-49.00  sec  51.2 MBytes  429916 Kbits/sec    0   2.58 MBytes       
[  5]  49.00-50.00  sec  47.5 MBytes  398467 Kbits/sec  262   2.58 MBytes       
[  5]  50.00-51.00  sec  51.2 MBytes  429908 Kbits/sec    0   2.58 MBytes       
[  5]  51.00-52.00  sec  50.0 MBytes  419430 Kbits/sec    0   2.58 MBytes       
[  5]  52.00-53.00  sec  47.5 MBytes  398479 Kbits/sec  339   2.58 MBytes       
[  5]  53.00-54.00  sec  51.2 MBytes  429894 Kbits/sec    0   2.58 MBytes       
[  5]  54.00-55.00  sec  51.2 MBytes  429917 Kbits/sec    0   2.58 MBytes       
[  5]  55.00-56.00  sec  47.5 MBytes  398459 Kbits/sec  270   2.58 MBytes       
[  5]  56.00-57.00  sec  50.0 MBytes  419430 Kbits/sec    0   2.58 MBytes       
[  5]  57.00-58.00  sec  48.8 MBytes  408951 Kbits/sec  349   2.42 MBytes       
[  5]  58.00-59.00  sec  46.2 MBytes  387967 Kbits/sec    0   2.42 MBytes       
[  5]  59.00-60.00  sec  46.2 MBytes  387972 Kbits/sec    0   2.42 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-60.00  sec  2.76 GBytes  395348 Kbits/sec  6766             sender
[  5]   0.00-60.05  sec  2.76 GBytes  394849 Kbits/sec                  receiver

iperf Done.
