Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 54848 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  29.1 MBytes  244491 Kbits/sec  313   2.55 MBytes       
[  5]  28.00-29.00  sec  46.2 MBytes  387973 Kbits/sec    0   2.56 MBytes       
[  5]  29.00-30.00  sec  51.2 MBytes  429916 Kbits/sec    0   2.56 MBytes       
[  5]  30.00-31.00  sec  50.0 MBytes  419378 Kbits/sec    0   3.00 MBytes       
[  5]  31.00-32.00  sec  57.5 MBytes  482405 Kbits/sec    0   3.00 MBytes       
[  5]  32.00-33.00  sec  57.5 MBytes  482344 Kbits/sec    0   3.00 MBytes       
[  5]  33.00-34.00  sec  57.5 MBytes  482346 Kbits/sec    0   3.00 MBytes       
[  5]  34.00-35.00  sec  57.5 MBytes  482344 Kbits/sec    0   3.00 MBytes       
[  5]  35.00-36.00  sec  51.2 MBytes  429915 Kbits/sec    0   2.56 MBytes       
[  5]  36.00-37.00  sec  50.0 MBytes  419431 Kbits/sec    0   2.56 MBytes       
[  5]  37.00-38.00  sec  51.2 MBytes  429917 Kbits/sec    0   2.56 MBytes       
[  5]  38.00-39.00  sec  51.2 MBytes  429917 Kbits/sec    0   3.00 MBytes       
[  5]  39.00-40.00  sec  56.2 MBytes  471859 Kbits/sec    0   3.00 MBytes       
[  5]  40.00-41.00  sec  57.5 MBytes  482345 Kbits/sec    0   3.00 MBytes       
[  5]  41.00-42.00  sec  57.5 MBytes  482344 Kbits/sec    0   3.00 MBytes       
[  5]  42.00-43.00  sec  57.5 MBytes  482346 Kbits/sec    0   3.00 MBytes       
[  5]  43.00-44.00  sec  50.0 MBytes  419430 Kbits/sec    0   2.56 MBytes       
[  5]  44.00-45.00  sec  50.0 MBytes  419430 Kbits/sec    0   2.56 MBytes       
[  5]  45.00-46.00  sec  51.2 MBytes  429917 Kbits/sec    0   2.56 MBytes       
[  5]  46.00-47.00  sec  53.8 MBytes  450832 Kbits/sec    0   3.00 MBytes       
[  5]  47.00-48.00  sec  57.5 MBytes  482404 Kbits/sec    0   3.00 MBytes       
[  5]  48.00-49.00  sec  57.5 MBytes  482344 Kbits/sec    0   3.00 MBytes       
[  5]  49.00-50.00  sec  48.8 MBytes  408945 Kbits/sec    0   2.56 MBytes       
[  5]  50.00-51.00  sec  50.0 MBytes  419430 Kbits/sec    0   2.56 MBytes       
[  5]  51.00-52.00  sec  51.2 MBytes  429917 Kbits/sec    0   2.56 MBytes       
[  5]  52.00-53.00  sec  53.8 MBytes  450887 Kbits/sec    0   3.00 MBytes       
[  5]  53.00-54.00  sec  57.5 MBytes  482346 Kbits/sec    0   3.00 MBytes       
[  5]  54.00-55.00  sec  57.5 MBytes  482275 Kbits/sec    0   3.00 MBytes       
[  5]  55.00-56.00  sec  56.2 MBytes  471927 Kbits/sec    0   3.00 MBytes       
[  5]  56.00-57.00  sec  51.2 MBytes  429859 Kbits/sec    0   2.56 MBytes       
[  5]  57.00-58.00  sec  50.0 MBytes  419486 Kbits/sec    0   2.56 MBytes       
[  5]  58.00-59.00  sec  51.2 MBytes  429917 Kbits/sec    0   2.56 MBytes       
[  5]  59.00-60.00  sec  51.2 MBytes  429914 Kbits/sec    0   3.00 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-60.00  sec  3.12 GBytes  447273 Kbits/sec  313             sender
[  5]   0.00-60.05  sec  3.12 GBytes  446818 Kbits/sec                  receiver

iperf Done.
