Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 45754 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  13.8 MBytes  115364 Kbits/sec  668    314 KBytes       
[  5]   1.00-2.00   sec  11.2 MBytes  94371 Kbits/sec  230    305 KBytes       
[  5]   2.00-3.00   sec  12.5 MBytes  104866 Kbits/sec  251    182 KBytes       
[  5]   3.00-4.00   sec  11.2 MBytes  94371 Kbits/sec  203    303 KBytes       
[  5]   4.00-5.00   sec  11.2 MBytes  94370 Kbits/sec  218    303 KBytes       
[  5]   5.00-6.00   sec  11.2 MBytes  94375 Kbits/sec  226    194 KBytes       
[  5]   6.00-7.00   sec  11.2 MBytes  94367 Kbits/sec  250    303 KBytes       
[  5]   7.00-8.00   sec  11.2 MBytes  94370 Kbits/sec  210    305 KBytes       
[  5]   8.00-9.00   sec  11.2 MBytes  94371 Kbits/sec  245    294 KBytes       
[  5]   9.00-10.00  sec  11.2 MBytes  94371 Kbits/sec  258    305 KBytes       
[  5]  10.00-11.00  sec  10.0 MBytes  83892 Kbits/sec  176    255 KBytes       
[  5]  11.00-12.00  sec  11.2 MBytes  94371 Kbits/sec  236    182 KBytes       
[  5]  12.00-13.00  sec  11.2 MBytes  94370 Kbits/sec  236    288 KBytes       
[  5]  13.00-14.00  sec  11.2 MBytes  94374 Kbits/sec  271    320 KBytes       
[  5]  14.00-15.00  sec  11.2 MBytes  94370 Kbits/sec  211    303 KBytes       
[  5]  15.00-16.00  sec  11.2 MBytes  94371 Kbits/sec  240    297 KBytes       
[  5]  16.00-17.00  sec  11.2 MBytes  94370 Kbits/sec  230    300 KBytes       
[  5]  17.00-18.00  sec  12.5 MBytes  104864 Kbits/sec  226    300 KBytes       
[  5]  18.00-19.00  sec  11.2 MBytes  94376 Kbits/sec  236    205 KBytes       
[  5]  19.00-20.00  sec  11.2 MBytes  94367 Kbits/sec  224    191 KBytes       
[  5]  20.00-21.00  sec  8.75 MBytes  73401 Kbits/sec  161    202 KBytes       
[  5]  21.00-22.00  sec  11.2 MBytes  94369 Kbits/sec  279    311 KBytes       
[  5]  22.00-23.00  sec  11.2 MBytes  94370 Kbits/sec  234    174 KBytes       
[  5]  23.00-24.00  sec  11.2 MBytes  94371 Kbits/sec  220    317 KBytes       
[  5]  24.00-25.00  sec  11.2 MBytes  94371 Kbits/sec  232    308 KBytes       
[  5]  25.00-26.00  sec  12.5 MBytes  104863 Kbits/sec  268    194 KBytes       
[  5]  26.00-27.00  sec  11.2 MBytes  94373 Kbits/sec  216    300 KBytes       
[  5]  27.00-28.00  sec  11.2 MBytes  94370 Kbits/sec  230    180 KBytes       
[  5]  28.00-29.00  sec  11.2 MBytes  94374 Kbits/sec  201    303 KBytes       
[  5]  29.00-30.00  sec  11.2 MBytes  94369 Kbits/sec  241    180 KBytes       
[  5]  30.00-31.00  sec  8.75 MBytes  73400 Kbits/sec  140    184 KBytes       
[  5]  31.00-32.00  sec  11.2 MBytes  94369 Kbits/sec  226    294 KBytes       
[  5]  32.00-33.00  sec  12.5 MBytes  104862 Kbits/sec  235    311 KBytes       
[  5]  33.00-34.00  sec  11.2 MBytes  94373 Kbits/sec  235    303 KBytes       
[  5]  34.00-35.00  sec  11.2 MBytes  94376 Kbits/sec  258    300 KBytes       
[  5]  35.00-36.00  sec  11.2 MBytes  94368 Kbits/sec  281    300 KBytes       
[  5]  36.00-37.00  sec  11.2 MBytes  94371 Kbits/sec  205    177 KBytes       
[  5]  37.00-38.00  sec  11.2 MBytes  94370 Kbits/sec  258    201 KBytes       
[  5]  38.00-39.00  sec  11.2 MBytes  94371 Kbits/sec  190    288 KBytes       
[  5]  39.00-40.00  sec  11.2 MBytes  94370 Kbits/sec  211    314 KBytes       
[  5]  40.00-41.00  sec  10.0 MBytes  83894 Kbits/sec  198    297 KBytes       
[  5]  41.00-42.00  sec  11.2 MBytes  94372 Kbits/sec  261    305 KBytes       
[  5]  42.00-43.00  sec  11.2 MBytes  94372 Kbits/sec  220    317 KBytes       
[  5]  43.00-44.00  sec  11.2 MBytes  94367 Kbits/sec  227    305 KBytes       
[  5]  44.00-45.00  sec  11.2 MBytes  94374 Kbits/sec  238    294 KBytes       
[  5]  45.00-46.00  sec  11.2 MBytes  94367 Kbits/sec  236    305 KBytes       
[  5]  46.00-47.00  sec  11.2 MBytes  94371 Kbits/sec  245    180 KBytes       
[  5]  47.00-48.00  sec  11.2 MBytes  94371 Kbits/sec  228    305 KBytes       
[  5]  48.00-49.00  sec  11.2 MBytes  94371 Kbits/sec  216    180 KBytes       
[  5]  49.00-50.00  sec  12.5 MBytes  104865 Kbits/sec  226    303 KBytes       
[  5]  50.00-51.00  sec  10.0 MBytes  83877 Kbits/sec  246   5.66 KBytes       
[  5]  51.00-52.00  sec  10.0 MBytes  83893 Kbits/sec  167    314 KBytes       
[  5]  52.00-53.00  sec  11.2 MBytes  94371 Kbits/sec  216    308 KBytes       
[  5]  53.00-54.00  sec  11.2 MBytes  94371 Kbits/sec  218    314 KBytes       
[  5]  54.00-55.00  sec  11.2 MBytes  94370 Kbits/sec  215    305 KBytes       
[  5]  55.00-56.00  sec  12.5 MBytes  104865 Kbits/sec  209    212 KBytes       
[  5]  56.00-57.00  sec  11.2 MBytes  94370 Kbits/sec  261    305 KBytes       
[  5]  57.00-58.00  sec  11.2 MBytes  94376 Kbits/sec  255    191 KBytes       
[  5]  58.00-59.00  sec  11.2 MBytes  94368 Kbits/sec  212    305 KBytes       
[  5]  59.00-60.00  sec  11.2 MBytes  94369 Kbits/sec  240    270 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-60.00  sec   675 MBytes  94372 Kbits/sec  14100             sender
[  5]   0.00-60.05  sec   672 MBytes  93877 Kbits/sec                  receiver

iperf Done.
