Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 36550 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  5.61 MBytes  47017 Kbits/sec  138   2.01 MBytes       
[  5]  42.00-43.00  sec  11.2 MBytes  94367 Kbits/sec  167   2.36 MBytes       
[  5]  43.00-44.00  sec  11.2 MBytes  94381 Kbits/sec  170   2.35 MBytes       
[  5]  44.00-45.00  sec  3.75 MBytes  31457 Kbits/sec   45   2.34 MBytes       
[  5]  45.00-46.00  sec  10.0 MBytes  83884 Kbits/sec  341   1.14 MBytes       
[  5]  46.00-47.00  sec  12.5 MBytes  104855 Kbits/sec  170   2.36 MBytes       
[  5]  47.00-48.00  sec  11.2 MBytes  94375 Kbits/sec  171   2.36 MBytes       
[  5]  48.00-49.00  sec  11.2 MBytes  94374 Kbits/sec  170   2.36 MBytes       
[  5]  49.00-50.00  sec  10.0 MBytes  83888 Kbits/sec  332   1.73 MBytes       
[  5]  50.00-51.00  sec  12.5 MBytes  104854 Kbits/sec  167   2.36 MBytes       
[  5]  51.00-52.00  sec  11.2 MBytes  94373 Kbits/sec  175   2.36 MBytes       
[  5]  52.00-53.00  sec  10.0 MBytes  83879 Kbits/sec  221   1.30 MBytes       
[  5]  53.00-54.00  sec  11.2 MBytes  94378 Kbits/sec  296   2.37 MBytes       
[  5]  54.00-55.00  sec  11.2 MBytes  94365 Kbits/sec  175   5.66 KBytes       
[  5]  55.00-56.00  sec  7.50 MBytes  62920 Kbits/sec  175   2.36 MBytes       
[  5]  56.00-57.00  sec  11.2 MBytes  94373 Kbits/sec  170   2.35 MBytes       
[  5]  57.00-58.00  sec  11.2 MBytes  94371 Kbits/sec  340   2.36 MBytes       
[  5]  58.00-59.00  sec  11.2 MBytes  94370 Kbits/sec  167   2.36 MBytes       
[  5]  59.00-60.00  sec  11.2 MBytes  94373 Kbits/sec  170   2.36 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-60.00  sec   638 MBytes  89213 Kbits/sec  15071             sender
[  5]   0.00-60.10  sec   636 MBytes  88726 Kbits/sec                  receiver

iperf Done.
