Connecting to host h3, port 5201
[  4] local 10.10.1.1 port 54788 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  1.14 MBytes  9543 Kbits/sec    0    120 KBytes       
[  4]   1.00-2.00   sec  3.67 MBytes  30750 Kbits/sec  386    690 KBytes       
[  4]   2.00-3.00   sec  2.49 MBytes  20846 Kbits/sec  569    987 KBytes       
[  4]   3.00-4.00   sec  2.30 MBytes  19290 Kbits/sec   28    959 KBytes       
[  4]   4.00-5.00   sec  2.17 MBytes  18245 Kbits/sec    0    956 KBytes       
[  4]   5.00-6.00   sec  2.36 MBytes  19804 Kbits/sec   39    956 KBytes       
[  4]   6.00-7.00   sec  1.80 MBytes  15121 Kbits/sec   26    502 KBytes       
[  4]   7.00-8.00   sec  2.73 MBytes  22943 Kbits/sec    0    956 KBytes       
[  4]   8.00-9.00   sec  2.24 MBytes  18756 Kbits/sec   28    956 KBytes       
[  4]   9.00-10.00  sec  2.24 MBytes  18773 Kbits/sec    8    496 KBytes       
[  4]  10.00-11.00  sec  2.36 MBytes  19799 Kbits/sec   21    959 KBytes       
[  4]  11.00-12.00  sec  2.24 MBytes  18776 Kbits/sec   28    959 KBytes       
[  4]  12.00-13.00  sec  1.55 MBytes  13027 Kbits/sec    0    959 KBytes       
[  4]  13.00-14.00  sec  1.62 MBytes  13559 Kbits/sec    0    956 KBytes       
[  4]  14.00-15.00  sec  2.30 MBytes  19278 Kbits/sec   28    956 KBytes       
[  4]  15.00-16.00  sec  2.24 MBytes  18766 Kbits/sec    0    956 KBytes       
[  4]  16.00-17.00  sec  2.30 MBytes  19286 Kbits/sec   26    956 KBytes       
[  4]  17.00-18.00  sec  1.86 MBytes  15645 Kbits/sec   25    458 KBytes       
[  4]  18.00-19.00  sec  2.67 MBytes  22420 Kbits/sec    0    956 KBytes       
[  4]  19.00-20.00  sec  2.24 MBytes  18758 Kbits/sec   27    956 KBytes       
[  4]  20.00-21.00  sec  2.30 MBytes  19290 Kbits/sec    0    956 KBytes       
[  4]  21.00-22.00  sec  2.24 MBytes  18762 Kbits/sec   26    956 KBytes       
[  4]  22.00-23.00  sec  2.30 MBytes  19286 Kbits/sec   28    956 KBytes       
[  4]  23.00-24.00  sec  2.24 MBytes  18768 Kbits/sec    0    956 KBytes       
[  4]  24.00-25.00  sec  2.49 MBytes  20850 Kbits/sec   28   5.66 KBytes       
[  4]  25.00-26.00  sec  1.18 MBytes  9908 Kbits/sec    0    956 KBytes       
[  4]  26.00-27.00  sec  2.30 MBytes  19280 Kbits/sec   29    956 KBytes       
[  4]  27.00-28.00  sec  2.24 MBytes  18767 Kbits/sec    2    492 KBytes       
[  4]  28.00-29.00  sec  2.30 MBytes  19290 Kbits/sec   26    956 KBytes       
[  4]  29.00-30.00  sec  2.24 MBytes  18767 Kbits/sec   28    956 KBytes       
[  4]  30.00-31.00  sec  2.24 MBytes  18763 Kbits/sec    0    956 KBytes       
[  4]  31.00-32.00  sec  2.30 MBytes  19290 Kbits/sec   25    956 KBytes       
[  4]  32.00-33.00  sec  1.80 MBytes  15121 Kbits/sec   28    460 KBytes       
[  4]  33.00-34.00  sec  2.73 MBytes  22937 Kbits/sec    0    956 KBytes       
[  4]  34.00-35.00  sec  2.30 MBytes  19278 Kbits/sec   48    956 KBytes       
[  4]  35.00-36.00  sec  2.24 MBytes  18765 Kbits/sec    0    956 KBytes       
[  4]  36.00-37.00  sec  1.99 MBytes  16682 Kbits/sec   25   5.66 KBytes       
[  4]  37.00-38.00  sec  1.18 MBytes  9907 Kbits/sec    0    956 KBytes       
[  4]  38.00-39.00  sec  2.30 MBytes  19288 Kbits/sec   28    956 KBytes       
[  4]  39.00-40.00  sec  2.24 MBytes  18760 Kbits/sec    8    481 KBytes       
[  4]  40.00-41.00  sec  2.30 MBytes  19288 Kbits/sec   18    956 KBytes       
[  4]  41.00-42.00  sec  2.24 MBytes  18770 Kbits/sec   32    956 KBytes       
[  4]  42.00-43.00  sec  2.24 MBytes  18769 Kbits/sec    0    959 KBytes       
[  4]  43.00-44.00  sec  2.30 MBytes  19281 Kbits/sec   28    959 KBytes       
[  4]  44.00-45.00  sec  1.86 MBytes  15645 Kbits/sec   25    457 KBytes       
[  4]  45.00-45.96  sec  2.50 MBytes  21924 Kbits/sec    0    953 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-45.96  sec   101 MBytes  18450 Kbits/sec  1671             sender
[  4]   0.00-45.96  sec  97.9 MBytes  17866 Kbits/sec                  receiver

iperf Done.
