Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 50530 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  65.6 MBytes  550327 Kbits/sec  540   2.16 MBytes       
[  5]  41.00-42.00  sec  95.0 MBytes  796888 Kbits/sec  198   2.50 MBytes       
[  5]  42.00-43.00  sec  97.5 MBytes  817883 Kbits/sec    0   2.50 MBytes       
[  5]  43.00-44.00  sec  95.0 MBytes  796923 Kbits/sec  234   2.50 MBytes       
[  5]  44.00-45.00  sec  95.0 MBytes  796916 Kbits/sec  162   2.50 MBytes       
[  5]  45.00-46.00  sec  97.5 MBytes  817892 Kbits/sec    0   2.50 MBytes       
[  5]  46.00-47.00  sec  95.0 MBytes  796912 Kbits/sec  274   2.50 MBytes       
[  5]  47.00-48.00  sec  97.5 MBytes  817893 Kbits/sec    0   2.94 MBytes       
[  5]  48.00-49.00  sec  95.0 MBytes  796932 Kbits/sec  145   2.50 MBytes       
[  5]  49.00-50.00  sec  93.8 MBytes  786420 Kbits/sec  176   2.50 MBytes       
[  5]  50.00-51.00  sec  97.5 MBytes  817889 Kbits/sec    0   2.50 MBytes       
[  5]  51.00-52.00  sec  95.0 MBytes  796917 Kbits/sec  259   2.50 MBytes       
[  5]  52.00-53.00  sec  96.2 MBytes  807404 Kbits/sec  129   2.50 MBytes       
[  5]  53.00-54.00  sec  96.2 MBytes  807404 Kbits/sec    0   2.50 MBytes       
[  5]  54.00-55.00  sec  95.0 MBytes  796918 Kbits/sec  184   2.50 MBytes       
[  5]  55.00-56.00  sec  97.5 MBytes  817890 Kbits/sec    0   2.50 MBytes       
[  5]  56.00-57.00  sec  95.0 MBytes  796918 Kbits/sec  270   2.50 MBytes       
[  5]  57.00-58.00  sec  93.8 MBytes  786431 Kbits/sec  143   2.50 MBytes       
[  5]  58.00-59.00  sec  97.5 MBytes  817889 Kbits/sec    0   2.50 MBytes       
[  5]  59.00-60.00  sec  95.0 MBytes  796912 Kbits/sec  224   2.50 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-60.00  sec  5.57 GBytes  797351 Kbits/sec  6959             sender
[  5]   0.00-60.00  sec  5.57 GBytes  797289 Kbits/sec                  receiver

iperf Done.
