Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 49200 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  10.5 MBytes  87703 Kbits/sec  1139    508 KBytes       
[  5]   1.00-2.00   sec  8.75 MBytes  73397 Kbits/sec    0    508 KBytes       
[  5]   2.00-3.00   sec  10.0 MBytes  83884 Kbits/sec    0    508 KBytes       
[  5]   3.00-4.00   sec  11.2 MBytes  94374 Kbits/sec   41    584 KBytes       
[  5]   4.00-5.00   sec  11.2 MBytes  94372 Kbits/sec    0    584 KBytes       
[  5]   5.00-6.00   sec  10.0 MBytes  83880 Kbits/sec    0    584 KBytes       
[  5]   6.00-7.00   sec  11.2 MBytes  94372 Kbits/sec   13    673 KBytes       
[  5]   7.00-8.00   sec  11.2 MBytes  94372 Kbits/sec    7    585 KBytes       
[  5]   8.00-9.00   sec  11.2 MBytes  94371 Kbits/sec    0    585 KBytes       
[  5]   9.00-10.00  sec  11.2 MBytes  94372 Kbits/sec   13    584 KBytes       
[  5]  10.00-11.00  sec  11.2 MBytes  94375 Kbits/sec    0    584 KBytes       
[  5]  11.00-12.00  sec  11.2 MBytes  94376 Kbits/sec   30    585 KBytes       
[  5]  12.00-13.00  sec  11.2 MBytes  94367 Kbits/sec    0    585 KBytes       
[  5]  13.00-14.00  sec  11.2 MBytes  94370 Kbits/sec    0    585 KBytes       
[  5]  14.00-15.00  sec  11.2 MBytes  94371 Kbits/sec   21    585 KBytes       
[  5]  15.00-16.00  sec  11.2 MBytes  94372 Kbits/sec    0    585 KBytes       
[  5]  16.00-17.00  sec  11.2 MBytes  94370 Kbits/sec    0    655 KBytes       
[  5]  17.00-18.00  sec  11.2 MBytes  94373 Kbits/sec   16    585 KBytes       
[  5]  18.00-19.00  sec  11.2 MBytes  94370 Kbits/sec    0    585 KBytes       
[  5]  19.00-20.00  sec  11.2 MBytes  94373 Kbits/sec   17    585 KBytes       
[  5]  20.00-21.00  sec  11.2 MBytes  94373 Kbits/sec    0    585 KBytes       
