Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 49326 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  2.02 MBytes  16969 Kbits/sec    0    321 KBytes       
[  5]   1.00-2.00   sec  7.24 MBytes  60772 Kbits/sec  925   1.46 MBytes       
[  5]   2.00-3.00   sec  10.0 MBytes  83885 Kbits/sec    0   1.46 MBytes       
[  5]   3.00-4.00   sec  10.0 MBytes  83887 Kbits/sec    0   1.72 MBytes       
[  5]   4.00-5.00   sec  11.2 MBytes  94370 Kbits/sec    0   1.79 MBytes       
[  5]   5.00-6.00   sec  8.75 MBytes  73398 Kbits/sec  152   1.56 MBytes       
[  5]   6.00-7.00   sec  10.0 MBytes  83889 Kbits/sec    0   1.56 MBytes       
[  5]   7.00-8.00   sec  10.0 MBytes  83881 Kbits/sec    0   1.56 MBytes       
[  5]   8.00-9.00   sec  10.0 MBytes  83892 Kbits/sec  210   1.28 MBytes       
[  5]   9.00-10.00  sec  8.75 MBytes  73396 Kbits/sec    0   1.28 MBytes       
[  5]  10.00-11.00  sec  8.75 MBytes  73404 Kbits/sec    0   1.28 MBytes       
[  5]  11.00-12.00  sec  8.75 MBytes  73402 Kbits/sec    0   1.51 MBytes       
[  5]  12.00-13.00  sec  10.0 MBytes  83879 Kbits/sec    0   1.59 MBytes       
[  5]  13.00-14.00  sec  10.0 MBytes  83887 Kbits/sec  147   1.57 MBytes       
[  5]  14.00-15.00  sec  10.0 MBytes  83884 Kbits/sec    0   1.57 MBytes       
[  5]  15.00-16.00  sec  11.2 MBytes  94377 Kbits/sec    0   1.75 MBytes       
[  5]  16.00-17.00  sec  10.0 MBytes  83885 Kbits/sec   27   1.55 MBytes       
[  5]  17.00-18.00  sec  10.0 MBytes  83883 Kbits/sec    0   1.55 MBytes       
[  5]  18.00-19.00  sec  10.0 MBytes  83882 Kbits/sec   20   1.82 MBytes       
[  5]  19.00-20.00  sec  10.0 MBytes  83895 Kbits/sec  198   1.31 MBytes       
[  5]  20.00-21.00  sec  8.75 MBytes  73401 Kbits/sec    0   1.31 MBytes       
[  5]  21.00-22.00  sec  8.75 MBytes  73400 Kbits/sec    0   1.34 MBytes       
[  5]  22.00-23.00  sec  8.75 MBytes  73395 Kbits/sec    0   1.54 MBytes       
[  5]  23.00-24.00  sec  10.0 MBytes  83882 Kbits/sec   61   1.83 MBytes       
[  5]  24.00-25.00  sec  7.50 MBytes  62918 Kbits/sec  172   1.56 MBytes       
[  5]  25.00-26.00  sec  11.2 MBytes  94378 Kbits/sec    0   1.56 MBytes       
[  5]  26.00-27.00  sec  10.0 MBytes  83885 Kbits/sec    0   1.83 MBytes       
[  5]  27.00-28.00  sec  8.75 MBytes  73400 Kbits/sec  213   1.56 MBytes       
[  5]  28.00-29.00  sec  11.2 MBytes  94373 Kbits/sec    0   1.56 MBytes       
[  5]  29.00-30.00  sec  10.0 MBytes  83885 Kbits/sec    0   1.56 MBytes       
[  5]  30.00-31.00  sec  8.75 MBytes  73390 Kbits/sec   22   1.83 MBytes       
[  5]  31.00-32.00  sec  10.0 MBytes  83893 Kbits/sec  194   1.27 MBytes       
[  5]  32.00-33.00  sec  8.75 MBytes  73403 Kbits/sec    0   1.27 MBytes       
[  5]  33.00-34.00  sec  8.75 MBytes  73400 Kbits/sec    0   1.49 MBytes       
[  5]  34.00-35.00  sec  10.0 MBytes  83887 Kbits/sec    0   1.66 MBytes       
[  5]  35.00-36.00  sec  8.75 MBytes  73401 Kbits/sec  237   1.55 MBytes       
[  5]  36.00-37.00  sec  10.0 MBytes  83883 Kbits/sec    0   1.55 MBytes       
[  5]  37.00-38.00  sec  10.0 MBytes  83889 Kbits/sec    0   1.55 MBytes       
[  5]  38.00-39.00  sec  10.0 MBytes  83885 Kbits/sec  215   1.31 MBytes       
[  5]  39.00-40.00  sec  8.75 MBytes  73400 Kbits/sec    0   1.31 MBytes       
[  5]  40.00-41.00  sec  8.75 MBytes  73400 Kbits/sec    0   1.31 MBytes       
[  5]  41.00-42.00  sec  8.75 MBytes  73399 Kbits/sec    0   1.54 MBytes       
[  5]  42.00-43.00  sec  10.0 MBytes  83883 Kbits/sec    0   1.75 MBytes       
[  5]  43.00-44.00  sec  10.0 MBytes  83887 Kbits/sec  240   1.56 MBytes       
[  5]  44.00-45.00  sec  11.2 MBytes  94377 Kbits/sec    0   1.56 MBytes       
[  5]  45.00-46.00  sec  10.0 MBytes  83886 Kbits/sec    0   1.56 MBytes       
[  5]  46.00-47.00  sec  8.75 MBytes  73389 Kbits/sec  214   1.56 MBytes       
[  5]  47.00-48.00  sec  11.2 MBytes  94387 Kbits/sec    0   1.56 MBytes       
[  5]  48.00-49.00  sec  10.0 MBytes  83886 Kbits/sec    0   1.83 MBytes       
[  5]  49.00-50.00  sec  10.0 MBytes  83885 Kbits/sec  214   1.30 MBytes       
[  5]  50.00-51.00  sec  7.50 MBytes  62909 Kbits/sec    0   1.30 MBytes       
[  5]  51.00-52.00  sec  10.0 MBytes  83895 Kbits/sec    0   1.52 MBytes       
[  5]  52.00-53.00  sec  10.0 MBytes  83886 Kbits/sec    0   1.58 MBytes       
[  5]  53.00-54.00  sec  8.75 MBytes  73401 Kbits/sec  266   1.56 MBytes       
[  5]  54.00-55.00  sec  11.2 MBytes  94370 Kbits/sec    0   1.56 MBytes       
[  5]  55.00-56.00  sec  10.0 MBytes  83885 Kbits/sec    0   1.56 MBytes       
[  5]  56.00-57.00  sec  8.75 MBytes  73388 Kbits/sec  211   1.28 MBytes       
[  5]  57.00-58.00  sec  10.0 MBytes  83904 Kbits/sec    0   1.28 MBytes       
[  5]  58.00-59.00  sec  8.75 MBytes  73398 Kbits/sec    0   1.28 MBytes       
[  5]  59.00-60.00  sec  8.75 MBytes  73400 Kbits/sec    0   1.51 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-60.00  sec   568 MBytes  79414 Kbits/sec  3938             sender
[  5]   0.00-60.00  sec   566 MBytes  79113 Kbits/sec                  receiver

iperf Done.
