iperf 3.1.3
Linux h1.u18verifybbr.nyunetworks-pg0.utah.cloudlab.us 4.15.0-169-generic #177-Ubuntu SMP Thu Feb 3 10:50:38 UTC 2022 x86_64
Time: Sun, 27 Aug 2023 14:29:58 GMT
Connecting to host h3, port 5201
      Cookie: h1.u18verifybbr.nyunetworks-pg0.utah
      TCP MSS: 1448 (default)
[  4] local 10.10.1.1 port 48614 connected to 10.10.3.1 port 5201
Starting Test: protocol: TCP, 1 streams, 131072 byte blocks, omitting 0 seconds, 60 second test
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   130 MBytes  1089103 Kbits/sec    0    120 KBytes       
[  4]   1.00-2.00   sec  3.75 MBytes  31480 Kbits/sec    0   3.43 MBytes       
[  4]   2.00-3.00   sec  61.2 MBytes  513858 Kbits/sec  5194   55.7 MBytes       
[  4]   3.00-4.00   sec  65.0 MBytes  545188 Kbits/sec  44825   48.1 MBytes       
[  4]   4.00-5.00   sec   156 MBytes  1311022 Kbits/sec  451   49.9 MBytes       
[  4]   5.00-6.00   sec   114 MBytes  954051 Kbits/sec    0   48.6 MBytes       
[  4]   6.00-7.00   sec   114 MBytes  954213 Kbits/sec  4357   46.0 MBytes       
[  4]   7.00-8.00   sec   111 MBytes  933187 Kbits/sec  369   31.6 MBytes       
[  4]   8.00-9.00   sec   115 MBytes  964632 Kbits/sec  2551   46.0 MBytes       
[  4]   9.00-10.00  sec   114 MBytes  954111 Kbits/sec  257   46.0 MBytes       
[  4]  10.00-11.00  sec   114 MBytes  954516 Kbits/sec    0   46.0 MBytes       
[  4]  11.00-12.00  sec   114 MBytes  954233 Kbits/sec  690   46.0 MBytes       
[  4]  12.00-13.00  sec   114 MBytes  954100 Kbits/sec    0   46.0 MBytes       
[  4]  13.00-14.00  sec   114 MBytes  954251 Kbits/sec    0   46.0 MBytes       
[  4]  14.00-15.00  sec  42.5 MBytes  356493 Kbits/sec    0   46.0 MBytes       
[  4]  15.00-16.00  sec   110 MBytes  922868 Kbits/sec    0   57.1 MBytes       
[  4]  16.00-17.00  sec   101 MBytes  849229 Kbits/sec  2514   57.1 MBytes       
[  4]  17.00-18.00  sec   112 MBytes  943684 Kbits/sec    0   57.1 MBytes       
[  4]  18.00-19.00  sec   111 MBytes  933234 Kbits/sec    0   57.1 MBytes       
[  4]  19.00-20.00  sec   111 MBytes  933205 Kbits/sec    0   57.1 MBytes       
[  4]  20.00-21.00  sec   110 MBytes  922759 Kbits/sec    0   57.1 MBytes       
[  4]  21.00-22.00  sec   111 MBytes  933242 Kbits/sec    0   57.1 MBytes       
[  4]  22.00-23.00  sec   112 MBytes  943806 Kbits/sec    0   57.1 MBytes       
[  4]  23.00-24.00  sec  3.75 MBytes  31423 Kbits/sec    0   57.1 MBytes       
[  4]  24.00-25.00  sec   116 MBytes  976155 Kbits/sec    1   57.1 MBytes       
[  4]  25.00-26.00  sec   112 MBytes  944136 Kbits/sec    0   57.1 MBytes       
[  4]  26.00-27.00  sec  87.5 MBytes  733523 Kbits/sec    0   5.66 KBytes       
[  4]  27.00-28.00  sec  1.25 MBytes  10484 Kbits/sec    0   57.1 MBytes       
[  4]  28.00-29.00  sec   104 MBytes  870621 Kbits/sec    0   57.2 MBytes       
[  4]  29.00-30.00  sec   114 MBytes  954187 Kbits/sec    0   53.8 MBytes       
[  4]  30.00-31.00  sec   114 MBytes  954213 Kbits/sec    0   53.8 MBytes       
[  4]  31.00-32.00  sec   114 MBytes  954321 Kbits/sec    0   53.8 MBytes       
[  4]  32.00-33.00  sec   114 MBytes  954088 Kbits/sec    0   53.8 MBytes       
[  4]  33.00-34.00  sec   114 MBytes  954186 Kbits/sec    0   53.8 MBytes       
[  4]  34.00-35.00  sec   114 MBytes  954467 Kbits/sec    0   53.8 MBytes       
[  4]  35.00-36.00  sec   114 MBytes  954077 Kbits/sec    0   53.8 MBytes       
[  4]  36.00-37.00  sec   114 MBytes  953998 Kbits/sec    0   53.8 MBytes       
[  4]  37.00-38.00  sec   112 MBytes  943783 Kbits/sec    0   53.8 MBytes       
[  4]  38.00-39.00  sec  36.2 MBytes  304062 Kbits/sec    0   53.8 MBytes       
[  4]  39.00-40.00  sec   111 MBytes  933192 Kbits/sec    0   57.1 MBytes       
