iperf 3.1.3
Linux h1.u18verifybbr.nyunetworks-pg0.utah.cloudlab.us 4.15.0-169-generic #177-Ubuntu SMP Thu Feb 3 10:50:38 UTC 2022 x86_64
Time: Sat, 26 Aug 2023 17:18:40 GMT
Connecting to host h3, port 5201
      Cookie: h1.u18verifybbr.nyunetworks-pg0.utah
      TCP MSS: 1448 (default)
[  4] local 10.10.1.1 port 43288 connected to 10.10.3.1 port 5201
Starting Test: protocol: TCP, 1 streams, 131072 byte blocks, omitting 0 seconds, 60 second test
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   130 MBytes  1089399 Kbits/sec    0    120 KBytes       
[  4]   1.00-2.00   sec  2.50 MBytes  20982 Kbits/sec  264   1.88 MBytes       
[  4]   2.00-3.00   sec  2.50 MBytes  20974 Kbits/sec  2885   2.38 MBytes       
[  4]   3.00-4.00   sec  8.75 MBytes  73383 Kbits/sec  300   1.31 MBytes       
[  4]   4.00-5.00   sec  6.25 MBytes  52436 Kbits/sec  115   2.26 MBytes       
[  4]   5.00-6.00   sec  5.00 MBytes  41941 Kbits/sec    0   2.28 MBytes       
[  4]   6.00-7.00   sec  6.25 MBytes  52427 Kbits/sec    0   2.30 MBytes       
[  4]   7.00-8.00   sec  5.00 MBytes  41940 Kbits/sec    0   2.33 MBytes       
[  4]   8.00-9.00   sec  6.25 MBytes  52435 Kbits/sec    0   2.35 MBytes       
[  4]   9.00-10.00  sec  5.00 MBytes  41945 Kbits/sec    0   2.37 MBytes       
[  4]  10.00-11.00  sec  6.25 MBytes  52437 Kbits/sec    0   2.41 MBytes       
[  4]  11.00-12.00  sec  5.00 MBytes  41929 Kbits/sec    0   2.49 MBytes       
[  4]  12.00-13.00  sec  6.25 MBytes  52431 Kbits/sec    0   5.66 KBytes       
[  4]  13.00-14.00  sec  2.50 MBytes  20973 Kbits/sec    0   2.50 MBytes       
[  4]  14.00-15.00  sec  5.00 MBytes  41943 Kbits/sec    0   2.25 MBytes       
[  4]  15.00-16.00  sec  5.00 MBytes  41943 Kbits/sec  156   1.72 MBytes       
[  4]  16.00-17.00  sec  6.25 MBytes  52429 Kbits/sec    0   2.33 MBytes       
[  4]  17.00-18.00  sec  6.25 MBytes  52425 Kbits/sec  192   2.32 MBytes       
[  4]  18.00-19.00  sec  3.75 MBytes  31446 Kbits/sec  178   1.43 MBytes       
[  4]  19.00-20.00  sec  7.50 MBytes  62934 Kbits/sec    0   2.32 MBytes       
[  4]  20.00-21.00  sec  5.00 MBytes  41948 Kbits/sec  190   2.33 MBytes       
[  4]  21.00-22.00  sec  5.00 MBytes  41935 Kbits/sec  162   1.14 MBytes       
[  4]  22.00-23.00  sec  7.50 MBytes  62926 Kbits/sec    0   2.33 MBytes       
[  4]  23.00-24.00  sec  5.00 MBytes  41945 Kbits/sec  194   2.32 MBytes       
[  4]  24.00-25.00  sec  5.00 MBytes  41928 Kbits/sec  119   1.23 MBytes       
[  4]  25.00-26.00  sec  6.25 MBytes  52442 Kbits/sec   51   5.66 KBytes       
[  4]  26.00-27.00  sec  2.50 MBytes  20973 Kbits/sec    0   2.32 MBytes       
[  4]  27.00-28.00  sec  5.00 MBytes  41940 Kbits/sec  180   1.41 MBytes       
[  4]  28.00-29.00  sec  6.25 MBytes  52427 Kbits/sec    0   2.32 MBytes       
[  4]  29.00-30.00  sec  5.00 MBytes  41944 Kbits/sec  160   2.32 MBytes       
[  4]  30.00-31.00  sec  5.00 MBytes  41936 Kbits/sec  197   1.18 MBytes       
[  4]  31.00-32.00  sec  6.25 MBytes  52436 Kbits/sec    0   2.32 MBytes       
[  4]  32.00-33.00  sec  6.25 MBytes  52433 Kbits/sec  193   2.32 MBytes       
[  4]  33.00-34.00  sec  5.00 MBytes  41936 Kbits/sec   70   1.28 MBytes       
[  4]  34.00-35.00  sec  6.25 MBytes  52436 Kbits/sec   90   2.33 MBytes       
[  4]  35.00-36.00  sec  5.00 MBytes  41938 Kbits/sec  205   2.32 MBytes       
[  4]  36.00-37.00  sec  6.25 MBytes  52433 Kbits/sec    0   2.31 MBytes       
[  4]  37.00-38.00  sec  5.00 MBytes  41941 Kbits/sec  160   5.66 KBytes       
[  4]  38.00-39.00  sec  2.50 MBytes  20968 Kbits/sec  135   1.21 MBytes       
[  4]  39.00-40.00  sec  6.25 MBytes  52447 Kbits/sec   25   2.31 MBytes       
[  4]  40.00-41.00  sec  6.25 MBytes  52427 Kbits/sec  158   2.33 MBytes       
[  4]  41.00-42.00  sec  5.00 MBytes  41937 Kbits/sec   35   1.34 MBytes       
[  4]  42.00-43.00  sec  6.25 MBytes  52435 Kbits/sec  125   2.32 MBytes       
[  4]  43.00-44.00  sec  5.00 MBytes  41941 Kbits/sec  161   2.32 MBytes       
[  4]  44.00-45.00  sec  6.25 MBytes  52443 Kbits/sec    0   2.33 MBytes       
[  4]  45.00-46.00  sec  5.00 MBytes  41939 Kbits/sec  160   2.31 MBytes       
[  4]  46.00-47.00  sec  6.25 MBytes  52431 Kbits/sec  158   2.32 MBytes       
[  4]  47.00-48.00  sec  5.00 MBytes  41934 Kbits/sec    0   2.33 MBytes       
[  4]  48.00-49.00  sec  6.25 MBytes  52437 Kbits/sec  136   2.32 MBytes       
[  4]  49.00-50.00  sec  2.50 MBytes  20967 Kbits/sec    0   2.32 MBytes       
[  4]  50.00-51.00  sec  5.00 MBytes  41942 Kbits/sec  166   1.40 MBytes       
[  4]  51.00-52.00  sec  6.25 MBytes  52441 Kbits/sec    0   2.32 MBytes       
[  4]  52.00-53.00  sec  6.25 MBytes  52430 Kbits/sec  164   2.32 MBytes       
[  4]  53.00-54.00  sec  3.75 MBytes  31461 Kbits/sec  163   1.15 MBytes       
[  4]  54.00-55.00  sec  7.50 MBytes  62919 Kbits/sec    0   2.32 MBytes       
[  4]  55.00-56.00  sec  5.00 MBytes  41928 Kbits/sec  209   2.32 MBytes       
[  4]  56.00-57.00  sec  5.00 MBytes  41945 Kbits/sec   82   1.47 MBytes       
[  4]  57.00-58.00  sec  6.25 MBytes  52424 Kbits/sec    0   2.32 MBytes       
[  4]  58.00-59.00  sec  6.25 MBytes  52434 Kbits/sec  163   2.32 MBytes       
[  4]  59.00-60.00  sec  5.00 MBytes  41937 Kbits/sec   58   1.31 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
Test Complete. Summary Results:
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.00  sec   448 MBytes  62564 Kbits/sec  8159             sender
[  4]   0.00-60.00  sec   316 MBytes  44110 Kbits/sec                  receiver
CPU Utilization: local/sender 0.9% (0.2%u/0.7%s), remote/receiver 6.1% (1.2%u/4.9%s)

iperf Done.
