iperf 3.1.3
Linux h1.u18verifybbr.nyunetworks-pg0.utah.cloudlab.us 4.15.0-169-generic #177-Ubuntu SMP Thu Feb 3 10:50:38 UTC 2022 x86_64
Time: Sun, 27 Aug 2023 13:00:19 GMT
Connecting to host h3, port 5201
      Cookie: h1.u18verifybbr.nyunetworks-pg0.utah
      TCP MSS: 1448 (default)
[  4] local 10.10.1.1 port 48234 connected to 10.10.3.1 port 5201
Starting Test: protocol: TCP, 1 streams, 131072 byte blocks, omitting 0 seconds, 60 second test
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   130 MBytes  1089817 Kbits/sec    0    120 KBytes       
[  4]   1.00-2.00   sec  3.75 MBytes  31459 Kbits/sec    0   3.43 MBytes       
[  4]   2.00-3.00   sec  50.0 MBytes  419464 Kbits/sec  5903   41.2 MBytes       
[  4]   3.00-4.00   sec  77.5 MBytes  650080 Kbits/sec  29117   35.3 MBytes       
[  4]   4.00-5.00   sec   101 MBytes  849368 Kbits/sec    0   34.7 MBytes       
[  4]   5.00-6.00   sec  85.0 MBytes  713014 Kbits/sec    0   34.6 MBytes       
[  4]   6.00-7.00   sec  85.0 MBytes  713051 Kbits/sec    0   34.6 MBytes       
[  4]   7.00-8.00   sec  86.2 MBytes  723473 Kbits/sec    0   34.6 MBytes       
[  4]   8.00-9.00   sec  85.0 MBytes  713057 Kbits/sec    0   34.6 MBytes       
[  4]   9.00-10.00  sec  85.0 MBytes  713046 Kbits/sec    0   34.6 MBytes       
[  4]  10.00-11.00  sec  86.2 MBytes  723481 Kbits/sec    0   34.6 MBytes       
[  4]  11.00-12.00  sec  85.0 MBytes  713222 Kbits/sec   59   34.6 MBytes       
[  4]  12.00-13.00  sec  41.2 MBytes  345772 Kbits/sec    0   5.66 KBytes       
[  4]  13.00-14.00  sec  20.0 MBytes  167861 Kbits/sec    0   43.0 MBytes       
[  4]  14.00-15.00  sec  83.8 MBytes  702692 Kbits/sec    0   42.9 MBytes       
[  4]  15.00-16.00  sec  85.0 MBytes  713002 Kbits/sec    0   42.9 MBytes       
[  4]  16.00-17.00  sec  85.0 MBytes  712944 Kbits/sec    0   43.0 MBytes       
[  4]  17.00-18.00  sec  83.8 MBytes  702591 Kbits/sec    0   43.0 MBytes       
[  4]  18.00-19.00  sec  85.0 MBytes  712998 Kbits/sec    0   43.0 MBytes       
[  4]  19.00-20.00  sec  85.0 MBytes  713108 Kbits/sec    0   43.0 MBytes       
[  4]  20.00-21.00  sec  85.0 MBytes  712921 Kbits/sec    0   43.0 MBytes       
[  4]  21.00-22.00  sec  85.0 MBytes  713095 Kbits/sec    0   43.0 MBytes       
[  4]  22.00-23.00  sec  86.2 MBytes  723430 Kbits/sec    0   42.9 MBytes       
[  4]  23.00-24.00  sec  85.0 MBytes  713045 Kbits/sec    0   43.0 MBytes       
[  4]  24.00-25.00  sec  85.0 MBytes  712995 Kbits/sec  315   43.0 MBytes       
[  4]  25.00-26.00  sec  85.0 MBytes  713040 Kbits/sec    0   43.0 MBytes       
[  4]  26.00-27.00  sec  86.2 MBytes  723467 Kbits/sec    0   42.9 MBytes       
[  4]  27.00-28.00  sec  85.0 MBytes  713091 Kbits/sec    0   5.66 KBytes       
[  4]  28.00-29.00  sec  38.8 MBytes  325065 Kbits/sec    0   43.0 MBytes       
[  4]  29.00-30.00  sec  81.2 MBytes  681529 Kbits/sec    0   42.9 MBytes       
[  4]  30.00-31.00  sec  87.5 MBytes  734172 Kbits/sec    0   42.9 MBytes       
[  4]  31.00-32.00  sec  85.0 MBytes  713004 Kbits/sec    0   42.9 MBytes       
[  4]  32.00-33.00  sec  85.0 MBytes  712905 Kbits/sec    0   43.0 MBytes       
[  4]  33.00-34.00  sec  86.2 MBytes  723679 Kbits/sec    0   43.0 MBytes       
[  4]  34.00-35.00  sec  85.0 MBytes  712846 Kbits/sec    0   43.0 MBytes       
[  4]  35.00-36.00  sec  85.0 MBytes  713106 Kbits/sec    0   43.0 MBytes       
[  4]  36.00-37.00  sec  86.2 MBytes  723507 Kbits/sec    0   43.0 MBytes       
[  4]  37.00-38.00  sec  85.0 MBytes  712997 Kbits/sec    0   42.9 MBytes       
[  4]  38.00-39.00  sec  80.0 MBytes  671125 Kbits/sec    0   5.66 KBytes       
[  4]  39.00-40.00  sec  51.2 MBytes  429862 Kbits/sec    0   42.9 MBytes       
[  4]  40.00-41.00  sec  86.2 MBytes  723724 Kbits/sec    0   42.9 MBytes       
[  4]  41.00-42.00  sec  85.0 MBytes  712877 Kbits/sec    0   42.9 MBytes       
[  4]  42.00-43.00  sec  85.0 MBytes  713048 Kbits/sec    0   42.9 MBytes       
[  4]  43.00-44.00  sec  85.0 MBytes  713125 Kbits/sec    0   42.9 MBytes       
[  4]  44.00-45.00  sec  83.8 MBytes  702583 Kbits/sec    0   42.9 MBytes       
[  4]  45.00-46.00  sec  85.0 MBytes  712948 Kbits/sec    0   43.0 MBytes       
[  4]  46.00-47.00  sec  85.0 MBytes  712961 Kbits/sec    0   43.0 MBytes       
[  4]  47.00-48.00  sec  85.0 MBytes  713198 Kbits/sec    0   43.0 MBytes       
[  4]  48.00-49.00  sec  85.0 MBytes  712829 Kbits/sec    0   43.0 MBytes       
[  4]  49.00-50.00  sec  55.0 MBytes  461258 Kbits/sec    0   5.66 KBytes       
[  4]  50.00-51.00  sec  5.00 MBytes  41959 Kbits/sec    0   43.0 MBytes       
[  4]  51.00-52.00  sec  83.8 MBytes  702518 Kbits/sec    0   34.6 MBytes       
[  4]  52.00-53.00  sec  85.0 MBytes  713028 Kbits/sec    0   34.5 MBytes       
[  4]  53.00-54.00  sec  85.0 MBytes  712938 Kbits/sec    0   34.5 MBytes       
[  4]  54.00-55.00  sec  86.2 MBytes  723591 Kbits/sec    0   34.5 MBytes       
[  4]  55.00-56.00  sec  85.0 MBytes  713032 Kbits/sec    0   34.6 MBytes       
[  4]  56.00-57.00  sec  85.0 MBytes  713075 Kbits/sec  662   34.6 MBytes       
[  4]  57.00-58.00  sec  86.2 MBytes  723505 Kbits/sec    0   34.6 MBytes       
[  4]  58.00-59.00  sec  85.0 MBytes  713053 Kbits/sec    0   34.6 MBytes       
[  4]  59.00-60.00  sec  85.0 MBytes  713016 Kbits/sec    0   34.6 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
Test Complete. Summary Results:
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-60.00  sec  4.63 GBytes  662519 Kbits/sec  36056             sender
[  4]   0.00-60.00  sec  4.52 GBytes  646933 Kbits/sec                  receiver
CPU Utilization: local/sender 3.6% (0.4%u/3.2%s), remote/receiver 44.6% (9.3%u/35.3%s)

iperf Done.
