iperf 3.1.3
Linux h1.u18verifybbr.nyunetworks-pg0.utah.cloudlab.us 4.15.0-169-generic #177-Ubuntu SMP Thu Feb 3 10:50:38 UTC 2022 x86_64
Time: Sun, 27 Aug 2023 00:36:37 GMT
Connecting to host h3, port 5201
      Cookie: h1.u18verifybbr.nyunetworks-pg0.utah
      TCP MSS: 1448 (default)
[  4] local 10.10.1.1 port 45146 connected to 10.10.3.1 port 5201
Starting Test: protocol: TCP, 1 streams, 131072 byte blocks, omitting 0 seconds, 60 second test
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   180 MBytes  1509492 Kbits/sec  15202   8.59 MBytes       
[  4]   1.00-2.00   sec   118 MBytes  985398 Kbits/sec  106   13.0 MBytes       
[  4]   2.00-3.00   sec   110 MBytes  922926 Kbits/sec    4   14.2 MBytes       
[  4]   3.00-4.00   sec   110 MBytes  922607 Kbits/sec  1148   15.3 MBytes       
[  4]   4.00-5.00   sec   111 MBytes  933099 Kbits/sec  3816   11.9 MBytes       
[  4]   5.00-6.00   sec   111 MBytes  933334 Kbits/sec  1684   11.9 MBytes       
[  4]   6.00-7.00   sec   106 MBytes  891307 Kbits/sec  1819   8.56 MBytes       
[  4]   7.00-8.00   sec   115 MBytes  964731 Kbits/sec  1344   12.0 MBytes       
[  4]   8.00-9.00   sec   105 MBytes  880643 Kbits/sec  2456   11.8 MBytes       
[  4]   9.00-10.00  sec   112 MBytes  943803 Kbits/sec  2930   10.7 MBytes       
[  4]  10.00-11.00  sec  77.5 MBytes  650118 Kbits/sec  1342   5.66 KBytes       
[  4]  11.00-12.00  sec  91.2 MBytes  765500 Kbits/sec  2515   11.8 MBytes       
[  4]  12.00-13.00  sec   111 MBytes  933651 Kbits/sec  3099   11.8 MBytes       
[  4]  13.00-14.00  sec   115 MBytes  964259 Kbits/sec  2140   12.0 MBytes       
[  4]  14.00-15.00  sec   106 MBytes  891617 Kbits/sec  2854   8.92 MBytes       
[  4]  15.00-16.00  sec   110 MBytes  922414 Kbits/sec  3100   11.9 MBytes       
[  4]  16.00-17.00  sec   114 MBytes  954345 Kbits/sec  2582   5.82 MBytes       
[  4]  17.00-18.00  sec   109 MBytes  912327 Kbits/sec  1428   6.63 MBytes       
[  4]  18.00-19.00  sec   111 MBytes  933018 Kbits/sec  1757   12.0 MBytes       
[  4]  19.00-20.00  sec   110 MBytes  922709 Kbits/sec  2456   8.49 MBytes       
[  4]  20.00-21.00  sec   118 MBytes  985836 Kbits/sec  944   12.0 MBytes       
[  4]  21.00-22.00  sec  76.2 MBytes  639571 Kbits/sec  3457   11.9 MBytes       
[  4]  22.00-23.00  sec   111 MBytes  933124 Kbits/sec  1970   8.21 MBytes       
[  4]  23.00-24.00  sec   111 MBytes  933388 Kbits/sec  2585   5.77 MBytes       
[  4]  24.00-25.00  sec   111 MBytes  933115 Kbits/sec  2722   9.74 MBytes       
[  4]  25.00-26.00  sec   111 MBytes  933209 Kbits/sec  2781   9.02 MBytes       
[  4]  26.00-27.00  sec   111 MBytes  933276 Kbits/sec  2807   8.47 MBytes       
[  4]  27.00-28.00  sec   110 MBytes  922693 Kbits/sec  2818   9.16 MBytes       
[  4]  28.00-29.00  sec   111 MBytes  933330 Kbits/sec  2853   11.8 MBytes       
[  4]  29.00-30.00  sec   116 MBytes  975185 Kbits/sec  2289   12.0 MBytes       
