iperf 3.1.3
Linux h1.u18verifybbr.nyunetworks-pg0.utah.cloudlab.us 4.15.0-169-generic #177-Ubuntu SMP Thu Feb 3 10:50:38 UTC 2022 x86_64
Time: Sun, 27 Aug 2023 12:40:16 GMT
Connecting to host h3, port 5201
      Cookie: h1.u18verifybbr.nyunetworks-pg0.utah
      TCP MSS: 1448 (default)
[  4] local 10.10.1.1 port 48152 connected to 10.10.3.1 port 5201
Starting Test: protocol: TCP, 1 streams, 131072 byte blocks, omitting 0 seconds, 60 second test
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   130 MBytes  1089804 Kbits/sec    0    361 KBytes       
[  4]   1.00-2.00   sec  30.0 MBytes  251678 Kbits/sec    0   29.7 MBytes       
[  4]   2.00-3.00   sec  62.5 MBytes  524286 Kbits/sec  23438   24.8 MBytes       
[  4]   3.00-4.00   sec   108 MBytes  901728 Kbits/sec    0   26.2 MBytes       
[  4]   4.00-5.00   sec  85.0 MBytes  713014 Kbits/sec    0   26.2 MBytes       
[  4]   5.00-6.00   sec  86.2 MBytes  723565 Kbits/sec    0   26.2 MBytes       
[  4]   6.00-7.00   sec  85.0 MBytes  712886 Kbits/sec    0   26.2 MBytes       
[  4]   7.00-8.00   sec  85.0 MBytes  713130 Kbits/sec    0   26.2 MBytes       
[  4]   8.00-9.00   sec  85.0 MBytes  713257 Kbits/sec    0   26.2 MBytes       
[  4]   9.00-10.00  sec  85.0 MBytes  712854 Kbits/sec    0   26.2 MBytes       
[  4]  10.00-11.00  sec  86.2 MBytes  723531 Kbits/sec    0   26.2 MBytes       
[  4]  11.00-12.00  sec  85.0 MBytes  713040 Kbits/sec    0   5.66 KBytes       
[  4]  12.00-13.00  sec  41.2 MBytes  346119 Kbits/sec    0   34.4 MBytes       
[  4]  13.00-14.00  sec  90.0 MBytes  754825 Kbits/sec    0   34.4 MBytes       
[  4]  14.00-15.00  sec  80.0 MBytes  671359 Kbits/sec    0   34.4 MBytes       
[  4]  15.00-16.00  sec  86.2 MBytes  723191 Kbits/sec    0   34.4 MBytes       
[  4]  16.00-17.00  sec  88.8 MBytes  744534 Kbits/sec    0   34.4 MBytes       
[  4]  17.00-18.00  sec  81.2 MBytes  681831 Kbits/sec    0   34.4 MBytes       
[  4]  18.00-19.00  sec  85.0 MBytes  712675 Kbits/sec    0   34.4 MBytes       
[  4]  19.00-20.00  sec  88.8 MBytes  744677 Kbits/sec    0   34.4 MBytes       
[  4]  20.00-21.00  sec  85.0 MBytes  713178 Kbits/sec    0   34.1 MBytes       
[  4]  21.00-22.00  sec  86.2 MBytes  723216 Kbits/sec    0   34.0 MBytes       
[  4]  22.00-23.00  sec  85.0 MBytes  713077 Kbits/sec    0   5.66 KBytes       
[  4]  23.00-24.00  sec  37.5 MBytes  314572 Kbits/sec    0   34.4 MBytes       
[  4]  24.00-25.00  sec  88.8 MBytes  744650 Kbits/sec    0   34.4 MBytes       
[  4]  25.00-26.00  sec  86.2 MBytes  723229 Kbits/sec    0   34.4 MBytes       
[  4]  26.00-27.00  sec  80.0 MBytes  671169 Kbits/sec    0   34.3 MBytes       
[  4]  27.00-28.00  sec  88.8 MBytes  744595 Kbits/sec    0   34.4 MBytes       
[  4]  28.00-29.00  sec  86.2 MBytes  723342 Kbits/sec    0   34.2 MBytes       
[  4]  29.00-30.00  sec  80.0 MBytes  671352 Kbits/sec    0   34.2 MBytes       
[  4]  30.00-31.00  sec  90.0 MBytes  754785 Kbits/sec    0   34.1 MBytes       
[  4]  31.00-32.00  sec  85.0 MBytes  712964 Kbits/sec    0   34.1 MBytes       
[  4]  32.00-33.00  sec  81.2 MBytes  681561 Kbits/sec    0   34.0 MBytes       
