Connecting to host h3, port 5201
[  5] local 10.10.1.1 port 49054 connected to 10.10.3.1 port 5201
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  5]   0.00-1.00   sec  12.1 MBytes  101908 Kbits/sec   32    143 KBytes       
[  5]   1.00-2.00   sec  11.2 MBytes  93830 Kbits/sec   11    110 KBytes       
[  5]   2.00-3.00   sec  11.6 MBytes  97481 Kbits/sec    5    126 KBytes       
[  5]   3.00-4.00   sec  11.2 MBytes  93830 Kbits/sec    3    143 KBytes       
[  5]   4.00-5.00   sec  11.6 MBytes  96957 Kbits/sec   10    107 KBytes       
[  5]   5.00-6.00   sec  11.3 MBytes  94874 Kbits/sec    3    124 KBytes       
[  5]   6.00-7.00   sec  11.6 MBytes  97479 Kbits/sec    5    139 KBytes       
[  5]   7.00-8.00   sec  11.4 MBytes  95394 Kbits/sec    8    106 KBytes       
[  5]   8.00-9.00   sec  11.2 MBytes  93830 Kbits/sec    4    120 KBytes       
[  5]   9.00-10.00  sec  11.6 MBytes  97479 Kbits/sec    4    137 KBytes       
[  5]  10.00-11.00  sec  11.2 MBytes  94351 Kbits/sec    4    148 KBytes       
[  5]  11.00-12.00  sec  11.6 MBytes  96963 Kbits/sec   14    116 KBytes       
[  5]  12.00-13.00  sec  11.2 MBytes  93826 Kbits/sec   10    133 KBytes       
[  5]  13.00-14.00  sec  11.6 MBytes  96958 Kbits/sec    4    146 KBytes       
[  5]  14.00-15.00  sec  11.3 MBytes  94874 Kbits/sec    7    112 KBytes       
[  5]  15.00-16.00  sec  11.6 MBytes  97479 Kbits/sec    5    127 KBytes       
[  5]  16.00-17.00  sec  11.2 MBytes  94352 Kbits/sec    4    144 KBytes       
[  5]  17.00-18.00  sec  11.6 MBytes  96958 Kbits/sec    9    109 KBytes       
[  5]  18.00-19.00  sec  11.2 MBytes  93830 Kbits/sec    5    124 KBytes       
[  5]  19.00-20.00  sec  11.3 MBytes  94872 Kbits/sec    4    140 KBytes       
[  5]  20.00-21.00  sec  11.7 MBytes  98002 Kbits/sec   15    105 KBytes       
[  5]  21.00-22.00  sec  11.2 MBytes  93830 Kbits/sec    3    122 KBytes       
[  5]  22.00-23.00  sec  11.6 MBytes  96957 Kbits/sec    5    136 KBytes       
[  5]  23.00-24.00  sec  11.2 MBytes  94353 Kbits/sec    5    148 KBytes       
[  5]  24.00-25.00  sec  11.6 MBytes  97479 Kbits/sec   14    115 KBytes       
[  5]  25.00-26.00  sec  11.2 MBytes  93830 Kbits/sec    4    130 KBytes       
[  5]  26.00-27.00  sec  11.6 MBytes  96958 Kbits/sec    5    143 KBytes       
[  5]  27.00-28.00  sec  11.2 MBytes  93830 Kbits/sec    8    109 KBytes       
[  5]  28.00-29.00  sec  11.6 MBytes  96958 Kbits/sec    3    126 KBytes       
[  5]  29.00-30.00  sec  11.2 MBytes  93830 Kbits/sec   10    139 KBytes       
[  5]  30.00-31.00  sec  11.6 MBytes  96956 Kbits/sec    5    154 KBytes       
[  5]  31.00-32.00  sec  11.3 MBytes  94875 Kbits/sec   20    120 KBytes       
[  5]  32.00-33.00  sec  11.7 MBytes  98001 Kbits/sec    4    134 KBytes       
[  5]  33.00-34.00  sec  11.3 MBytes  94873 Kbits/sec   10    147 KBytes       
[  5]  34.00-35.00  sec  11.2 MBytes  94351 Kbits/sec    7    112 KBytes       
[  5]  35.00-36.00  sec  11.6 MBytes  96958 Kbits/sec    3    127 KBytes       
[  5]  36.00-37.00  sec  11.2 MBytes  93830 Kbits/sec    4    143 KBytes       
[  5]  37.00-38.00  sec  11.7 MBytes  98001 Kbits/sec    8    107 KBytes       
[  5]  38.00-39.00  sec  11.2 MBytes  93829 Kbits/sec    5    124 KBytes       
[  5]  39.00-40.00  sec  11.6 MBytes  96959 Kbits/sec    5    139 KBytes       
[  5]  40.00-41.00  sec  11.3 MBytes  94872 Kbits/sec    5    151 KBytes       
[  5]  41.00-42.00  sec  11.6 MBytes  96960 Kbits/sec   14    116 KBytes       
[  5]  42.00-43.00  sec  11.2 MBytes  93829 Kbits/sec    3    133 KBytes       
[  5]  43.00-44.00  sec  11.6 MBytes  96959 Kbits/sec    4    146 KBytes       
[  5]  44.00-45.00  sec  11.3 MBytes  94874 Kbits/sec    7    115 KBytes       
[  5]  45.00-46.00  sec  11.6 MBytes  96958 Kbits/sec   10    132 KBytes       
[  5]  46.00-47.00  sec  11.2 MBytes  93831 Kbits/sec   10    146 KBytes       
[  5]  47.00-48.00  sec  11.3 MBytes  94872 Kbits/sec    6    109 KBytes       
[  5]  48.00-49.00  sec  11.6 MBytes  96959 Kbits/sec    3    127 KBytes       
[  5]  49.00-50.00  sec  11.6 MBytes  96958 Kbits/sec    4    141 KBytes       
[  5]  50.00-51.00  sec  11.3 MBytes  94874 Kbits/sec   10    107 KBytes       
[  5]  51.00-52.00  sec  11.2 MBytes  93830 Kbits/sec    3    122 KBytes       
[  5]  52.00-53.00  sec  11.6 MBytes  96958 Kbits/sec    3    136 KBytes       
[  5]  53.00-54.00  sec  11.3 MBytes  94873 Kbits/sec    4    150 KBytes       
[  5]  54.00-55.00  sec  11.3 MBytes  94872 Kbits/sec    8    116 KBytes       
[  5]  55.00-56.00  sec  11.6 MBytes  96958 Kbits/sec    3    132 KBytes       
[  5]  56.00-57.00  sec  11.6 MBytes  96959 Kbits/sec    5    144 KBytes       
[  5]  57.00-58.00  sec  11.2 MBytes  93830 Kbits/sec    8    110 KBytes       
[  5]  58.00-59.00  sec  11.3 MBytes  94873 Kbits/sec    5    127 KBytes       
[  5]  59.00-60.00  sec  11.6 MBytes  97479 Kbits/sec    4    143 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-60.00  sec   685 MBytes  95746 Kbits/sec  413             sender
[  5]   0.00-60.00  sec   684 MBytes  95633 Kbits/sec                  receiver

iperf Done.
